Nodes	BC
9606.ENSP00000377284	7.573307281476872e-05
9606.ENSP00000273963	1.031289233589969e-05
9606.ENSP00000338777	1.892850972361214e-05
9606.ENSP00000381064	7.765091381026286e-06
9606.ENSP00000306496	6.371516215532482e-05
9606.ENSP00000360141	0.0003795285660320058
9606.ENSP00000257017	0.00011743571144185729
9606.ENSP00000347416	0.00013158722254576194
9606.ENSP00000444850	0.000525534602630984
9606.ENSP00000265148	0.00014304035143402794
9606.ENSP00000337797	0.0006290307607691916
9606.ENSP00000393963	0.00011689087955185316
9606.ENSP00000481862	1.9837296077611294e-05
9606.ENSP00000459799	6.613379658040137e-05
9606.ENSP00000353224	0.0004498920052805505
9606.ENSP00000350348	0.00013610516858037261
9606.ENSP00000360214	9.73441300948932e-05
9606.ENSP00000348349	9.48010803365042e-05
9606.ENSP00000333942	3.8287793287422e-05
9606.ENSP00000280706	8.88904140997493e-06
9606.ENSP00000340935	1.3162266111861392e-05
9606.ENSP00000363524	0.00010719866587882305
9606.ENSP00000230449	0.00018520104792242638
9606.ENSP00000402608	0.00017662963588389592
9606.ENSP00000362656	7.146735059931557e-05
9606.ENSP00000297814	0.00011102383543980736
9606.ENSP00000273047	0.0004922964015244168
9606.ENSP00000392206	1.303047493254717e-05
9606.ENSP00000440005	0.0003647891806470973
9606.ENSP00000347839	7.765708813325066e-05
9606.ENSP00000265825	1.8002488844082695e-06
9606.ENSP00000400467	0.0001409475754426266
9606.ENSP00000256682	0.00014374265867271268
9606.ENSP00000399403	7.480014554188983e-05
9606.ENSP00000356438	0.0004129460653269267
9606.ENSP00000222008	9.871210783326165e-05
9606.ENSP00000269321	0.00021147683233533587
9606.ENSP00000411831	7.005199173567654e-05
9606.ENSP00000264705	9.632312747169273e-05
9606.ENSP00000332454	0.0008777759208569516
9606.ENSP00000299601	9.938779010688023e-05
9606.ENSP00000370208	0.0003581429935059937
9606.ENSP00000371085	5.068138073094416e-05
9606.ENSP00000005260	6.75678148898642e-05
9606.ENSP00000414906	3.233477872471714e-05
9606.ENSP00000356530	0.0009114945852942713
9606.ENSP00000398131	0.00041373577662521296
9606.ENSP00000471457	0.00026542912963317623
9606.ENSP00000408236	2.055703843913564e-05
9606.ENSP00000287152	0.00016685680519821673
9606.ENSP00000465992	7.78145429370916e-05
9606.ENSP00000341551	0.00042401882962506354
9606.ENSP00000276066	2.4173583883384876e-05
9606.ENSP00000234454	2.242095684014029e-05
9606.ENSP00000378324	0.00014923536393192082
9606.ENSP00000438388	0.00037370102791260635
9606.ENSP00000382688	0.00032527362586717384
9606.ENSP00000360985	0.00013763540743628842
9606.ENSP00000466363	5.932050700954878e-05
9606.ENSP00000388241	5.708108236099695e-05
9606.ENSP00000248901	5.934749050484801e-05
9606.ENSP00000408979	0.0003711212361177516
9606.ENSP00000233078	0.0001534916028671577
9606.ENSP00000240874	6.0466199588147476e-05
9606.ENSP00000341280	0.0002837575943242929
9606.ENSP00000386443	8.79454620315544e-05
9606.ENSP00000262039	0.00028471014189937103
9606.ENSP00000299705	2.597725206938431e-05
9606.ENSP00000358126	7.014058979368182e-05
9606.ENSP00000254286	0.00021243579579269608
9606.ENSP00000373600	0.0004818339470354892
9606.ENSP00000360793	0.00010254397900101528
9606.ENSP00000441158	0.00025140158925773945
9606.ENSP00000258198	1.0843909884827292e-05
9606.ENSP00000484121	9.025168860547349e-05
9606.ENSP00000354376	0.0002401750552003573
9606.ENSP00000295688	0.00031611928172199015
9606.ENSP00000365891	0.00030857318170095287
9606.ENSP00000317971	0.001312625693912691
9606.ENSP00000341247	0.0003887357502894044
9606.ENSP00000223023	0.00011256997838392711
9606.ENSP00000161006	4.0040357007927774e-05
9606.ENSP00000228945	0.00010062641160140389
9606.ENSP00000381098	0.00010420219085049786
9606.ENSP00000330945	4.529748261506679e-05
9606.ENSP00000342793	0.0002639100569939506
9606.ENSP00000255882	0.0005024022669180841
9606.ENSP00000265709	0.00027252948263337714
9606.ENSP00000327650	3.587326305004525e-05
9606.ENSP00000347244	0.0002574888588891629
9606.ENSP00000333547	0.00011122471191112924
9606.ENSP00000449241	5.8574488229120115e-05
9606.ENSP00000306010	0.00025059667546488087
9606.ENSP00000371341	8.938824398708479e-05
9606.ENSP00000317473	9.669926153004936e-05
9606.ENSP00000312442	4.6418938290203836e-05
9606.ENSP00000367766	0.00031904828185570186
9606.ENSP00000300574	0.00014509613096867798
9606.ENSP00000279036	2.677855332547343e-05
9606.ENSP00000262948	0.00032553179654082185
9606.ENSP00000281419	7.419485061747484e-05
9606.ENSP00000339906	0.00011655988280801317
9606.ENSP00000378338	9.14002253668712e-05
9606.ENSP00000247461	0.0006028317414588237
9606.ENSP00000356030	2.7734102096757734e-05
9606.ENSP00000361824	0.00015640585010202163
9606.ENSP00000445175	0.00022210168596160926
9606.ENSP00000409231	1.8806171381764958e-06
9606.ENSP00000262958	0.00022791704524579103
9606.ENSP00000222305	3.9287446795641986e-05
9606.ENSP00000298316	0.0003616371818501614
9606.ENSP00000357178	0.0001035443068835435
9606.ENSP00000387307	0.00011402751037739173
9606.ENSP00000261890	0.0007403126287018271
9606.ENSP00000325369	4.770704192711787e-05
9606.ENSP00000387875	2.4698599530364674e-05
9606.ENSP00000288699	2.9972715156441815e-05
9606.ENSP00000319096	0.00013411025190305988
9606.ENSP00000263181	7.1720637513144e-05
9606.ENSP00000375810	7.416729019249494e-05
9606.ENSP00000457991	0.00018832836158276907
9606.ENSP00000469689	0.00032584198064281933
9606.ENSP00000354876	6.824157725519835e-05
9606.ENSP00000334801	5.5337586645843613e-05
9606.ENSP00000316338	0.000262812956065133
9606.ENSP00000359871	0.00016367165821899398
9606.ENSP00000326219	2.9573680398049747e-05
9606.ENSP00000265070	0.0005063007184382707
9606.ENSP00000249071	0.000936716438223644
9606.ENSP00000339299	7.594497140837631e-05
9606.ENSP00000311962	0.00012537936777958506
9606.ENSP00000362751	0.00017146079064936248
9606.ENSP00000392147	0.0006941989613520991
9606.ENSP00000413156	0.000132025400908417
9606.ENSP00000239440	4.6271486318697855e-05
9606.ENSP00000362115	0.00012752905946389947
9606.ENSP00000400175	0.0009559534959323045
9606.ENSP00000464893	0.0002566562391734784
9606.ENSP00000368758	0.00011716905576481662
9606.ENSP00000380185	4.779650648664169e-05
9606.ENSP00000258787	0.00031311395308493824
9606.ENSP00000305442	5.1684437040087465e-05
9606.ENSP00000417182	1.8598553392863703e-05
9606.ENSP00000460380	0.00011241101243419062
9606.ENSP00000373905	0.00040144505201136863
9606.ENSP00000258098	9.752442875567679e-05
9606.ENSP00000259632	2.7246675016086283e-05
9606.ENSP00000355759	0.00016685236155667264
9606.ENSP00000374566	0.00010671071895587517
9606.ENSP00000260363	0.0002564548809076932
9606.ENSP00000430276	0.00011960818067641666
9606.ENSP00000331342	3.182582849221763e-05
9606.ENSP00000222547	1.803195720379771e-05
9606.ENSP00000479762	0.00016877755968810335
9606.ENSP00000338562	0.00016807800759059913
9606.ENSP00000447173	0.000345022422325062
9606.ENSP00000329471	9.564822336688044e-05
9606.ENSP00000358019	9.240563222151177e-06
9606.ENSP00000267257	0.00019509054932729042
9606.ENSP00000358582	9.479626247104168e-05
9606.ENSP00000280772	0.0005899230622056893
9606.ENSP00000446955	7.801089458128072e-05
9606.ENSP00000403636	0.00020268770501677722
9606.ENSP00000365530	8.951027811830259e-05
9606.ENSP00000348965	0.0001522194645070719
9606.ENSP00000367203	0.0007695498749254367
9606.ENSP00000387282	0.0002294875971960263
9606.ENSP00000318821	1.2066846813000468e-05
9606.ENSP00000349259	0.00017211999201746824
9606.ENSP00000251337	5.103952220033875e-05
9606.ENSP00000460964	3.603482308413266e-05
9606.ENSP00000307078	0.00015732924193724273
9606.ENSP00000219255	7.191567750011369e-05
9606.ENSP00000306881	0.00013796056945410747
9606.ENSP00000329419	0.00020935074905973893
9606.ENSP00000302393	1.1784888189363607e-05
9606.ENSP00000374484	2.354307625886422e-05
9606.ENSP00000221114	3.03665155409034e-05
9606.ENSP00000470383	1.3844503288293888e-05
9606.ENSP00000429900	0.00018018098144925677
9606.ENSP00000408910	8.874092914774035e-05
9606.ENSP00000418447	0.0003441272629562177
9606.ENSP00000373312	0.0007902728103464168
9606.ENSP00000442682	5.986817048205212e-05
9606.ENSP00000382323	3.6223490040355213e-05
9606.ENSP00000351475	0.00047606840670014417
9606.ENSP00000260731	0.000286054145489788
9606.ENSP00000296271	0.0005461168994442172
9606.ENSP00000353444	6.149691680508647e-05
9606.ENSP00000338769	8.839289633832696e-05
9606.ENSP00000229340	3.809968692457446e-05
9606.ENSP00000296474	0.00017384767951463621
9606.ENSP00000250244	5.637015286751149e-05
9606.ENSP00000400908	4.2391753517066595e-05
9606.ENSP00000262225	0.00010545922259466661
9606.ENSP00000246792	0.00021540372775146887
9606.ENSP00000354398	6.841785162513001e-05
9606.ENSP00000406885	1.2555307199791799e-06
9606.ENSP00000263088	0.00023936576451082098
9606.ENSP00000364550	0.00037375590010710954
9606.ENSP00000361298	7.66812857115591e-05
9606.ENSP00000251507	3.1435417375023526e-05
9606.ENSP00000280333	5.924294373833235e-05
9606.ENSP00000216366	1.3137530549312728e-05
9606.ENSP00000264028	7.378641579882402e-05
9606.ENSP00000320821	0.00011875005632401518
9606.ENSP00000440984	0.00015189863978527858
9606.ENSP00000341779	0.0005913769660651003
9606.ENSP00000477310	3.2225973097923675e-05
9606.ENSP00000263934	0.0002642529806786601
9606.ENSP00000451752	9.68092799288685e-05
9606.ENSP00000279022	0.00021072408178049744
9606.ENSP00000450385	3.1614381372402306e-05
9606.ENSP00000336666	8.403804257911445e-05
9606.ENSP00000451828	0.005617918516534079
9606.ENSP00000402346	0.00022876332895151237
9606.ENSP00000379709	2.711758829229569e-05
9606.ENSP00000301332	0.00015634216817052673
9606.ENSP00000325002	0.00010836097129613618
9606.ENSP00000287859	6.202643229712222e-06
9606.ENSP00000395083	6.866884720962331e-05
9606.ENSP00000348461	0.00015640289014571748
9606.ENSP00000320117	7.916259253546805e-05
9606.ENSP00000369436	1.9820883082869525e-05
9606.ENSP00000385545	8.268112454301906e-05
9606.ENSP00000347538	4.507586205691952e-05
9606.ENSP00000225567	3.271791610904494e-05
9606.ENSP00000326238	3.773780653746809e-05
9606.ENSP00000249363	7.600231028428603e-05
9606.ENSP00000393453	0.00013828883434043843
9606.ENSP00000158762	6.369031492629826e-05
9606.ENSP00000263270	4.608669532845306e-05
9606.ENSP00000479606	0.00045240840864527025
9606.ENSP00000314030	0.0001893391820943056
9606.ENSP00000369689	0.0002070881711259163
9606.ENSP00000482620	0.0001122065263118407
9606.ENSP00000363763	0.00033638029449179174
9606.ENSP00000376297	0.00011819563263804892
9606.ENSP00000401435	0.00010732697404723562
9606.ENSP00000434442	4.9286813902021966e-05
9606.ENSP00000311502	3.060663583793406e-05
9606.ENSP00000311449	0.00022474648497991713
9606.ENSP00000254846	0.0006990329704800244
9606.ENSP00000254878	7.195020221749733e-05
9606.ENSP00000385000	9.254761613650227e-05
9606.ENSP00000255194	0.00026394003046407603
9606.ENSP00000347464	4.994940550531111e-05
9606.ENSP00000160827	0.00011576323641029081
9606.ENSP00000369318	0.0002654903881680355
9606.ENSP00000243440	1.4674666744824369e-05
9606.ENSP00000385720	6.693541453534513e-05
9606.ENSP00000300935	0.0002509261684547577
9606.ENSP00000363232	4.233045302546692e-05
9606.ENSP00000371897	6.461105074898757e-05
9606.ENSP00000324464	0.0002490039072842668
9606.ENSP00000378769	0.0007730179628410587
9606.ENSP00000262215	0.00017051991970650458
9606.ENSP00000359484	2.4306634201702196e-05
9606.ENSP00000375960	0.00021185595066247365
9606.ENSP00000360727	9.050632388050535e-05
9606.ENSP00000463393	0.00015521326482013237
9606.ENSP00000385205	9.381418154529246e-05
9606.ENSP00000310244	0.00012965404570852056
9606.ENSP00000259708	8.075780592313147e-06
9606.ENSP00000357883	0.0001202236457871757
9606.ENSP00000437783	0.00032643724961580747
9606.ENSP00000437554	6.126221950184614e-05
9606.ENSP00000263245	0.00013263396164519748
9606.ENSP00000261942	8.741399825056425e-05
9606.ENSP00000263116	0.00024017593820171233
9606.ENSP00000349467	0.0006198842692169854
9606.ENSP00000452762	0.0002196455700816965
9606.ENSP00000386918	3.1838866008940024e-05
9606.ENSP00000357129	0.00034045100509525795
9606.ENSP00000078429	0.00029450116121410865
9606.ENSP00000317469	5.213443972914971e-05
9606.ENSP00000444561	7.184430747550847e-05
9606.ENSP00000333298	0.0005357506311694499
9606.ENSP00000380638	0.00011915299075811529
9606.ENSP00000361803	1.5625625378763034e-05
9606.ENSP00000356560	1.3110383939151017e-05
9606.ENSP00000291295	0.00039690464990120317
9606.ENSP00000377148	0.00015984229454848927
9606.ENSP00000267622	6.385342189142063e-05
9606.ENSP00000264399	0.00010012661712602975
9606.ENSP00000385808	0.0002498837598651753
9606.ENSP00000347712	2.2837978779137643e-05
9606.ENSP00000307634	3.2340057747677495e-05
9606.ENSP00000449270	6.0129218476699276e-05
9606.ENSP00000264380	0.00015997957891147858
9606.ENSP00000262812	6.526066769547214e-05
9606.ENSP00000440167	6.904158929022228e-05
9606.ENSP00000354791	0.00023618740298240464
9606.ENSP00000000412	1.3482221059918677e-05
9606.ENSP00000416097	0.0001362259612153285
9606.ENSP00000363458	3.334753440377418e-05
9606.ENSP00000303366	2.4736902019561344e-05
9606.ENSP00000369981	0.0002062731601215295
9606.ENSP00000327801	0.0006174306455205984
9606.ENSP00000360266	0.001599623622455598
9606.ENSP00000418082	0.00017843103288621513
9606.ENSP00000216124	8.500648428931008e-05
9606.ENSP00000307939	6.083516216184917e-05
9606.ENSP00000347792	0.00010737010230408946
9606.ENSP00000269228	0.00015840263470846624
9606.ENSP00000293217	8.224619196461052e-05
9606.ENSP00000233242	0.0006020635810204752
9606.ENSP00000418575	2.9405723504539798e-05
9606.ENSP00000450731	4.450749244654503e-05
9606.ENSP00000253083	8.599306295707647e-05
9606.ENSP00000420384	2.827221220476588e-05
9606.ENSP00000271234	3.907748337967157e-05
9606.ENSP00000351926	9.586804086692567e-05
9606.ENSP00000381293	0.0003793206663836114
9606.ENSP00000354850	5.925470982077555e-05
9606.ENSP00000228506	8.219481581423882e-05
9606.ENSP00000225719	1.4068016331829303e-05
9606.ENSP00000445408	0.0001172782736703145
9606.ENSP00000260197	0.00013046928737898018
9606.ENSP00000391826	0.00045257044212187076
9606.ENSP00000374443	0.00011199896599990665
9606.ENSP00000371394	3.3299416896632024e-05
9606.ENSP00000217131	0.0001324875940072741
9606.ENSP00000431445	5.322789447069628e-05
9606.ENSP00000220616	0.00013389243920114817
9606.ENSP00000243253	0.00035506165881737055
9606.ENSP00000447378	0.0014804128625775948
9606.ENSP00000441543	0.0003680622210687638
9606.ENSP00000356236	0.00013271120186661477
9606.ENSP00000461945	0.00011424072422026684
9606.ENSP00000472469	0.00010489295383182033
9606.ENSP00000393313	9.254590820419025e-05
9606.ENSP00000309124	8.933422545666937e-05
9606.ENSP00000236671	0.00044708826008045316
9606.ENSP00000484060	0.0001352045402419742
9606.ENSP00000304422	0.00010488266329350637
9606.ENSP00000011653	0.00013310679487153412
9606.ENSP00000370522	4.5700068034405766e-05
9606.ENSP00000409667	0.00016367260319348313
9606.ENSP00000243298	0.0001021205235427137
9606.ENSP00000348602	0.00032789576767165506
9606.ENSP00000244040	0.00011609464880375008
9606.ENSP00000279281	3.335273601575419e-05
9606.ENSP00000242465	7.816132356065987e-05
9606.ENSP00000310832	6.341117730954876e-05
9606.ENSP00000345195	0.0003041740891124188
9606.ENSP00000263904	3.6904357979871675e-05
9606.ENSP00000294742	4.4335534149500945e-05
9606.ENSP00000302728	0.00020159409719284222
9606.ENSP00000251047	6.241523604924094e-05
9606.ENSP00000303522	5.036231973356032e-05
9606.ENSP00000374069	0.00017786828270343266
9606.ENSP00000267199	8.825974655281803e-05
9606.ENSP00000306157	2.0230475434657407e-05
9606.ENSP00000313391	0.00020168539788721024
9606.ENSP00000217244	0.0004114094897049661
9606.ENSP00000356465	2.5883119157550064e-05
9606.ENSP00000349824	1.4867591158763414e-05
9606.ENSP00000366746	1.3407657180033713e-05
9606.ENSP00000384615	5.8993449962104315e-06
9606.ENSP00000358072	0.00024285018369312128
9606.ENSP00000356540	0.00011831434391419227
9606.ENSP00000003084	0.0005892082094085822
9606.ENSP00000317332	4.61865779635764e-05
9606.ENSP00000362480	0.0001058642785936584
9606.ENSP00000324419	4.075794258574373e-05
9606.ENSP00000256255	7.642529794029737e-05
9606.ENSP00000360645	6.356550987051509e-05
9606.ENSP00000447730	0.0001133054777939934
9606.ENSP00000237596	0.0001570250544751627
9606.ENSP00000316454	0.0001283020318100579
9606.ENSP00000413625	5.717381597996646e-05
9606.ENSP00000218516	4.386606448341485e-05
9606.ENSP00000259711	6.879077307948027e-05
9606.ENSP00000309376	7.807945519896695e-05
9606.ENSP00000363229	6.984798556563709e-05
9606.ENSP00000369647	0.00010187180061316947
9606.ENSP00000311300	2.5471378560943193e-05
9606.ENSP00000251968	0.00022181192131459792
9606.ENSP00000295897	0.004642942433796489
9606.ENSP00000005340	9.439501439645448e-05
9606.ENSP00000368831	6.324006740466045e-05
9606.ENSP00000356107	5.5329128843899415e-05
9606.ENSP00000451112	5.373555394033226e-05
9606.ENSP00000316779	0.000355198309403513
9606.ENSP00000299138	0.00020013025729378518
9606.ENSP00000324628	4.957828276902138e-06
9606.ENSP00000462333	1.7935961789574548e-05
9606.ENSP00000263816	0.00012380970597756572
9606.ENSP00000264033	0.00013668207805600898
9606.ENSP00000380921	9.855108004395889e-05
9606.ENSP00000305372	0.0002503358548533788
9606.ENSP00000444957	0.00010749688525391012
9606.ENSP00000261889	0.00013530883917998364
9606.ENSP00000264914	4.1260614994308694e-05
9606.ENSP00000296684	4.311908621366906e-05
9606.ENSP00000357307	0.00012215404892067358
9606.ENSP00000314499	0.0024236370690620497
9606.ENSP00000366998	6.541341840509472e-05
9606.ENSP00000262623	0.0002298936577981908
9606.ENSP00000294179	0.00012419592008595188
9606.ENSP00000302665	0.0006702495848367392
9606.ENSP00000256497	7.704859839729984e-05
9606.ENSP00000272322	2.4350382417812863e-05
9606.ENSP00000392065	3.3852894448371776e-06
9606.ENSP00000477815	0.00016001328255059837
9606.ENSP00000454229	4.6012611243504426e-05
9606.ENSP00000258145	4.867547938502497e-05
9606.ENSP00000341737	2.6584478875633122e-05
9606.ENSP00000360183	0.00015212681075236578
9606.ENSP00000262506	0.000408800251733736
9606.ENSP00000216341	0.0001790660608279646
9606.ENSP00000312946	0.00011250132253861016
9606.ENSP00000262139	3.312466877117191e-05
9606.ENSP00000349437	0.00021409224886172534
9606.ENSP00000473001	3.6564953063944765e-05
9606.ENSP00000275493	0.0030264599166986337
9606.ENSP00000349305	8.056220915398686e-05
9606.ENSP00000313756	3.5106438733044136e-05
9606.ENSP00000360798	0.0002763615433065275
9606.ENSP00000376024	9.40424656565913e-05
9606.ENSP00000376792	4.275953395454881e-05
9606.ENSP00000379601	9.32809318031075e-05
9606.ENSP00000385834	5.5941216015971344e-05
9606.ENSP00000333769	0.00014109241751740506
9606.ENSP00000184266	2.033406118395868e-05
9606.ENSP00000398568	0.00016742951192594236
9606.ENSP00000377015	0.00015504519904439862
9606.ENSP00000265970	0.00024040073566184035
9606.ENSP00000355217	5.086506780991045e-05
9606.ENSP00000351805	0.00021853217635909604
9606.ENSP00000454071	0.00045605556456275307
9606.ENSP00000262640	0.00012111607612483991
9606.ENSP00000466134	5.2175275799011336e-05
9606.ENSP00000351575	4.417058826286261e-05
9606.ENSP00000264634	0.0002792191228770706
9606.ENSP00000261416	2.435559930446098e-05
9606.ENSP00000247933	4.752576686584063e-05
9606.ENSP00000482826	1.2744976278684812e-05
9606.ENSP00000292807	0.0001800085086252972
9606.ENSP00000217423	1.9529932155977707e-05
9606.ENSP00000362639	4.395034132328087e-05
9606.ENSP00000356705	0.00037921937142314395
9606.ENSP00000363081	0.00011599688928865398
9606.ENSP00000261205	0.00044101540309565804
9606.ENSP00000005587	0.00010917973695577694
9606.ENSP00000360154	0.00027178246047188413
9606.ENSP00000272190	0.0003319904655245457
9606.ENSP00000305692	4.6266307031232795e-05
9606.ENSP00000263864	7.88458258311358e-05
9606.ENSP00000483552	0.0007128537908132024
9606.ENSP00000480853	0.00020548050344098217
9606.ENSP00000304697	0.0005009136844368994
9606.ENSP00000349687	6.743744822721741e-05
9606.ENSP00000355651	0.0002355913992532514
9606.ENSP00000462729	3.421846601523336e-05
9606.ENSP00000318147	2.5773920387350686e-05
9606.ENSP00000345672	0.00022821739926973475
9606.ENSP00000367265	0.00011778878429942937
9606.ENSP00000262942	0.00011157297598433803
9606.ENSP00000242285	4.26978672658638e-05
9606.ENSP00000355969	2.2860303294073258e-05
9606.ENSP00000331201	0.00018032987320701176
9606.ENSP00000340409	9.202231392163431e-05
9606.ENSP00000388107	0.0005771382555628109
9606.ENSP00000314606	1.940893328502665e-05
9606.ENSP00000323929	0.00012459076176072551
9606.ENSP00000362010	7.556104727632435e-05
9606.ENSP00000327694	8.268673822561409e-05
9606.ENSP00000243077	9.707364364551972e-05
9606.ENSP00000317334	0.00032341071038695287
9606.ENSP00000406209	7.204193683858426e-05
9606.ENSP00000445052	0.00011937453924433622
9606.ENSP00000310998	8.339545799349617e-06
9606.ENSP00000227266	0.00013121242583215707
9606.ENSP00000386456	0.00023599738124088397
9606.ENSP00000386597	0.00010612627910094287
9606.ENSP00000393559	5.771262162708278e-05
9606.ENSP00000409952	7.47666906616506e-05
9606.ENSP00000233616	7.308101118789195e-05
