Node	Closeness
9606.ENSP00000380432	0.5367988219931653
9606.ENSP00000297044	0.44227995879592535
9606.ENSP00000370719	0.48535470257234725
9606.ENSP00000401010	0.4824822075165439
9606.ENSP00000365773	0.4682062715068095
9606.ENSP00000262305	0.44369172828732834
9606.ENSP00000054666	0.4753949116677329
9606.ENSP00000369755	0.41689502643219334
9606.ENSP00000285208	0.4673681664247702
9606.ENSP00000324287	0.434541079099476
9606.ENSP00000232975	0.45747502012596486
9606.ENSP00000264712	0.4655887030700275
9606.ENSP00000385995	0.4597392090610574
9606.ENSP00000379712	0.44221922134993474
9606.ENSP00000273130	0.4691726767198465
9606.ENSP00000354560	0.4665105273324319
9606.ENSP00000357048	0.4641235677052055
9606.ENSP00000293970	0.43013936506523
9606.ENSP00000317272	0.4898585264438923
9606.ENSP00000343144	0.4430202696505549
9606.ENSP00000300896	0.467356861227353
9606.ENSP00000315299	0.47073871942305817
9606.ENSP00000377233	0.44776361529548087
9606.ENSP00000234313	0.4977714800979003
9606.ENSP00000339467	0.4796554206697947
9606.ENSP00000245796	0.41525533012379645
9606.ENSP00000223369	0.4706240561212062
9606.ENSP00000388996	0.4676396553393358
9606.ENSP00000249923	0.4909040093500686
9606.ENSP00000480301	0.43431641415276717
9606.ENSP00000455507	0.47122091605287547
9606.ENSP00000378356	0.47799411197149994
9606.ENSP00000379891	0.4306187037532317
9606.ENSP00000361057	0.4704636213109964
9606.ENSP00000357869	0.48407786936587077
9606.ENSP00000377280	0.44628461876053865
9606.ENSP00000361636	0.4684560178450199
9606.ENSP00000283426	0.43397497810022234
9606.ENSP00000310551	0.42236309979232706
9606.ENSP00000341344	0.46675846741073584
9606.ENSP00000379210	0.46716475651627254
9606.ENSP00000296526	0.49435816083719264
9606.ENSP00000226284	0.4619375508057189
9606.ENSP00000360532	0.5035838090025282
9606.ENSP00000320130	0.4841142570784265
9606.ENSP00000402394	0.4135842109769672
9606.ENSP00000360672	0.44510228529303353
9606.ENSP00000387286	0.4849892062854561
9606.ENSP00000398526	0.38823694892095006
9606.ENSP00000020673	0.4552866602257464
9606.ENSP00000293441	0.4805382147387271
9606.ENSP00000219409	0.44941964597241285
9606.ENSP00000377250	0.47755697266300856
9606.ENSP00000358921	0.4894614176419922
9606.ENSP00000354947	0.47450758878137433
9606.ENSP00000466799	0.4391735236623176
9606.ENSP00000338844	0.46380047049786355
9606.ENSP00000361635	0.46948048792340963
9606.ENSP00000302895	0.4394832017833178
9606.ENSP00000352438	0.48100477992431784
9606.ENSP00000221138	0.4877562354841967
9606.ENSP00000220676	0.42991922743152133
9606.ENSP00000447053	0.4803709504984958
9606.ENSP00000263168	0.47690864660726184
9606.ENSP00000379191	0.4747291088233126
9606.ENSP00000354669	0.44305074640555847
9606.ENSP00000329468	0.44933603107049
9606.ENSP00000369127	0.4827594822847434
9606.ENSP00000357631	0.4301010640666043
9606.ENSP00000334100	0.46613911071437186
9606.ENSP00000261842	0.4634667050470159
9606.ENSP00000317790	0.45245064749549213
9606.ENSP00000377284	0.4579087073991563
9606.ENSP00000273963	0.41054353831116397
9606.ENSP00000338777	0.4254040248359681
9606.ENSP00000381064	0.4259761448067553
9606.ENSP00000306496	0.44623308235946235
9606.ENSP00000360141	0.4881012530315279
9606.ENSP00000257017	0.44865781162920304
9606.ENSP00000347416	0.4517313132730121
9606.ENSP00000444850	0.4789182757851424
9606.ENSP00000265148	0.48356901514203476
9606.ENSP00000337797	0.48227746992162146
9606.ENSP00000393963	0.4728353971905438
9606.ENSP00000481862	0.40763323346976665
9606.ENSP00000459799	0.42595736237571374
9606.ENSP00000353224	0.49637755626348784
9606.ENSP00000350348	0.4648717578557336
9606.ENSP00000360214	0.4716004784105055
9606.ENSP00000348349	0.46618409940885513
9606.ENSP00000333942	0.45029948493252847
9606.ENSP00000280706	0.4326145854324802
9606.ENSP00000340935	0.44347786168430237
9606.ENSP00000363524	0.4743444957281744
9606.ENSP00000230449	0.47315962188372435
9606.ENSP00000402608	0.4610116917203531
9606.ENSP00000362656	0.44180462818988386
9606.ENSP00000297814	0.45905105847133454
9606.ENSP00000273047	0.49707993516684246
9606.ENSP00000392206	0.39982203459978477
9606.ENSP00000440005	0.49534675041661325
9606.ENSP00000347839	0.4374929239408555
9606.ENSP00000265825	0.38390160546812907
9606.ENSP00000400467	0.49072945240272275
9606.ENSP00000256682	0.48098083146626835
9606.ENSP00000399403	0.46214748726289856
9606.ENSP00000356438	0.490754381508763
9606.ENSP00000222008	0.4550721906870481
9606.ENSP00000269321	0.47895389191869114
9606.ENSP00000411831	0.4549221821949095
9606.ENSP00000264705	0.47110601775090216
9606.ENSP00000332454	0.4906048448529785
9606.ENSP00000299601	0.4744260282381829
9606.ENSP00000370208	0.47453089694469003
9606.ENSP00000371085	0.42056115452428117
9606.ENSP00000005260	0.43674133682949434
9606.ENSP00000414906	0.45819104534243976
9606.ENSP00000356530	0.4964923551329821
9606.ENSP00000398131	0.48255450935338046
9606.ENSP00000471457	0.47732101388408515
9606.ENSP00000408236	0.4363270928840812
9606.ENSP00000287152	0.4628449597546953
9606.ENSP00000465992	0.46089072302664535
9606.ENSP00000341551	0.4962245736593384
9606.ENSP00000276066	0.4293841811676334
9606.ENSP00000234454	0.43709702961337465
9606.ENSP00000378324	0.4615513246219632
9606.ENSP00000438388	0.4885085080023261
9606.ENSP00000382688	0.47640299832330607
9606.ENSP00000360985	0.46794545762793965
9606.ENSP00000466363	0.45569470978089105
9606.ENSP00000388241	0.45664248067878327
9606.ENSP00000248901	0.44426304897677626
9606.ENSP00000408979	0.49466192170818507
9606.ENSP00000233078	0.45549059361591776
9606.ENSP00000240874	0.4652411567820078
9606.ENSP00000341280	0.47524289755257654
9606.ENSP00000386443	0.4801441351888668
9606.ENSP00000262039	0.48963507349214397
9606.ENSP00000299705	0.45099320744146965
9606.ENSP00000358126	0.449586969168121
9606.ENSP00000254286	0.4893622410212249
9606.ENSP00000373600	0.4819887242428778
9606.ENSP00000360793	0.46874014410829956
9606.ENSP00000441158	0.4863075761389378
9606.ENSP00000258198	0.46407897581245644
9606.ENSP00000484121	0.4505935306327106
9606.ENSP00000354376	0.4670179594401876
9606.ENSP00000295688	0.49577891252469786
9606.ENSP00000365891	0.49040560434539826
9606.ENSP00000317971	0.5085678186939012
9606.ENSP00000341247	0.4804306743584643
9606.ENSP00000223023	0.48816291467697515
9606.ENSP00000161006	0.40854690010995515
9606.ENSP00000228945	0.465667253139235
9606.ENSP00000381098	0.4598705193506926
9606.ENSP00000330945	0.4552544769085768
9606.ENSP00000342793	0.488249267158597
9606.ENSP00000255882	0.48111257750441994
9606.ENSP00000265709	0.47396050533545936
9606.ENSP00000327650	0.4427563133049177
9606.ENSP00000347244	0.48277154493890706
9606.ENSP00000333547	0.4726272015655577
9606.ENSP00000449241	0.44569780853517876
9606.ENSP00000306010	0.4790964094425709
9606.ENSP00000371341	0.4627451919622542
9606.ENSP00000317473	0.4550400376825247
9606.ENSP00000312442	0.4506040393675078
9606.ENSP00000367766	0.47446097932321596
9606.ENSP00000300574	0.482072906010629
9606.ENSP00000279036	0.40970779083082404
9606.ENSP00000262948	0.48952342344624894
9606.ENSP00000281419	0.4458726605589274
9606.ENSP00000339906	0.45131978509694
9606.ENSP00000378338	0.4654653207738081
9606.ENSP00000247461	0.49450999462516954
9606.ENSP00000356030	0.4596189071532222
9606.ENSP00000361824	0.48645450425499775
9606.ENSP00000445175	0.4853668952696762
9606.ENSP00000409231	0.37443798449612403
9606.ENSP00000262958	0.4760039418576004
9606.ENSP00000222305	0.45508290936498963
9606.ENSP00000298316	0.4927820852887166
9606.ENSP00000357178	0.4572584844038434
9606.ENSP00000387307	0.4390038853922883
9606.ENSP00000261890	0.5018311212695774
9606.ENSP00000325369	0.4445901790234249
9606.ENSP00000387875	0.44834547732863045
9606.ENSP00000288699	0.4412799196053353
9606.ENSP00000319096	0.4801202723522688
9606.ENSP00000263181	0.4704063496700996
9606.ENSP00000375810	0.4579304133485021
9606.ENSP00000457991	0.4778758873141896
9606.ENSP00000469689	0.4791439341335185
9606.ENSP00000354876	0.4714508808745303
9606.ENSP00000334801	0.40952542444731765
9606.ENSP00000316338	0.4708190169846724
9606.ENSP00000359871	0.47244229264475746
9606.ENSP00000326219	0.4275030423719438
9606.ENSP00000265070	0.48378696446903874
9606.ENSP00000249071	0.5025751742794714
9606.ENSP00000339299	0.47171561805708145
9606.ENSP00000311962	0.46441362401749875
9606.ENSP00000362751	0.44369172828732834
9606.ENSP00000392147	0.4890649521591657
9606.ENSP00000413156	0.44503051940573535
9606.ENSP00000239440	0.425901025019288
9606.ENSP00000362115	0.45988146526075263
9606.ENSP00000400175	0.515364097092558
9606.ENSP00000464893	0.478278089957175
9606.ENSP00000368758	0.444692505984165
9606.ENSP00000380185	0.400128398947957
9606.ENSP00000258787	0.48250630572134956
9606.ENSP00000305442	0.45253542569387517
9606.ENSP00000417182	0.4132745823618746
9606.ENSP00000460380	0.4563189343662171
9606.ENSP00000373905	0.4940042443302396
9606.ENSP00000258098	0.4429085574123742
9606.ENSP00000259632	0.4667810204870506
9606.ENSP00000355759	0.48845910757173555
9606.ENSP00000374566	0.44823106368170745
9606.ENSP00000260363	0.4837748510190796
9606.ENSP00000430276	0.4599252541122141
9606.ENSP00000331342	0.4354715109989181
9606.ENSP00000222547	0.446037352540573
9606.ENSP00000479762	0.4843205574912892
9606.ENSP00000338562	0.45495431854572854
9606.ENSP00000447173	0.47916770001488024
9606.ENSP00000329471	0.47089934194491834
9606.ENSP00000358019	0.40659525663418844
9606.ENSP00000267257	0.48969712330503107
9606.ENSP00000358582	0.4625900830799435
9606.ENSP00000280772	0.4848553288664709
9606.ENSP00000446955	0.4668374127141373
9606.ENSP00000403636	0.4716695554524815
9606.ENSP00000365530	0.43597265157840104
9606.ENSP00000348965	0.4954991921626959
9606.ENSP00000367203	0.5018311212695774
9606.ENSP00000387282	0.48125638279323485
9606.ENSP00000318821	0.433935991016283
9606.ENSP00000349259	0.47581638181549524
9606.ENSP00000251337	0.45144632926772277
9606.ENSP00000460964	0.4216533542839684
9606.ENSP00000307078	0.4801083418234227
9606.ENSP00000219255	0.45542617386385065
9606.ENSP00000306881	0.46850145489815714
9606.ENSP00000329419	0.4716695554524815
9606.ENSP00000302393	0.43174454202140733
9606.ENSP00000374484	0.4056136373178822
9606.ENSP00000221114	0.45931296802567456
9606.ENSP00000470383	0.41366390476802195
9606.ENSP00000429900	0.4553295783941744
9606.ENSP00000408910	0.4809568853928109
9606.ENSP00000418447	0.5015445318381226
9606.ENSP00000373312	0.49199154592447353
9606.ENSP00000442682	0.43921345760400093
9606.ENSP00000382323	0.42014961075109813
9606.ENSP00000351475	0.48869384864427357
9606.ENSP00000260731	0.4919539644548556
9606.ENSP00000296271	0.48773161003685567
9606.ENSP00000353444	0.4739837597821554
9606.ENSP00000338769	0.42719112054479524
9606.ENSP00000229340	0.4469970386822136
9606.ENSP00000296474	0.46767361363251275
9606.ENSP00000250244	0.45617887330594514
9606.ENSP00000400908	0.43464860973634484
9606.ENSP00000262225	0.4758632579675878
9606.ENSP00000246792	0.48511097720196844
9606.ENSP00000354398	0.461297870308471
9606.ENSP00000406885	0.3713220456248919
9606.ENSP00000263088	0.4815202492211838
9606.ENSP00000364550	0.48178440515672144
9606.ENSP00000361298	0.480382894082546
9606.ENSP00000251507	0.41171581997954315
9606.ENSP00000280333	0.46203697061003896
9606.ENSP00000216366	0.42970887173898537
9606.ENSP00000264028	0.47175017091512844
9606.ENSP00000320821	0.45542617386385065
9606.ENSP00000440984	0.45999095302716475
9606.ENSP00000341779	0.5034657077340005
9606.ENSP00000477310	0.47267345141403266
9606.ENSP00000263934	0.4801083418234227
9606.ENSP00000451752	0.45813672254760157
9606.ENSP00000279022	0.47386751036224956
9606.ENSP00000450385	0.4563836069446085
9606.ENSP00000336666	0.45617887330594514
9606.ENSP00000451828	0.5458217978416859
9606.ENSP00000402346	0.47632078495180336
9606.ENSP00000379709	0.4294891744098164
9606.ENSP00000301332	0.4624018763162933
9606.ENSP00000325002	0.4751727699761442
9606.ENSP00000287859	0.39876578882192687
9606.ENSP00000395083	0.45699891196366904
9606.ENSP00000348461	0.4979510837349553
9606.ENSP00000320117	0.46909293969117216
9606.ENSP00000369436	0.4126126510912741
9606.ENSP00000385545	0.45542617386385065
9606.ENSP00000347538	0.43221779786139325
9606.ENSP00000225567	0.4542697263237092
9606.ENSP00000326238	0.4564590814590815
9606.ENSP00000249363	0.4384460026777407
9606.ENSP00000393453	0.4643243373146524
9606.ENSP00000158762	0.44162285714285715
9606.ENSP00000263270	0.4684560178450199
9606.ENSP00000479606	0.4988252910954483
9606.ENSP00000314030	0.46695023805495806
9606.ENSP00000369689	0.4717847288354943
9606.ENSP00000482620	0.4433760928930399
9606.ENSP00000363763	0.4859773121714415
9606.ENSP00000376297	0.4915659585294492
9606.ENSP00000401435	0.4555550315948316
9606.ENSP00000434442	0.46471522031941503
9606.ENSP00000311502	0.430148941380769
9606.ENSP00000311449	0.4739837597821554
9606.ENSP00000254846	0.49595708088405166
9606.ENSP00000254878	0.44334557136301056
9606.ENSP00000385000	0.46753781004234723
9606.ENSP00000255194	0.4815322500249227
9606.ENSP00000347464	0.4471108231319279
9606.ENSP00000160827	0.4695717688232149
9606.ENSP00000369318	0.46058308898901046
9606.ENSP00000243440	0.42373401758887647
9606.ENSP00000385720	0.4612207872812776
9606.ENSP00000300935	0.48557426489067607
9606.ENSP00000363232	0.44075645588101103
9606.ENSP00000371897	0.44571837224324073
9606.ENSP00000324464	0.48774392244970083
9606.ENSP00000378769	0.5006867241960145
9606.ENSP00000262215	0.4696060083124711
9606.ENSP00000359484	0.4256383142775318
9606.ENSP00000375960	0.47066991473812425
9606.ENSP00000360727	0.44301011166395343
9606.ENSP00000463393	0.47054382504079295
9606.ENSP00000385205	0.45875676702440876
9606.ENSP00000310244	0.46425739481461903
9606.ENSP00000259708	0.44295932871750193
9606.ENSP00000357883	0.4594986681887367
9606.ENSP00000437783	0.4558559833899585
9606.ENSP00000437554	0.45290670417252693
9606.ENSP00000263245	0.47453089694469003
9606.ENSP00000261942	0.4752078311771361
9606.ENSP00000263116	0.44212814645308923
9606.ENSP00000349467	0.5010113058811326
9606.ENSP00000452762	0.47084196417692215
9606.ENSP00000386918	0.4508353556094829
9606.ENSP00000357129	0.47503257689376244
9606.ENSP00000078429	0.4813163270390115
9606.ENSP00000317469	0.44295932871750193
9606.ENSP00000444561	0.4172551560306662
9606.ENSP00000333298	0.4909663812161716
9606.ENSP00000380638	0.48022767380011433
9606.ENSP00000361803	0.41544283656223796
9606.ENSP00000356560	0.41772425572395305
9606.ENSP00000291295	0.49504214814625025
9606.ENSP00000377148	0.47021173034801655
9606.ENSP00000267622	0.4442528339196615
9606.ENSP00000264399	0.4671760524215973
9606.ENSP00000385808	0.48214508521947447
9606.ENSP00000347712	0.41608700333799936
9606.ENSP00000307634	0.42190195436182987
9606.ENSP00000449270	0.46328889315173605
9606.ENSP00000264380	0.47093377531869257
9606.ENSP00000262812	0.46726643933347844
9606.ENSP00000440167	0.43934329308502174
9606.ENSP00000354791	0.48905257296175364
9606.ENSP00000000412	0.4616726403823178
9606.ENSP00000416097	0.46802480499975774
9606.ENSP00000363458	0.4566640667470278
9606.ENSP00000303366	0.42646507008056506
9606.ENSP00000369981	0.4907045258292274
9606.ENSP00000327801	0.4944340660746731
9606.ENSP00000360266	0.5188935141667785
9606.ENSP00000418082	0.4884714567426809
9606.ENSP00000216124	0.4564375147649421
9606.ENSP00000307939	0.447608015753504
9606.ENSP00000347792	0.4722575283535393
9606.ENSP00000269228	0.454815093806643
9606.ENSP00000293217	0.4628006132030277
9606.ENSP00000233242	0.4969009592881208
9606.ENSP00000418575	0.42770177535750653
9606.ENSP00000450731	0.46052819754969726
9606.ENSP00000253083	0.47446097932321596
9606.ENSP00000420384	0.4232884215138569
9606.ENSP00000271234	0.4602100850344187
9606.ENSP00000351926	0.4796435132317164
9606.ENSP00000381293	0.49079177991718953
9606.ENSP00000354850	0.46159543206632103
9606.ENSP00000228506	0.441461408399214
9606.ENSP00000225719	0.4320728134713867
9606.ENSP00000445408	0.4530235175502356
9606.ENSP00000260197	0.45777851490309435
9606.ENSP00000391826	0.48977160384293644
9606.ENSP00000374443	0.44662505779010636
9606.ENSP00000371394	0.4557269553731484
9606.ENSP00000217131	0.4701316397790593
9606.ENSP00000431445	0.4650172085970781
9606.ENSP00000220616	0.46471522031941503
9606.ENSP00000243253	0.49362560997419586
9606.ENSP00000447378	0.4980280964041758
9606.ENSP00000441543	0.5206132787238629
9606.ENSP00000356236	0.4734726885093244
9606.ENSP00000461945	0.4532041658847814
9606.ENSP00000472469	0.48911447521644474
9606.ENSP00000393313	0.4701659609675378
9606.ENSP00000309124	0.45804983286313744
9606.ENSP00000236671	0.48801495289333435
9606.ENSP00000484060	0.47864539463905265
9606.ENSP00000304422	0.40666371998063605
9606.ENSP00000011653	0.4781952281952282
9606.ENSP00000370522	0.4326630240057327
9606.ENSP00000409667	0.47855055233566157
9606.ENSP00000243298	0.44506127338063206
9606.ENSP00000348602	0.48313370508364384
9606.ENSP00000244040	0.45271568489619946
9606.ENSP00000279281	0.43780023565666637
9606.ENSP00000242465	0.4529597936935881
9606.ENSP00000310832	0.4290409255434903
9606.ENSP00000345195	0.4944467192138397
9606.ENSP00000263904	0.45815845011975054
9606.ENSP00000294742	0.46905877497511594
9606.ENSP00000302728	0.47690864660726184
9606.ENSP00000251047	0.4573559001065215
9606.ENSP00000303522	0.468013468013468
9606.ENSP00000374069	0.4508458756271147
9606.ENSP00000267199	0.44058559277586484
9606.ENSP00000306157	0.4704292566531129
9606.ENSP00000313391	0.474682455838636
9606.ENSP00000217244	0.49734864085667213
9606.ENSP00000356465	0.43762174405436016
9606.ENSP00000349824	0.45290670417252693
9606.ENSP00000366746	0.46092370819218476
9606.ENSP00000384615	0.4481894731958524
9606.ENSP00000358072	0.4751260297553178
9606.ENSP00000356540	0.4543765580170265
9606.ENSP00000003084	0.4980794514191436
9606.ENSP00000317332	0.4548686316979
9606.ENSP00000362480	0.46332222248866933
9606.ENSP00000324419	0.4583867141162515
9606.ENSP00000256255	0.42875529813816216
9606.ENSP00000360645	0.42511386389139477
9606.ENSP00000447730	0.4709796943178217
9606.ENSP00000237596	0.45366174364272466
9606.ENSP00000316454	0.4410583025156371
9606.ENSP00000413625	0.46833111138043876
9606.ENSP00000218516	0.45629738091301986
9606.ENSP00000259711	0.43956318962575364
9606.ENSP00000309376	0.4322564767998568
9606.ENSP00000363229	0.4689904604704226
9606.ENSP00000369647	0.4856719119199638
9606.ENSP00000311300	0.4041796539966111
9606.ENSP00000251968	0.47856240556807766
9606.ENSP00000295897	0.5346597669978139
9606.ENSP00000005340	0.48308538567320913
9606.ENSP00000368831	0.46145211368521616
9606.ENSP00000356107	0.4351282570997455
9606.ENSP00000451112	0.45228118635735853
9606.ENSP00000316779	0.4835085085085085
9606.ENSP00000299138	0.47686156428165954
9606.ENSP00000324628	0.4409878346609454
9606.ENSP00000462333	0.4183392876475046
9606.ENSP00000263816	0.47355392156862747
9606.ENSP00000264033	0.48908971243418387
9606.ENSP00000380921	0.4760743150009856
9606.ENSP00000305372	0.48643001007049347
9606.ENSP00000444957	0.45981579761536445
9606.ENSP00000261889	0.46357790680934785
9606.ENSP00000264914	0.45285362709480836
9606.ENSP00000296684	0.45098268054712665
9606.ENSP00000357307	0.4750792987287615
9606.ENSP00000314499	0.5032558866430507
9606.ENSP00000366998	0.44916889457166104
9606.ENSP00000262623	0.47050944866549776
9606.ENSP00000294179	0.46471522031941503
9606.ENSP00000302665	0.5043989035373972
9606.ENSP00000256497	0.4414311499006146
9606.ENSP00000272322	0.4308299513891986
9606.ENSP00000392065	0.4438038359940278
9606.ENSP00000477815	0.44733856590493387
9606.ENSP00000454229	0.43872476668407545
9606.ENSP00000258145	0.46161748894994625
9606.ENSP00000341737	0.4583975895039028
9606.ENSP00000360183	0.4594986681887367
9606.ENSP00000262506	0.4900946148187606
9606.ENSP00000216341	0.4704521658671991
9606.ENSP00000312946	0.43690923069965176
9606.ENSP00000262139	0.4322854905470411
9606.ENSP00000349437	0.4839444945396253
9606.ENSP00000473001	0.455361772330898
9606.ENSP00000275493	0.5305052169137836
9606.ENSP00000349305	0.4524930326237148
9606.ENSP00000313756	0.43835647517923587
9606.ENSP00000360798	0.48502573114095643
9606.ENSP00000376024	0.46657812122675685
9606.ENSP00000376792	0.4359037992960924
9606.ENSP00000379601	0.46583566399845694
9606.ENSP00000385834	0.4698572505532453
9606.ENSP00000333769	0.4671986458711159
9606.ENSP00000184266	0.41571994147517
9606.ENSP00000398568	0.4692752355970077
9606.ENSP00000377015	0.47763961335937305
9606.ENSP00000265970	0.48794100563173975
9606.ENSP00000355217	0.4439976100744554
9606.ENSP00000351805	0.4747174447174447
9606.ENSP00000454071	0.4884467590251795
9606.ENSP00000262640	0.4802038026593762
9606.ENSP00000466134	0.4555980003772873
9606.ENSP00000351575	0.44993246704857714
9606.ENSP00000264634	0.4912160272544683
9606.ENSP00000261416	0.4442528339196615
9606.ENSP00000247933	0.4287172432156567
9606.ENSP00000482826	0.4435287636013039
9606.ENSP00000292807	0.4825183557264872
9606.ENSP00000217423	0.40434036497572406
9606.ENSP00000362639	0.4361005778259299
9606.ENSP00000356705	0.4867363647814586
9606.ENSP00000363081	0.4682403121440516
9606.ENSP00000261205	0.4930210007910383
9606.ENSP00000005587	0.43789946058655543
9606.ENSP00000360154	0.48120843814599884
9606.ENSP00000272190	0.48210899291346443
9606.ENSP00000305692	0.46473757636984653
9606.ENSP00000263864	0.4811365390840949
9606.ENSP00000483552	0.48848380653806284
9606.ENSP00000480853	0.4647822949242242
9606.ENSP00000304697	0.519311920440801
9606.ENSP00000349687	0.4513408708652588
9606.ENSP00000355651	0.47652049523997436
9606.ENSP00000462729	0.44931513220622776
9606.ENSP00000318147	0.43109911196394307
9606.ENSP00000345672	0.4789182757851424
9606.ENSP00000367265	0.47664980880720365
9606.ENSP00000262942	0.4834601141026924
9606.ENSP00000242285	0.47300903371116604
9606.ENSP00000355969	0.4285936113575865
9606.ENSP00000331201	0.4871659102370146
9606.ENSP00000340409	0.4566640667470278
9606.ENSP00000388107	0.5210625674217907
9606.ENSP00000314606	0.4194290676218387
9606.ENSP00000323929	0.4639006938942111
9606.ENSP00000362010	0.46925244086073736
9606.ENSP00000327694	0.472777546675802
9606.ENSP00000243077	0.46940064624280264
9606.ENSP00000317334	0.4972718381633809
9606.ENSP00000406209	0.4663979143533047
9606.ENSP00000445052	0.42570396157405366
9606.ENSP00000310998	0.42754088203403334
9606.ENSP00000227266	0.4715199140960562
9606.ENSP00000386456	0.47232679802473965
9606.ENSP00000386597	0.46049526896584597
9606.ENSP00000393559	0.44704875170642544
9606.ENSP00000409952	0.45414159458443026
9606.ENSP00000233616	0.4512881601382758
9606.ENSP00000450857	0.45985957396168037
9606.ENSP00000424198	0.4696060083124711
9606.ENSP00000377275	0.4601114497999619
9606.ENSP00000434034	0.46586936078894703
9606.ENSP00000300692	0.46827435773145903
9606.ENSP00000399745	0.4722921606492459
9606.ENSP00000336747	0.463644653484354
9606.ENSP00000256997	0.4347366289404406
9606.ENSP00000440945	0.4665893887802169
9606.ENSP00000366395	0.46588059413580246
9606.ENSP00000320543	0.46347782282246264
9606.ENSP00000335060	0.4034201240264757
9606.ENSP00000236192	0.47095673369896407
9606.ENSP00000265171	0.5214000431778929
9606.ENSP00000264382	0.4437528709232889
9606.ENSP00000263238	0.486773153280258
9606.ENSP00000367459	0.4623133614088821
9606.ENSP00000351742	0.4524718390670008
9606.ENSP00000269886	0.469948678033712
9606.ENSP00000283195	0.4944214135830902
9606.ENSP00000355920	0.4423609680152025
9606.ENSP00000481096	0.43941323629747553
9606.ENSP00000318585	0.48480666449200815
9606.ENSP00000320866	0.49151593782594316
9606.ENSP00000299314	0.42541339146134705
9606.ENSP00000367220	0.4962373186079363
9606.ENSP00000263354	0.4607038962277648
9606.ENSP00000318165	0.463311112176874
9606.ENSP00000345344	0.4725231724913791
9606.ENSP00000256637	0.47006301243218257
9606.ENSP00000360076	0.4653980488979887
9606.ENSP00000400459	0.4901443466348715
9606.ENSP00000320092	0.4708878652725988
9606.ENSP00000185150	0.45918197590132376
9606.ENSP00000403701	0.49438345999334715
9606.ENSP00000377664	0.46926383795205595
9606.ENSP00000272317	0.5211890696231556
9606.ENSP00000337053	0.4583649648889732
9606.ENSP00000379680	0.4375028304877496
9606.ENSP00000352601	0.41153166201623037
9606.ENSP00000362469	0.48525718304199317
9606.ENSP00000394863	0.4592692956809052
9606.ENSP00000225927	0.42725724773888235
9606.ENSP00000204679	0.44233058608058606
9606.ENSP00000378394	0.4686264522544811
9606.ENSP00000409581	0.4932475555895943
9606.ENSP00000443631	0.47248850630930256
9606.ENSP00000295685	0.47317120956089437
