#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
H3F3A	H3F3B	1854454	1844327	9606.ENSP00000355778	9606.ENSP00000254810	0	0	0	0.989	0.122	0.800	0.900	0.416	0.980
DDIT3	ATF3	1862449	1852803	9606.ENSP00000447803	9606.ENSP00000344352	0	0	0	0	0.116	0.628	0.720	0.771	0.976
HIST4H4	CENPA	1853630	1851939	9606.ENSP00000350767	9606.ENSP00000336868	0	0	0	0	0.202	0.906	0	0.710	0.976
EHMT1	HIST2H3A	1861338	1859040	9606.ENSP00000417980	9606.ENSP00000385479	0	0	0	0	0.058	0.536	0.900	0.504	0.975
ATF3	ATF2	1852803	1845482	9606.ENSP00000344352	9606.ENSP00000264110	0	0	0	0	0	0.631	0.900	0.400	0.975
ASB4	ASB1	1850345	1845574	9606.ENSP00000321388	9606.ENSP00000264607	0	0	0.434	0	0	0	0.900	0.607	0.975
HIST1H4C	CENPA	1856757	1851939	9606.ENSP00000367034	9606.ENSP00000336868	0	0	0	0	0.236	0.896	0	0.710	0.975
HIST1H4L	CENPA	1853276	1851939	9606.ENSP00000348258	9606.ENSP00000336868	0	0	0	0	0.202	0.896	0	0.710	0.974
HIST1H4E	CENPA	1854006	1851939	9606.ENSP00000353624	9606.ENSP00000336868	0	0	0	0	0.202	0.896	0	0.710	0.974
HIST2H4A	CENPA	1854969	1851939	9606.ENSP00000358162	9606.ENSP00000336868	0	0	0	0	0.202	0.896	0	0.710	0.974
HIST1H4K	CENPA	1853550	1851939	9606.ENSP00000350159	9606.ENSP00000336868	0	0	0	0	0.202	0.896	0	0.710	0.974
HIST1H4D	CENPA	1852680	1851939	9606.ENSP00000343282	9606.ENSP00000336868	0	0	0	0	0.202	0.896	0	0.710	0.974
HIST1H4J	CENPA	1853135	1851939	9606.ENSP00000347168	9606.ENSP00000336868	0	0	0	0	0.202	0.896	0	0.710	0.974
HIST1H4B	CENPA	1856670	1851939	9606.ENSP00000366581	9606.ENSP00000336868	0	0	0	0	0.202	0.896	0	0.710	0.974
CENPA	HIST1H4H	1851939	1847164	9606.ENSP00000336868	9606.ENSP00000289352	0	0	0	0	0.202	0.896	0	0.710	0.974
HIST1H4I	CENPA	1853039	1851939	9606.ENSP00000346316	9606.ENSP00000336868	0	0	0	0	0.202	0.896	0	0.710	0.974
HIST2H4B	CENPA	1854963	1851939	9606.ENSP00000358153	9606.ENSP00000336868	0	0	0	0	0.202	0.896	0	0.710	0.974
HIST2H3A	SETD1B	1859040	1845925	9606.ENSP00000385479	9606.ENSP00000267197	0	0	0	0	0.066	0.496	0.900	0.504	0.973
HIST2H3A	SETD1A	1859040	1845165	9606.ENSP00000385479	9606.ENSP00000262519	0	0	0	0	0.066	0.496	0.900	0.504	0.973
HIST1H3F	HIST1H4C	1862281	1856757	9606.ENSP00000444823	9606.ENSP00000367034	0	0	0	0	0.202	0.506	0.800	0.693	0.972
SP100	UBE2I	1852651	1850693	9606.ENSP00000343023	9606.ENSP00000324897	0	0	0	0	0.073	0.381	0.900	0.572	0.972
PIAS2	UBE2I	1863923	1850693	9606.ENSP00000465676	9606.ENSP00000324897	0	0	0	0	0.084	0.849	0	0.805	0.970
MPHOSPH8	HIST1H3J	1854367	1853820	9606.ENSP00000355388	9606.ENSP00000352252	0	0	0	0	0.054	0.601	0.900	0.299	0.970
MPHOSPH8	HIST1H3A	1854367	1853568	9606.ENSP00000355388	9606.ENSP00000350275	0	0	0	0	0.054	0.601	0.900	0.282	0.969
HIST1H4C	H3F3A	1856757	1854454	9606.ENSP00000367034	9606.ENSP00000355778	0	0	0	0	0.202	0.506	0.800	0.658	0.969
HIST2H3A	HIST1H4C	1859040	1856757	9606.ENSP00000385479	9606.ENSP00000367034	0	0	0	0	0.202	0.506	0.800	0.653	0.969
HIST1H4H	HIST1H3B	1847164	1843731	9606.ENSP00000289352	9606.ENSP00000244661	0	0	0	0	0.278	0.866	0	0.694	0.967
JUN	NFKBIA	1855436	1842621	9606.ENSP00000360266	9606.ENSP00000216797	0	0	0	0	0.134	0.054	0.900	0.639	0.966
WHSC1	HIST3H3	1857585	1854433	9606.ENSP00000372347	9606.ENSP00000355657	0	0	0	0	0.054	0.505	0.900	0.297	0.962
SETD2	HIST2H3A	1859200	1859040	9606.ENSP00000386759	9606.ENSP00000385479	0	0	0	0	0.054	0.295	0.900	0.504	0.962
HIST2H3A	SUV39H2	1859040	1853117	9606.ENSP00000385479	9606.ENSP00000346997	0	0	0	0	0.054	0.271	0.900	0.504	0.961
HIST2H3A	MLL4	1859040	1842900	9606.ENSP00000385479	9606.ENSP00000222270	0	0	0	0	0.054	0.496	0.900	0.279	0.961
HIST1H4H	H3F3B	1847164	1844327	9606.ENSP00000289352	9606.ENSP00000254810	0	0	0	0	0.240	0.866	0	0.656	0.961
HIST1H4C	HIST3H3	1856757	1854433	9606.ENSP00000367034	9606.ENSP00000355657	0	0	0	0	0.202	0.506	0.800	0.572	0.961
HIST2H3A	WHSC1	1859040	1857585	9606.ENSP00000385479	9606.ENSP00000372347	0	0	0	0	0.054	0.477	0.900	0.297	0.960
MLL	HIST2H3A	1862045	1859040	9606.ENSP00000436786	9606.ENSP00000385479	0	0	0	0	0.054	0.481	0.900	0.279	0.959
JUN	ATF1	1855436	1845050	9606.ENSP00000360266	9606.ENSP00000262053	0	0	0	0	0	0.374	0.900	0.399	0.959
DEC1	BHLHE40	1856031	1844442	9606.ENSP00000363128	9606.ENSP00000256495	0	0	0	0	0	0.595	0.900	0	0.957
ASB6	ASB1	1846528	1845574	9606.ENSP00000277458	9606.ENSP00000264607	0	0	0	0	0	0	0.900	0.591	0.957
PIDD	ATM	1852039	1846577	9606.ENSP00000337797	9606.ENSP00000278616	0	0	0	0	0	0	0.900	0.591	0.957
ASB4	ASB6	1850345	1846528	9606.ENSP00000321388	9606.ENSP00000277458	0	0	0	0	0	0	0.900	0.581	0.956
CIITA	NFYB	1849861	1843547	9606.ENSP00000316328	9606.ENSP00000240055	0	0	0	0	0.051	0.360	0.800	0.687	0.956
HIST1H4C	H3F3C	1856757	1852262	9606.ENSP00000367034	9606.ENSP00000339835	0	0	0	0	0.202	0.506	0.800	0.516	0.956
HIST1H3F	MPHOSPH8	1862281	1854367	9606.ENSP00000444823	9606.ENSP00000355388	0	0	0	0	0.054	0.418	0.900	0.282	0.955
HIST1H3G	MPHOSPH8	1862133	1854367	9606.ENSP00000439660	9606.ENSP00000355388	0	0	0	0	0.054	0.418	0.900	0.282	0.955
MPHOSPH8	HIST1H3B	1854367	1843731	9606.ENSP00000355388	9606.ENSP00000244661	0	0	0	0	0.054	0.418	0.900	0.282	0.955
HIST3H3	MPHOSPH8	1854433	1854367	9606.ENSP00000355657	9606.ENSP00000355388	0	0	0	0	0.054	0.418	0.900	0.282	0.955
MPHOSPH8	H3F3B	1854367	1844327	9606.ENSP00000355388	9606.ENSP00000254810	0	0	0	0	0.054	0.418	0.900	0.282	0.955
HIST2H3A	SMYD2	1859040	1854482	9606.ENSP00000385479	9606.ENSP00000355924	0	0	0	0	0.054	0.505	0.900	0.161	0.955
HIST1H3D	MPHOSPH8	1856751	1854367	9606.ENSP00000366999	9606.ENSP00000355388	0	0	0	0	0.054	0.418	0.900	0.282	0.955
MPHOSPH8	HIST1H3I	1854367	1851162	9606.ENSP00000355388	9606.ENSP00000329554	0	0	0	0	0.054	0.418	0.900	0.282	0.955
H3F3A	HIST1H4G	1854454	1843723	9606.ENSP00000355778	9606.ENSP00000244537	0	0	0	0	0.202	0.506	0.800	0.504	0.955
H3F3C	HIST1H4G	1852262	1843723	9606.ENSP00000339835	9606.ENSP00000244537	0	0	0	0	0.202	0.506	0.800	0.504	0.955
HIST2H3A	HIST1H4G	1859040	1843723	9606.ENSP00000385479	9606.ENSP00000244537	0	0	0	0	0.202	0.506	0.800	0.504	0.955
HIST1H3H	MPHOSPH8	1854968	1854367	9606.ENSP00000358160	9606.ENSP00000355388	0	0	0	0	0.054	0.418	0.900	0.282	0.955
HIST1H3C	MPHOSPH8	1862129	1854367	9606.ENSP00000439493	9606.ENSP00000355388	0	0	0	0	0.054	0.418	0.900	0.282	0.955
HIST1H3F	HIST1H4G	1862281	1843723	9606.ENSP00000444823	9606.ENSP00000244537	0	0	0	0	0.202	0.506	0.800	0.504	0.955
MPHOSPH8	HIST1H3E	1854367	1854001	9606.ENSP00000355388	9606.ENSP00000353581	0	0	0	0	0.054	0.418	0.900	0.282	0.955
HIST3H3	HIST1H4G	1854433	1843723	9606.ENSP00000355657	9606.ENSP00000244537	0	0	0	0	0.202	0.506	0.800	0.504	0.955
H3F3A	MPHOSPH8	1854454	1854367	9606.ENSP00000355778	9606.ENSP00000355388	0	0	0	0	0.054	0.418	0.900	0.282	0.955
CREB1	ATF3	1859295	1852803	9606.ENSP00000387699	9606.ENSP00000344352	0	0	0	0	0.073	0.074	0.800	0.764	0.954
JUNB	IL2	1848518	1843096	9606.ENSP00000303315	9606.ENSP00000226730	0	0	0	0	0	0.360	0.900	0.341	0.954
SETD1B	SETD1A	1845925	1845165	9606.ENSP00000267197	9606.ENSP00000262519	0	0	0	0.684	0.089	0.394	0.900	0.786	0.954
HIST2H3A	MLL3	1859040	1845086	9606.ENSP00000385479	9606.ENSP00000262189	0	0	0	0	0.054	0.496	0.900	0.161	0.954
JUN	NOTCH1	1855436	1846535	9606.ENSP00000360266	9606.ENSP00000277541	0	0	0	0	0	0.054	0.900	0.556	0.954
HIST2H3A	MLL2	1859040	1848242	9606.ENSP00000385479	9606.ENSP00000301067	0	0	0	0	0.054	0.496	0.900	0.161	0.954
CREB1	NOTCH2	1859295	1844456	9606.ENSP00000387699	9606.ENSP00000256646	0	0	0	0	0.107	0	0.900	0.518	0.953
NFKB2	NFKB1	1855147	1843094	9606.ENSP00000358983	9606.ENSP00000226574	0	0	0	0.801	0.159	0.382	0.900	0.880	0.953
IKBKB	NFKBIE	1861846	1846424	9606.ENSP00000430684	9606.ENSP00000275015	0	0	0	0	0.053	0.178	0.900	0.446	0.951
ASB7	ASB6	1851024	1846528	9606.ENSP00000328327	9606.ENSP00000277458	0	0	0	0	0	0.071	0.900	0.522	0.951
EHMT1	EHMT2	1861338	1856323	9606.ENSP00000417980	9606.ENSP00000364687	0	0	0	0.939	0.060	0.501	0.900	0.841	0.951
ATM	BARD1	1846577	1844829	9606.ENSP00000278616	9606.ENSP00000260947	0	0	0	0	0	0.048	0.900	0.519	0.950
HIST2H3A	SETDB1	1859040	1846207	9606.ENSP00000385479	9606.ENSP00000271640	0	0	0	0	0.054	0.447	0.900	0.161	0.950
ATF3	JUNB	1852803	1848518	9606.ENSP00000344352	9606.ENSP00000303315	0	0	0	0	0.378	0.848	0	0.504	0.949
ASB11	ASB6	1861332	1846528	9606.ENSP00000417914	9606.ENSP00000277458	0	0	0	0	0	0	0.900	0.507	0.948
ILK	PPP1R12A	1848060	1844864	9606.ENSP00000299421	9606.ENSP00000261207	0	0	0	0.625	0	0.360	0.900	0.617	0.948
HIST2H3D	HIST1H4H	1851568	1847164	9606.ENSP00000333277	9606.ENSP00000289352	0	0	0	0	0.261	0.866	0	0.505	0.946
NOD2	NOD1	1848195	1842946	9606.ENSP00000300589	9606.ENSP00000222823	0	0	0	0.805	0	0.360	0.900	0.926	0.945
ATF3	JUND	1852803	1844164	9606.ENSP00000344352	9606.ENSP00000252818	0	0	0	0	0.251	0.848	0	0.550	0.944
NSD1	HIST2H3A	1859900	1859040	9606.ENSP00000395929	9606.ENSP00000385479	0	0	0	0	0.054	0.259	0.900	0.297	0.944
HIST2H3A	WHSC1L1	1859040	1849671	9606.ENSP00000385479	9606.ENSP00000313983	0	0	0	0	0.054	0.259	0.900	0.297	0.944
JUN	JUNB	1855436	1848518	9606.ENSP00000360266	9606.ENSP00000303315	0	0	0	0.913	0.358	0.133	0.900	0.863	0.944
HIST2H3A	EZH2	1859040	1850211	9606.ENSP00000385479	9606.ENSP00000320147	0	0	0	0	0.054	0.259	0.900	0.284	0.943
HIST2H3A	SETD7	1859040	1846356	9606.ENSP00000385479	9606.ENSP00000274031	0	0	0	0	0.054	0.259	0.900	0.284	0.943
MLL2	MLL3	1848242	1845086	9606.ENSP00000301067	9606.ENSP00000262189	0	0	0	0.649	0.128	0.173	0.900	0.789	0.943
NFKBIE	NFKB1	1846424	1843094	9606.ENSP00000275015	9606.ENSP00000226574	0	0	0	0.683	0.164	0.285	0.900	0.409	0.943
FANCG	BARD1	1856907	1844829	9606.ENSP00000367910	9606.ENSP00000260947	0	0	0	0	0.101	0	0.900	0.415	0.942
PSMA1	NFKBIA	1861079	1842621	9606.ENSP00000414359	9606.ENSP00000216797	0	0	0	0	0.055	0.409	0.900	0.069	0.941
HIST1H3D	HIST1H3H	1856751	1854968	9606.ENSP00000366999	9606.ENSP00000358160	0	0	0	0.989	0.429	0	0.900	0	0.940
ASB5	ASB6	1847750	1846528	9606.ENSP00000296525	9606.ENSP00000277458	0	0	0	0	0	0	0.900	0.421	0.939
ASB4	ASB3	1850345	1849649	9606.ENSP00000321388	9606.ENSP00000313756	0	0	0.494	0.626	0	0	0.900	0.707	0.939
EWSR1	BARD1	1860206	1844829	9606.ENSP00000400142	9606.ENSP00000260947	0	0	0	0	0.047	0.361	0.900	0.126	0.939
IKBKB	NOD1	1861846	1842946	9606.ENSP00000430684	9606.ENSP00000222823	0	0	0	0	0.185	0.056	0.900	0.304	0.939
SUMO1	ATM	1857989	1846577	9606.ENSP00000376076	9606.ENSP00000278616	0	0	0	0	0	0.091	0.900	0.369	0.937
ASB3	ASB1	1849649	1845574	9606.ENSP00000313756	9606.ENSP00000264607	0	0	0.494	0.669	0	0	0.900	0.791	0.937
NFKB1	PSMD10	1843094	1842679	9606.ENSP00000226574	9606.ENSP00000217958	0	0	0	0.679	0	0.360	0.900	0.168	0.936
ASB11	ASB1	1861332	1845574	9606.ENSP00000417914	9606.ENSP00000264607	0	0	0.491	0.695	0.044	0	0.900	0.861	0.936
JUN	ILK	1855436	1848060	9606.ENSP00000360266	9606.ENSP00000299421	0	0	0	0	0.049	0.054	0.900	0.381	0.936
HIST2H3A	SETD8	1859040	1851538	9606.ENSP00000385479	9606.ENSP00000332995	0	0	0	0	0.054	0.259	0.900	0.203	0.936
CDKN2A	CDKN2C	1859838	1845196	9606.ENSP00000394932	9606.ENSP00000262662	0	0	0	0.821	0	0.285	0.900	0.742	0.935
ASB8	ASB3	1850292	1849649	9606.ENSP00000320893	9606.ENSP00000313756	0	0	0.523	0.665	0.051	0	0.900	0.615	0.934
NOTCH1	NOTCH3	1846535	1845350	9606.ENSP00000277541	9606.ENSP00000263388	0	0	0	0.921	0	0.325	0.900	0.891	0.934
HIST2H3A	SMYD3	1859040	1857780	9606.ENSP00000385479	9606.ENSP00000373637	0	0	0	0	0.054	0.259	0.900	0.161	0.933
HIST3H3	SETD8	1854433	1851538	9606.ENSP00000355657	9606.ENSP00000332995	0	0	0	0	0.054	0.259	0.900	0.161	0.933
ASB3	ASB6	1849649	1846528	9606.ENSP00000313756	9606.ENSP00000277458	0	0	0	0.623	0.049	0.138	0.900	0.677	0.933
HIST2H3A	SETDB2	1859040	1850836	9606.ENSP00000385479	9606.ENSP00000326477	0	0	0	0	0.054	0.259	0.900	0.161	0.933
HIST1H3J	HIST1H3A	1853820	1853568	9606.ENSP00000352252	9606.ENSP00000350275	0	0	0	0.989	0	0.360	0.900	0	0.933
TNKS2	TNKS	1855523	1849441	9606.ENSP00000360689	9606.ENSP00000311579	0	0	0	0.986	0.076	0.324	0.900	0.837	0.933
PSMA1	PSMD10	1861079	1842679	9606.ENSP00000414359	9606.ENSP00000217958	0	0	0	0	0.290	0.115	0.900	0.069	0.933
ASB6	ASB15	1846528	1846452	9606.ENSP00000277458	9606.ENSP00000275699	0	0	0	0	0	0	0.900	0.363	0.933
HIST2H3A	MLL5	1859040	1844532	9606.ENSP00000385479	9606.ENSP00000257745	0	0	0	0	0.054	0.259	0.900	0.161	0.933
HIST3H3	MLL2	1854433	1848242	9606.ENSP00000355657	9606.ENSP00000301067	0	0	0	0	0.054	0.259	0.900	0.161	0.933
ASB11	ASB3	1861332	1849649	9606.ENSP00000417914	9606.ENSP00000313756	0	0	0.508	0.669	0	0	0.900	0.599	0.932
ASB10	ASB3	1859539	1849649	9606.ENSP00000391137	9606.ENSP00000313756	0	0	0.517	0.638	0	0	0.900	0.503	0.932
ASB7	ASB3	1851024	1849649	9606.ENSP00000328327	9606.ENSP00000313756	0	0	0.518	0.683	0.089	0.071	0.900	0.423	0.932
NFKBIE	NFKBIA	1846424	1842621	9606.ENSP00000275015	9606.ENSP00000216797	0	0	0	0.778	0.143	0.149	0.900	0.597	0.931
UBE2I	BARD1	1850693	1844829	9606.ENSP00000324897	9606.ENSP00000260947	0	0	0	0	0.054	0.096	0.900	0.296	0.931
HIST1H4F	HIST1H3E	1856744	1854001	9606.ENSP00000366974	9606.ENSP00000353581	0	0	0	0	0.202	0.668	0	0.762	0.931
ASB9	ASB3	1857229	1849649	9606.ENSP00000369855	9606.ENSP00000313756	0	0	0.516	0.709	0	0	0.900	0.662	0.930
ASB9	ASB4	1857229	1850345	9606.ENSP00000369855	9606.ENSP00000321388	0	0	0.507	0.671	0	0	0.900	0.540	0.930
ASB7	ASB8	1851024	1850292	9606.ENSP00000328327	9606.ENSP00000320893	0	0	0.514	0.679	0.073	0.071	0.900	0.384	0.930
ATF2	ATF1	1845482	1845050	9606.ENSP00000264110	9606.ENSP00000262053	0	0	0	0	0.092	0.437	0.800	0.398	0.930
EZH1	EZH2	1860486	1850211	9606.ENSP00000404658	9606.ENSP00000320147	0	0	0	0.972	0	0.325	0.900	0.477	0.930
WHSC1	ATM	1857585	1846577	9606.ENSP00000372347	9606.ENSP00000278616	0	0	0	0	0.061	0.170	0.900	0.202	0.929
HIST1H3H	HIST1H3B	1854968	1843731	9606.ENSP00000358160	9606.ENSP00000244661	0	0	0	0.989	0.324	0	0.900	0	0.929
ASB11	ASB10	1861332	1859539	9606.ENSP00000417914	9606.ENSP00000391137	0	0	0.493	0.671	0.084	0	0.900	0.401	0.929
ASB8	ASB1	1850292	1845574	9606.ENSP00000320893	9606.ENSP00000264607	0	0	0.487	0.679	0	0	0.900	0.561	0.929
ASB18	ASB15	1859180	1846452	9606.ENSP00000386532	9606.ENSP00000275699	0	0	0	0	0.054	0	0.900	0.314	0.929
ASB8	ASB5	1850292	1847750	9606.ENSP00000320893	9606.ENSP00000296525	0	0	0.509	0.677	0	0	0.900	0.540	0.929
ASB7	ASB4	1851024	1850345	9606.ENSP00000328327	9606.ENSP00000321388	0	0	0.503	0.668	0	0.164	0.900	0.141	0.929
ASB5	ASB1	1847750	1845574	9606.ENSP00000296525	9606.ENSP00000264607	0	0	0.483	0.691	0.044	0.138	0.900	0.308	0.929
ASB11	ASB8	1861332	1850292	9606.ENSP00000417914	9606.ENSP00000320893	0	0	0.469	0.677	0	0	0.900	0.539	0.928
ASB14	ASB7	1861404	1851024	9606.ENSP00000419199	9606.ENSP00000328327	0	0	0.519	0.658	0.078	0.071	0.900	0.249	0.928
ASB10	ASB1	1859539	1845574	9606.ENSP00000391137	9606.ENSP00000264607	0	0	0.482	0.640	0.042	0	0.900	0.413	0.928
ASB10	ASB8	1859539	1850292	9606.ENSP00000391137	9606.ENSP00000320893	0	0	0.486	0.670	0	0	0.900	0.478	0.928
ASB9	ASB1	1857229	1845574	9606.ENSP00000369855	9606.ENSP00000264607	0	0	0.504	0.712	0	0	0.900	0.602	0.928
ASB10	ASB7	1859539	1851024	9606.ENSP00000391137	9606.ENSP00000328327	0	0	0.502	0.673	0	0.071	0.900	0.369	0.927
UBE2I	ATM	1850693	1846577	9606.ENSP00000324897	9606.ENSP00000278616	0	0	0	0	0.052	0	0.900	0.295	0.927
ASB10	ASB13	1859539	1853574	9606.ENSP00000391137	9606.ENSP00000350331	0	0	0.507	0.691	0.045	0	0.900	0.503	0.927
ASB3	ASB5	1849649	1847750	9606.ENSP00000313756	9606.ENSP00000296525	0	0	0.517	0.693	0	0	0.900	0.481	0.927
ASB14	ASB10	1861404	1859539	9606.ENSP00000419199	9606.ENSP00000391137	0	0	0.510	0.625	0.054	0	0.900	0.295	0.927
ASB9	ASB8	1857229	1850292	9606.ENSP00000369855	9606.ENSP00000320893	0	0	0.513	0.688	0	0	0.900	0.486	0.927
ASB4	ASB8	1850345	1850292	9606.ENSP00000321388	9606.ENSP00000320893	0	0	0.498	0.684	0	0	0.900	0.482	0.927
ASB10	ASB9	1859539	1857229	9606.ENSP00000391137	9606.ENSP00000369855	0	0	0.506	0.704	0	0	0.900	0.537	0.927
JUNB	JUND	1848518	1844164	9606.ENSP00000303315	9606.ENSP00000252818	0	0	0	0.875	0.205	0	0.900	0.917	0.926
ASB12	ASB6	1854322	1846528	9606.ENSP00000355195	9606.ENSP00000277458	0	0	0	0	0	0	0.900	0.296	0.926
ASB13	ASB1	1853574	1845574	9606.ENSP00000350331	9606.ENSP00000264607	0	0	0.493	0.690	0.051	0	0.900	0.454	0.926
ASB11	ASB12	1861332	1854322	9606.ENSP00000417914	9606.ENSP00000355195	0	0	0.475	0.681	0.166	0	0.900	0.048	0.925
IKBKB	NOD2	1861846	1848195	9606.ENSP00000430684	9606.ENSP00000300589	0	0	0	0	0	0.056	0.900	0.277	0.925
ASB13	ASB8	1853574	1850292	9606.ENSP00000350331	9606.ENSP00000320893	0	0	0.522	0.706	0	0	0.900	0.466	0.925
JUN	JUND	1855436	1844164	9606.ENSP00000360266	9606.ENSP00000252818	0	0	0	0.934	0.160	0.132	0.900	0.917	0.925
SUMO1	HIST3H3	1857989	1854433	9606.ENSP00000376076	9606.ENSP00000355657	0	0	0	0	0.073	0.043	0.900	0.255	0.925
JUN	ATF7	1855436	1851123	9606.ENSP00000360266	9606.ENSP00000329212	0	0	0	0.637	0.096	0.907	0	0.422	0.925
ASB13	ASB3	1853574	1849649	9606.ENSP00000350331	9606.ENSP00000313756	0	0	0.524	0.742	0	0	0.900	0.567	0.925
ASB11	ASB15	1861332	1846452	9606.ENSP00000417914	9606.ENSP00000275699	0	0	0	0.659	0.134	0	0.900	0.526	0.925
EZH2	MLL3	1850211	1845086	9606.ENSP00000320147	9606.ENSP00000262189	0	0	0	0.623	0.054	0.133	0.900	0.436	0.924
CREB1	CIITA	1859295	1849861	9606.ENSP00000387699	9606.ENSP00000316328	0	0	0	0	0	0	0.800	0.637	0.924
ASB12	ASB8	1854322	1850292	9606.ENSP00000355195	9606.ENSP00000320893	0	0	0.441	0.660	0	0	0.900	0.387	0.924
SUMO1	BARD1	1857989	1844829	9606.ENSP00000376076	9606.ENSP00000260947	0	0	0	0	0.066	0.054	0.900	0.250	0.924
ASB12	ASB4	1854322	1850345	9606.ENSP00000355195	9606.ENSP00000321388	0	0	0.465	0.635	0	0	0.900	0.308	0.924
CREB1	ATF1	1859295	1845050	9606.ENSP00000387699	9606.ENSP00000262053	0	0	0	0.965	0	0.628	0.800	0.793	0.924
