#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACTN1	ACTN4	1858193	1844152	9606.ENSP00000377941	9606.ENSP00000252699	0	0	0	0.986	0.055	0.774	0.900	0.630	0.977
ACTN2	ACTN4	1854402	1844152	9606.ENSP00000355537	9606.ENSP00000252699	0	0	0	0.984	0	0.774	0.900	0.399	0.976
MYH10	MYH9	1846079	1842558	9606.ENSP00000269243	9606.ENSP00000216181	0	0	0	0.983	0	0.774	0.900	0.732	0.976
ACTN1	ACTN2	1858193	1854402	9606.ENSP00000377941	9606.ENSP00000355537	0	0	0	0.985	0	0.774	0.900	0.831	0.976
GSTA2	GSTA3	1861460	1842464	9606.ENSP00000420168	9606.ENSP00000211122	0	0	0.526	0.987	0.415	0.601	0.900	0.864	0.975
LEPR	SOCS3	1851253	1851244	9606.ENSP00000330393	9606.ENSP00000330341	0	0	0	0	0	0.401	0.900	0.623	0.975
PHKA2	PHKB	1857119	1849630	9606.ENSP00000369274	9606.ENSP00000313504	0	0	0.525	0.795	0.123	0.639	0.900	0.868	0.974
PHKA1	PHKB	1855934	1849630	9606.ENSP00000362643	9606.ENSP00000313504	0	0	0.525	0.805	0.123	0.639	0.900	0.817	0.973
GSTA1	GSTA3	1851878	1842464	9606.ENSP00000335620	9606.ENSP00000211122	0	0	0.527	0.987	0.378	0.608	0.900	0.868	0.973
MYO5A	MYO9B	1858703	1858475	9606.ENSP00000382177	9606.ENSP00000380444	0	0	0	0.659	0.608	0.072	0.900	0.821	0.971
GSTA1	GSTA5	1851878	1846914	9606.ENSP00000335620	9606.ENSP00000284562	0	0	0.526	0.987	0.698	0	0.900	0.868	0.969
DDX58	DHX58	1857110	1844075	9606.ENSP00000369213	9606.ENSP00000251642	0	0	0	0.807	0.383	0.360	0.900	0.893	0.964
GSTA2	GSTA4	1861460	1855379	9606.ENSP00000420168	9606.ENSP00000359998	0	0	0.515	0.964	0	0.628	0.900	0.864	0.963
GSTA4	GSTA1	1855379	1851878	9606.ENSP00000359998	9606.ENSP00000335620	0	0	0.520	0.963	0	0.608	0.900	0.868	0.961
SPTAN1	SPTBN5	1855744	1849983	9606.ENSP00000361824	9606.ENSP00000317790	0	0	0	0.654	0.068	0.417	0.900	0.759	0.956
PRDM10	MBOAT4	1853754	1849691	9606.ENSP00000351686	9606.ENSP00000314196	0	0	0	0	0	0	0	0.955	0.955
CTBP2	CTBP1	1849465	1847266	9606.ENSP00000311825	9606.ENSP00000290921	0	0	0	0.985	0	0.774	0.800	0.657	0.953
MYH8	MYH13	1858931	1844108	9606.ENSP00000384330	9606.ENSP00000252172	0	0	0	0.986	0.090	0.506	0.900	0.704	0.951
SPTAN1	SPTBN2	1855744	1849428	9606.ENSP00000361824	9606.ENSP00000311489	0	0	0	0.652	0.058	0.503	0.900	0.178	0.951
SOCS2	SOCS3	1852217	1851244	9606.ENSP00000339428	9606.ENSP00000330341	0	0	0	0.792	0.105	0.398	0.900	0.785	0.950
MYO9B	MYH9	1858475	1842558	9606.ENSP00000380444	9606.ENSP00000216181	0	0	0	0.650	0.417	0.072	0.900	0.439	0.949
MYO9A	MYO18B	1853287	1851736	9606.ENSP00000348349	9606.ENSP00000334563	0	0	0	0.611	0.377	0.072	0.900	0.442	0.947
SPTB	SPTAN1	1857851	1855744	9606.ENSP00000374372	9606.ENSP00000361824	0	0	0	0.656	0.058	0.360	0.900	0.610	0.947
MYO9B	MYH2	1858475	1843761	9606.ENSP00000380444	9606.ENSP00000245503	0	0	0	0.643	0.377	0.072	0.900	0.418	0.945
MYO5A	MYO1C	1858703	1853902	9606.ENSP00000382177	9606.ENSP00000352834	0	0	0	0.796	0.052	0.397	0.900	0.639	0.945
TUBA1C	TUBA1A	1848245	1848244	9606.ENSP00000301072	9606.ENSP00000301071	0	0	0	0.989	0.434	0	0.900	0.423	0.941
ACTG2	ACTA2	1847542	1843003	9606.ENSP00000295137	9606.ENSP00000224784	0	0	0	0.990	0.389	0	0.900	0.528	0.936
SPTA1	SPTBN2	1854747	1849428	9606.ENSP00000357130	9606.ENSP00000311489	0	0	0	0.630	0.058	0.360	0.900	0.127	0.936
SPTA1	SPTBN1	1854747	1853414	9606.ENSP00000357130	9606.ENSP00000349259	0	0	0	0.636	0.058	0.285	0.900	0.385	0.936
GSTP1	HPGDS	1858630	1847557	9606.ENSP00000381607	9606.ENSP00000295256	0	0	0.407	0.714	0	0	0.900	0.920	0.934
DNAH8	MYH14	1851578	1845102	9606.ENSP00000333363	9606.ENSP00000262269	0	0	0	0	0.074	0.109	0	0.927	0.934
GSTA4	HPGDS	1855379	1847557	9606.ENSP00000359998	9606.ENSP00000295256	0	0	0.416	0.701	0	0.065	0.900	0.733	0.932
MYH14	MYH9	1845102	1842558	9606.ENSP00000262269	9606.ENSP00000216181	0	0	0	0.974	0	0.347	0.900	0.599	0.932
MYO5A	MYH9	1858703	1842558	9606.ENSP00000382177	9606.ENSP00000216181	0	0	0	0.709	0.135	0.180	0.900	0.357	0.930
GSTA5	GSTA3	1846914	1842464	9606.ENSP00000284562	9606.ENSP00000211122	0	0	0.526	0.985	0.322	0	0.900	0.910	0.930
GSTA2	HPGDS	1861460	1847557	9606.ENSP00000420168	9606.ENSP00000295256	0	0	0.491	0.738	0	0	0.900	0.738	0.929
GSTA1	HPGDS	1851878	1847557	9606.ENSP00000335620	9606.ENSP00000295256	0	0	0.475	0.733	0	0	0.900	0.740	0.929
HPGDS	GSTA5	1847557	1846914	9606.ENSP00000295256	9606.ENSP00000284562	0	0	0.480	0.729	0	0	0.900	0.734	0.929
MYO6	MYO3A	1855148	1845826	9606.ENSP00000358994	9606.ENSP00000265944	0	0	0	0.702	0.154	0	0.900	0.641	0.928
HPGDS	GSTA3	1847557	1842464	9606.ENSP00000295256	9606.ENSP00000211122	0	0	0.483	0.733	0	0	0.900	0.704	0.928
GSTP1	GSTA1	1858630	1851878	9606.ENSP00000381607	9606.ENSP00000335620	0	0	0.419	0.767	0.053	0	0.900	0.788	0.926
IFIH1	DHX58	1845381	1844075	9606.ENSP00000263642	9606.ENSP00000251642	0	0	0	0.917	0.428	0.360	0.800	0.895	0.926
SOCS3	SOCS1	1851244	1851146	9606.ENSP00000330341	9606.ENSP00000329418	0	0	0	0.765	0.094	0	0.900	0.899	0.925
SUMO1	HIST3H3	1857989	1854433	9606.ENSP00000376076	9606.ENSP00000355657	0	0	0	0	0.073	0.043	0.900	0.255	0.925
SUMO1	CTBP1	1857989	1847266	9606.ENSP00000376076	9606.ENSP00000290921	0	0	0	0	0.055	0	0.900	0.277	0.925
SUMO2	HIST3H3	1860567	1854433	9606.ENSP00000405965	9606.ENSP00000355657	0	0	0	0	0.073	0.043	0.900	0.255	0.925
MYO1C	MYH9	1853902	1842558	9606.ENSP00000352834	9606.ENSP00000216181	0	0	0	0.777	0.053	0.183	0.900	0.507	0.925
SPTA1	SPTBN5	1854747	1849983	9606.ENSP00000357130	9606.ENSP00000317790	0	0	0	0.641	0	0	0.900	0.694	0.924
MYO6	MYO18B	1855148	1851736	9606.ENSP00000358994	9606.ENSP00000334563	0	0	0	0.620	0.159	0	0.900	0.403	0.924
GSTA2	GSTP1	1861460	1858630	9606.ENSP00000420168	9606.ENSP00000381607	0	0	0.421	0.762	0.053	0	0.900	0.626	0.923
MYO1C	MYH1	1853902	1843075	9606.ENSP00000352834	9606.ENSP00000226207	0	0	0	0.767	0.042	0.097	0.900	0.803	0.923
MYH2	MYH1	1843761	1843075	9606.ENSP00000245503	9606.ENSP00000226207	0	0	0	0.990	0.251	0	0.900	0.781	0.922
IQCB1	TUBA1A	1849434	1848244	9606.ENSP00000311505	9606.ENSP00000301071	0	0	0	0	0.049	0.143	0.900	0.137	0.920
MYO6	MYO9A	1855148	1853287	9606.ENSP00000358994	9606.ENSP00000348349	0	0	0	0.718	0.154	0	0.900	0.385	0.920
TUBB	IQCB1	1852162	1849434	9606.ENSP00000339001	9606.ENSP00000311505	0	0	0	0	0.053	0.143	0.900	0.128	0.919
SPTAN1	ACTN4	1855744	1844152	9606.ENSP00000361824	9606.ENSP00000252699	0	0	0	0.713	0.145	0.113	0.900	0.104	0.919
SUMO2	SUMO1	1860567	1857989	9606.ENSP00000405965	9606.ENSP00000376076	0	0	0	0.927	0.144	0.061	0.900	0.891	0.918
GSTP1	GSTA4	1858630	1855379	9606.ENSP00000381607	9606.ENSP00000359998	0	0	0.346	0.760	0	0	0.900	0.458	0.917
ACTN2	MYH7	1854402	1853180	9606.ENSP00000355537	9606.ENSP00000347507	0	0	0	0	0.237	0.804	0	0.486	0.917
GSTP1	GSTA3	1858630	1842464	9606.ENSP00000381607	9606.ENSP00000211122	0	0	0.476	0.767	0.053	0	0.900	0.303	0.917
GSTP1	GSTA5	1858630	1846914	9606.ENSP00000381607	9606.ENSP00000284562	0	0	0.452	0.757	0.053	0	0.900	0.274	0.916
KPNA1	KPNA2	1852732	1851476	9606.ENSP00000343701	9606.ENSP00000332455	0	0	0	0.932	0.045	0.570	0.800	0.702	0.915
MYO1C	MYH2	1853902	1843761	9606.ENSP00000352834	9606.ENSP00000245503	0	0	0	0.771	0.042	0.097	0.900	0.473	0.915
MYO1C	MYH6	1853902	1853324	9606.ENSP00000352834	9606.ENSP00000348634	0	0	0	0.782	0.042	0.097	0.900	0.418	0.914
MYO1C	MYH7B	1853902	1845230	9606.ENSP00000352834	9606.ENSP00000262873	0	0	0	0.771	0.042	0.097	0.900	0.426	0.914
MYO5A	MYH2	1858703	1843761	9606.ENSP00000382177	9606.ENSP00000245503	0	0	0	0.713	0.103	0	0.900	0.339	0.914
MYO1C	MYH4	1853902	1844373	9606.ENSP00000352834	9606.ENSP00000255381	0	0	0	0.771	0.042	0.097	0.900	0.397	0.913
ACTN1	SPTAN1	1858193	1855744	9606.ENSP00000377941	9606.ENSP00000361824	0	0	0	0.710	0.053	0.143	0.900	0.091	0.913
MYO9B	MYO1C	1858475	1853902	9606.ENSP00000380444	9606.ENSP00000352834	0	0	0	0.724	0.053	0	0.900	0.483	0.913
MYO1C	MYH7	1853902	1853180	9606.ENSP00000352834	9606.ENSP00000347507	0	0	0	0.783	0.042	0.097	0.900	0.402	0.913
MYH8	MYO1C	1858931	1853902	9606.ENSP00000384330	9606.ENSP00000352834	0	0	0	0.768	0.042	0.097	0.900	0.377	0.913
MYO1C	MYH3	1853902	1843076	9606.ENSP00000352834	9606.ENSP00000226209	0	0	0	0.775	0.042	0.097	0.900	0.377	0.913
MYO6	MYO1A	1855148	1848142	9606.ENSP00000358994	9606.ENSP00000300119	0	0	0	0.767	0	0	0.900	0.547	0.912
MYO9A	MYO1F	1853287	1852870	9606.ENSP00000348349	9606.ENSP00000344871	0	0	0	0.742	0.053	0	0.900	0.454	0.912
PRDM10	DNAH8	1853754	1851578	9606.ENSP00000351686	9606.ENSP00000333363	0	0	0	0	0.052	0.042	0	0.910	0.912
MYO1C	MYO9A	1853902	1853287	9606.ENSP00000352834	9606.ENSP00000348349	0	0	0	0.729	0.053	0	0.900	0.392	0.911
MYO1A	MYO3A	1848142	1845826	9606.ENSP00000300119	9606.ENSP00000265944	0	0	0	0.752	0.053	0	0.900	0.427	0.911
MYO6	MYO1C	1855148	1853902	9606.ENSP00000358994	9606.ENSP00000352834	0	0	0	0.778	0	0	0.900	0.548	0.911
GSTA4	GSTA3	1855379	1842464	9606.ENSP00000359998	9606.ENSP00000211122	0	0	0.515	0.963	0.093	0	0.900	0.889	0.910
SUMO1	SUMO3	1857989	1851245	9606.ENSP00000376076	9606.ENSP00000330343	0	0	0	0.926	0.057	0.061	0.900	0.889	0.910
SPTAN1	ACTN2	1855744	1854402	9606.ENSP00000361824	9606.ENSP00000355537	0	0	0	0.712	0.053	0.113	0.900	0.091	0.910
MYH6	MYH14	1853324	1845102	9606.ENSP00000348634	9606.ENSP00000262269	0	0	0	0.879	0	0	0.900	0.842	0.910
MYO6	MYO1F	1855148	1852870	9606.ENSP00000358994	9606.ENSP00000344871	0	0	0	0.767	0	0	0.900	0.443	0.909
ACTN1	SPTBN1	1858193	1853414	9606.ENSP00000377941	9606.ENSP00000349259	0	0	0	0.818	0.053	0.098	0.900	0.149	0.909
MYO1C	MYO3A	1853902	1845826	9606.ENSP00000352834	9606.ENSP00000265944	0	0	0	0.768	0.053	0	0.900	0.393	0.909
MYH7	MYH2	1853180	1843761	9606.ENSP00000347507	9606.ENSP00000245503	0	0	0	0.986	0.129	0	0.900	0.538	0.909
SPTA1	SPTBN4	1854747	1845343	9606.ENSP00000357130	9606.ENSP00000263373	0	0	0	0.617	0.049	0	0.900	0.249	0.909
HIST1H4A	HIST1H3A	1853925	1853568	9606.ENSP00000352980	9606.ENSP00000350275	0	0	0	0	0.202	0.670	0	0.680	0.908
MYH14	MYH2	1845102	1843761	9606.ENSP00000262269	9606.ENSP00000245503	0	0	0	0.880	0	0	0.900	0.685	0.908
SOCS3	KEAP1	1851244	1842313	9606.ENSP00000330341	9606.ENSP00000171111	0	0	0	0	0.043	0	0.900	0.123	0.908
MYH14	MYH1	1845102	1843075	9606.ENSP00000262269	9606.ENSP00000226207	0	0	0	0.877	0	0	0.900	0.700	0.908
MYH6	MYH7	1853324	1853180	9606.ENSP00000348634	9606.ENSP00000347507	0	0	0	0.989	0.118	0	0.900	0.780	0.908
MYO1C	MYO1F	1853902	1852870	9606.ENSP00000352834	9606.ENSP00000344871	0	0	0	0.866	0.057	0	0.900	0.505	0.908
MYH7	MYH14	1853180	1845102	9606.ENSP00000347507	9606.ENSP00000262269	0	0	0	0.881	0	0	0.900	0.758	0.908
SPTBN1	ACTN4	1853414	1844152	9606.ENSP00000349259	9606.ENSP00000252699	0	0	0	0.821	0.053	0.098	0.900	0.091	0.907
ACTN2	SPTBN1	1854402	1853414	9606.ENSP00000355537	9606.ENSP00000349259	0	0	0	0.819	0.053	0.098	0.900	0.091	0.907
MYH10	ACTA2	1846079	1843003	9606.ENSP00000269243	9606.ENSP00000224784	0	0	0	0	0.094	0.798	0	0.528	0.906
SOCS1	KEAP1	1851146	1842313	9606.ENSP00000329418	9606.ENSP00000171111	0	0	0	0	0.043	0	0.900	0.098	0.906
MYH14	MYH13	1845102	1844108	9606.ENSP00000262269	9606.ENSP00000252172	0	0	0	0.866	0	0	0.900	0.417	0.905
MYO1C	MYO18B	1853902	1851736	9606.ENSP00000352834	9606.ENSP00000334563	0	0	0	0.625	0	0	0.900	0.189	0.905
MYO1C	MYO1A	1853902	1848142	9606.ENSP00000352834	9606.ENSP00000300119	0	0	0	0.919	0	0	0.900	0.670	0.905
GSTA4	GSTA5	1855379	1846914	9606.ENSP00000359998	9606.ENSP00000284562	0	0	0.522	0.961	0	0	0.900	0.884	0.905
SPTAN1	SPTBN4	1855744	1845343	9606.ENSP00000361824	9606.ENSP00000263373	0	0	0	0.624	0.053	0	0.900	0.117	0.904
MYH8	MYH14	1858931	1845102	9606.ENSP00000384330	9606.ENSP00000262269	0	0	0	0.879	0	0	0.900	0.394	0.904
SPTBN5	SPTBN4	1849983	1845343	9606.ENSP00000317790	9606.ENSP00000263373	0	0	0	0.642	0	0	0.900	0.169	0.904
MYH11	MYH14	1858384	1845102	9606.ENSP00000379616	9606.ENSP00000262269	0	0	0	0.971	0.053	0	0.900	0.706	0.903
MYH6	MYH2	1853324	1843761	9606.ENSP00000348634	9606.ENSP00000245503	0	0	0	0.985	0.066	0	0.900	0.672	0.903
SPTB	SPTBN1	1857851	1853414	9606.ENSP00000374372	9606.ENSP00000349259	0	0	0	0.971	0.054	0	0.900	0.758	0.903
MYH10	MYH2	1846079	1843761	9606.ENSP00000269243	9606.ENSP00000245503	0	0	0	0.895	0	0	0.900	0.316	0.903
SPTB	SPTBN2	1857851	1849428	9606.ENSP00000374372	9606.ENSP00000311489	0	0	0	0.958	0.054	0	0.900	0.526	0.903
MYH6	MYH1	1853324	1843075	9606.ENSP00000348634	9606.ENSP00000226207	0	0	0	0.986	0.066	0	0.900	0.585	0.903
SPTBN5	SPTBN2	1849983	1849428	9606.ENSP00000317790	9606.ENSP00000311489	0	0	0	0.736	0	0	0.900	0.170	0.903
MYH8	MYH6	1858931	1853324	9606.ENSP00000384330	9606.ENSP00000348634	0	0	0	0.985	0.066	0	0.900	0.413	0.903
MYH7	MYH1	1853180	1843075	9606.ENSP00000347507	9606.ENSP00000226207	0	0	0	0.986	0.066	0	0.900	0.502	0.903
MYO1F	MYO18B	1852870	1851736	9606.ENSP00000344871	9606.ENSP00000334563	0	0	0	0.630	0	0	0.900	0.126	0.903
SPTB	SPTBN5	1857851	1849983	9606.ENSP00000374372	9606.ENSP00000317790	0	0	0	0.736	0.054	0	0.900	0.081	0.902
MYH7	MYH9	1853180	1842558	9606.ENSP00000347507	9606.ENSP00000216181	0	0	0	0.892	0	0	0.900	0.273	0.902
SPTBN2	SPTBN4	1849428	1845343	9606.ENSP00000311489	9606.ENSP00000263373	0	0	0	0.923	0.054	0	0.900	0.248	0.902
MYH6	MYH10	1853324	1846079	9606.ENSP00000348634	9606.ENSP00000269243	0	0	0	0.896	0	0	0.900	0.230	0.902
SPTAN1	SPTA1	1855744	1854747	9606.ENSP00000361824	9606.ENSP00000357130	0	0	0	0.964	0	0	0.900	0.699	0.902
H3F3A	HIST1H4A	1854454	1853925	9606.ENSP00000355778	9606.ENSP00000352980	0	0	0	0	0.202	0.670	0	0.658	0.902
MYH8	MYH7	1858931	1853180	9606.ENSP00000384330	9606.ENSP00000347507	0	0	0	0.986	0.066	0	0.900	0.275	0.902
MYH10	MYH1	1846079	1843075	9606.ENSP00000269243	9606.ENSP00000226207	0	0	0	0.892	0	0	0.900	0.248	0.902
MYH2	MYH9	1843761	1842558	9606.ENSP00000245503	9606.ENSP00000216181	0	0	0	0.895	0	0	0.900	0.312	0.902
MYH8	MYH3	1858931	1843076	9606.ENSP00000384330	9606.ENSP00000226209	0	0	0	0.987	0.054	0	0.900	0.758	0.902
MYH6	MYH9	1853324	1842558	9606.ENSP00000348634	9606.ENSP00000216181	0	0	0	0.888	0	0	0.900	0.286	0.902
MYH6	MYH3	1853324	1843076	9606.ENSP00000348634	9606.ENSP00000226209	0	0	0	0.985	0.056	0	0.900	0.499	0.902
SPTBN1	SPTBN2	1853414	1849428	9606.ENSP00000349259	9606.ENSP00000311489	0	0	0	0.973	0.053	0	0.900	0.527	0.902
MYO1C	MYH13	1853902	1844108	9606.ENSP00000352834	9606.ENSP00000252172	0	0	0	0.767	0	0	0.900	0.110	0.901
PDE6B	PDE6A	1861473	1844368	9606.ENSP00000420295	9606.ENSP00000255266	0	0	0	0.981	0	0	0.900	0.731	0.901
MYO1C	MYH15	1853902	1846316	9606.ENSP00000352834	9606.ENSP00000273353	0	0	0	0.772	0	0	0.900	0.114	0.901
SPTBN1	SPTBN4	1853414	1845343	9606.ENSP00000349259	9606.ENSP00000263373	0	0	0	0.943	0.052	0	0.900	0	0.901
MYH1	MYH9	1843075	1842558	9606.ENSP00000226207	9606.ENSP00000216181	0	0	0	0.893	0	0	0.900	0.173	0.901
MYH7	MYH10	1853180	1846079	9606.ENSP00000347507	9606.ENSP00000269243	0	0	0	0.899	0	0	0.900	0.205	0.901
MYH10	MYH14	1846079	1845102	9606.ENSP00000269243	9606.ENSP00000262269	0	0	0	0.976	0	0	0.900	0.527	0.901
SPTB	SPTBN4	1857851	1845343	9606.ENSP00000374372	9606.ENSP00000263373	0	0	0	0.929	0.054	0	0.900	0	0.901
MYH13	MYH2	1844108	1843761	9606.ENSP00000252172	9606.ENSP00000245503	0	0	0	0.986	0	0	0.900	0.731	0.901
EEF1A1	EEF1A2	1851211	1842645	9606.ENSP00000330054	9606.ENSP00000217182	0	0	0.527	0.989	0	0	0.900	0.872	0.901
MYH10	MYH13	1846079	1844108	9606.ENSP00000269243	9606.ENSP00000252172	0	0	0	0.883	0	0	0.900	0.191	0.901
SPTBN1	SPTBN5	1853414	1849983	9606.ENSP00000349259	9606.ENSP00000317790	0	0	0	0.751	0	0	0.900	0.097	0.901
MYH6	MYH13	1853324	1844108	9606.ENSP00000348634	9606.ENSP00000252172	0	0	0	0.984	0	0	0.900	0.659	0.901
MYH8	MYH9	1858931	1842558	9606.ENSP00000384330	9606.ENSP00000216181	0	0	0	0.896	0	0	0.900	0.093	0.900
HIST2H3A	HIST3H3	1859040	1854433	9606.ENSP00000385479	9606.ENSP00000355657	0	0	0	0.988	0	0	0.900	0.125	0.900
MYH11	MYH9	1858384	1842558	9606.ENSP00000379616	9606.ENSP00000216181	0	0	0	0.982	0	0	0.900	0.423	0.900
HIST3H3	HIST1H3A	1854433	1853568	9606.ENSP00000355657	9606.ENSP00000350275	0	0	0	0.988	0	0	0.900	0.150	0.900
MYH7	MYH13	1853180	1844108	9606.ENSP00000347507	9606.ENSP00000252172	0	0	0	0.984	0	0	0.900	0.398	0.900
MYH8	MYH1	1858931	1843075	9606.ENSP00000384330	9606.ENSP00000226207	0	0	0	0.989	0	0	0.900	0.527	0.900
MYH8	MYH2	1858931	1843761	9606.ENSP00000384330	9606.ENSP00000245503	0	0	0	0.989	0	0	0.900	0.627	0.900
MYH13	MYH1	1844108	1843075	9606.ENSP00000252172	9606.ENSP00000226207	0	0	0	0.986	0	0	0.900	0.630	0.900
MYH13	MYH9	1844108	1842558	9606.ENSP00000252172	9606.ENSP00000216181	0	0	0	0.882	0	0	0.900	0.114	0.900
MYH11	MYH10	1858384	1846079	9606.ENSP00000379616	9606.ENSP00000269243	0	0	0	0.982	0	0	0.900	0.398	0.900
H3F3A	HIST3H3	1854454	1854433	9606.ENSP00000355778	9606.ENSP00000355657	0	0	0	0.987	0	0	0.900	0.120	0.900
MYH8	MYH10	1858931	1846079	9606.ENSP00000384330	9606.ENSP00000269243	0	0	0	0.894	0	0	0.900	0.117	0.900
H3F3A	HIST1H3A	1854454	1853568	9606.ENSP00000355778	9606.ENSP00000350275	0	0	0	0.988	0	0	0.900	0.490	0.900
ACTG2	MYH9	1847542	1842558	9606.ENSP00000295137	9606.ENSP00000216181	0	0	0	0	0.094	0.517	0.540	0.540	0.895
ACTG2	MYH10	1847542	1846079	9606.ENSP00000295137	9606.ENSP00000269243	0	0	0	0	0.094	0.517	0.540	0.525	0.891
MYH7	ACTG2	1853180	1847542	9606.ENSP00000347507	9606.ENSP00000295137	0	0	0	0	0.094	0.517	0.540	0.516	0.889
ACTN2	MYH4	1854402	1844373	9606.ENSP00000355537	9606.ENSP00000255381	0	0	0	0	0.169	0.804	0	0.363	0.888
ACTA2	MYH9	1843003	1842558	9606.ENSP00000224784	9606.ENSP00000216181	0	0	0	0	0.094	0.749	0	0.546	0.888
ACTN2	MYH2	1854402	1843761	9606.ENSP00000355537	9606.ENSP00000245503	0	0	0	0	0.169	0.804	0	0.365	0.888
ACTG2	MYH2	1847542	1843761	9606.ENSP00000295137	9606.ENSP00000245503	0	0	0	0	0.094	0.517	0.540	0.508	0.887
MYO1C	POTEF	1853902	1853541	9606.ENSP00000352834	9606.ENSP00000350052	0	0	0	0	0.063	0.552	0	0.753	0.887
ACTG2	MYH3	1847542	1843076	9606.ENSP00000295137	9606.ENSP00000226209	0	0	0	0	0.094	0.517	0.540	0.504	0.886
MYH8	ACTG2	1858931	1847542	9606.ENSP00000384330	9606.ENSP00000295137	0	0	0	0	0.094	0.517	0.540	0.504	0.886
ACTG2	MYH7B	1847542	1845230	9606.ENSP00000295137	9606.ENSP00000262873	0	0	0	0	0.094	0.517	0.540	0.504	0.886
MYH6	ACTG2	1853324	1847542	9606.ENSP00000348634	9606.ENSP00000295137	0	0	0	0	0.094	0.517	0.540	0.504	0.886
ACTG2	MYH4	1847542	1844373	9606.ENSP00000295137	9606.ENSP00000255381	0	0	0	0	0.094	0.517	0.540	0.504	0.886
ACTG2	MYH1	1847542	1843075	9606.ENSP00000295137	9606.ENSP00000226207	0	0	0	0	0.094	0.517	0.540	0.504	0.886
ACTN2	MYH1	1854402	1843075	9606.ENSP00000355537	9606.ENSP00000226207	0	0	0	0	0.169	0.804	0	0.347	0.885
POTEF	MYH1	1853541	1843075	9606.ENSP00000350052	9606.ENSP00000226207	0	0	0	0	0.063	0.552	0	0.735	0.879
ACTN1	MYH2	1858193	1843761	9606.ENSP00000377941	9606.ENSP00000245503	0	0	0	0	0.169	0.804	0	0.309	0.878
PRDM10	HPGDS	1853754	1847557	9606.ENSP00000351686	9606.ENSP00000295256	0	0	0	0	0	0	0	0.875	0.875
MYH7B	ACTN4	1845230	1844152	9606.ENSP00000262873	9606.ENSP00000252699	0	0	0	0	0.169	0.804	0	0.293	0.875
MYO5C	ACTN4	1845003	1844152	9606.ENSP00000261839	9606.ENSP00000252699	0	0	0	0	0.115	0.804	0	0.298	0.868
POTEF	TUBB	1853541	1852162	9606.ENSP00000350052	9606.ENSP00000339001	0	0	0	0	0.071	0.600	0	0.641	0.855
KPNA2	KPNA3	1851476	1844961	9606.ENSP00000332455	9606.ENSP00000261667	0	0	0	0.950	0.102	0.833	0	0.846	0.851
HIST2H3A	HIST1H4A	1859040	1853925	9606.ENSP00000385479	9606.ENSP00000352980	0	0	0	0	0.202	0.506	0	0.653	0.851
POTEF	MYO1E	1853541	1847120	9606.ENSP00000350052	9606.ENSP00000288235	0	0	0	0	0.063	0.552	0	0.654	0.842
PRDM10	MYH14	1853754	1845102	9606.ENSP00000351686	9606.ENSP00000262269	0	0	0	0	0.055	0.095	0	0.825	0.838
