#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
IKBKB	CHUK	1861846	1855248	9606.ENSP00000430684	9606.ENSP00000359424	0	0	0	0.952	0.072	0.609	0.900	0.926	0.962
RHOA	MYH10	1860210	1846079	9606.ENSP00000400175	9606.ENSP00000269243	0	0	0	0	0.055	0.292	0.900	0.492	0.961
MYO9A	CDC42	1853287	1849707	9606.ENSP00000348349	9606.ENSP00000314458	0	0	0	0	0.055	0.373	0.900	0.406	0.960
IKBKE	TBK1	1854519	1851202	9606.ENSP00000356087	9606.ENSP00000329967	0	0	0	0.945	0	0.600	0.900	0.852	0.960
RAC1	MYH9	1853302	1842558	9606.ENSP00000348461	9606.ENSP00000216181	0	0	0	0	0.055	0.355	0.900	0.431	0.960
RND2	RRAS	1863962	1843834	9606.ENSP00000466680	9606.ENSP00000246792	0	0	0.329	0	0	0.101	0.900	0.424	0.960
MYO9B	CDC42	1858475	1849707	9606.ENSP00000380444	9606.ENSP00000314458	0	0	0	0	0.055	0.317	0.900	0.442	0.959
RAC1	MYH10	1853302	1846079	9606.ENSP00000348461	9606.ENSP00000269243	0	0	0	0	0.055	0.292	0.900	0.451	0.958
RHOB	MYH9	1846239	1842558	9606.ENSP00000272233	9606.ENSP00000216181	0	0	0	0	0.055	0.292	0.900	0.436	0.957
RHOC	MYH9	1846972	1842558	9606.ENSP00000285735	9606.ENSP00000216181	0	0	0	0	0.055	0.292	0.900	0.440	0.957
MYO1C	CDC42	1853902	1849707	9606.ENSP00000352834	9606.ENSP00000314458	0	0	0	0	0.062	0.292	0.900	0.437	0.957
RAC1	MYH2	1853302	1843761	9606.ENSP00000348461	9606.ENSP00000245503	0	0	0	0	0.055	0.292	0.900	0.426	0.956
CDC42	RAP1B	1849707	1844015	9606.ENSP00000314458	9606.ENSP00000250559	0	0	0	0.761	0.074	0.495	0.900	0.630	0.956
RHOA	MYO9A	1860210	1853287	9606.ENSP00000400175	9606.ENSP00000348349	0	0	0	0	0.055	0.317	0.900	0.405	0.956
RHOB	MYH10	1846239	1846079	9606.ENSP00000272233	9606.ENSP00000269243	0	0	0	0	0.055	0.292	0.900	0.433	0.956
MYH11	RHOC	1858384	1846972	9606.ENSP00000379616	9606.ENSP00000285735	0	0	0	0	0.055	0.292	0.900	0.433	0.956
RHOC	MYH10	1846972	1846079	9606.ENSP00000285735	9606.ENSP00000269243	0	0	0	0	0.055	0.292	0.900	0.433	0.956
MYO5A	RAC1	1858703	1853302	9606.ENSP00000382177	9606.ENSP00000348461	0	0	0	0	0.055	0.292	0.900	0.426	0.956
MYH11	RHOB	1858384	1846239	9606.ENSP00000379616	9606.ENSP00000272233	0	0	0	0	0.055	0.292	0.900	0.433	0.956
MYH11	RAC1	1858384	1853302	9606.ENSP00000379616	9606.ENSP00000348461	0	0	0	0	0.055	0.292	0.900	0.426	0.956
MYO9B	RHOG	1858475	1852220	9606.ENSP00000380444	9606.ENSP00000339467	0	0	0	0	0.128	0.317	0.900	0.344	0.955
RAC1	RHOC	1853302	1846972	9606.ENSP00000348461	9606.ENSP00000285735	0	0	0.502	0.953	0.118	0.496	0.900	0.562	0.954
RAC3	RHOC	1848620	1846972	9606.ENSP00000304283	9606.ENSP00000285735	0	0	0.514	0.956	0.118	0.496	0.900	0.505	0.953
MYO9B	RHOC	1858475	1846972	9606.ENSP00000380444	9606.ENSP00000285735	0	0	0	0	0.055	0.317	0.900	0.351	0.952
MYO9B	RHOB	1858475	1846239	9606.ENSP00000380444	9606.ENSP00000272233	0	0	0	0	0.055	0.317	0.900	0.353	0.952
MYO9B	RAC2	1858475	1843949	9606.ENSP00000380444	9606.ENSP00000249071	0	0	0	0	0.055	0.317	0.900	0.335	0.951
RHOA	RTN4	1860210	1852043	9606.ENSP00000400175	9606.ENSP00000337838	0	0	0	0	0.111	0.088	0.900	0.474	0.951
ARF4	RAB11A	1848801	1845020	9606.ENSP00000306010	9606.ENSP00000261890	0	0	0	0	0.128	0.118	0.900	0.441	0.951
MYH8	MYH13	1858931	1844108	9606.ENSP00000384330	9606.ENSP00000252172	0	0	0	0.986	0.090	0.506	0.900	0.704	0.951
MYO10	CDC42	1861521	1849707	9606.ENSP00000421280	9606.ENSP00000314458	0	0	0	0	0.055	0.292	0.900	0.361	0.951
H2AFJ	H2AFX	1857794	1856252	9606.ENSP00000373730	9606.ENSP00000364310	0	0	0	0.986	0	0.521	0.900	0.126	0.950
H2AFX	HIST1H2AC	1856252	1850346	9606.ENSP00000364310	9606.ENSP00000321389	0	0	0	0.985	0	0.521	0.900	0.130	0.950
MYO9A	RHOB	1853287	1846239	9606.ENSP00000348349	9606.ENSP00000272233	0	0	0	0	0.055	0.317	0.900	0.322	0.950
MYO9B	MYH9	1858475	1842558	9606.ENSP00000380444	9606.ENSP00000216181	0	0	0	0.650	0.417	0.072	0.900	0.439	0.949
RHOC	MYH14	1846972	1845102	9606.ENSP00000285735	9606.ENSP00000262269	0	0	0	0	0.055	0.292	0.900	0.336	0.949
MYO9A	RHOQ	1853287	1843499	9606.ENSP00000348349	9606.ENSP00000238738	0	0	0	0	0.081	0.317	0.900	0.292	0.949
MYO9B	RHOH	1858475	1857435	9606.ENSP00000380444	9606.ENSP00000371219	0	0	0	0	0.082	0.317	0.900	0.292	0.949
RHOB	MYH14	1846239	1845102	9606.ENSP00000272233	9606.ENSP00000262269	0	0	0	0	0.055	0.292	0.900	0.336	0.949
MYO9B	RAC3	1858475	1848620	9606.ENSP00000380444	9606.ENSP00000304283	0	0	0	0	0.055	0.317	0.900	0.311	0.949
MYO9B	RHOU	1858475	1854431	9606.ENSP00000380444	9606.ENSP00000355652	0	0	0	0	0.055	0.317	0.900	0.292	0.948
MYO9A	RAC3	1853287	1848620	9606.ENSP00000348349	9606.ENSP00000304283	0	0	0	0	0.055	0.317	0.900	0.292	0.948
RHOU	MYO9A	1854431	1853287	9606.ENSP00000355652	9606.ENSP00000348349	0	0	0	0	0.055	0.317	0.900	0.292	0.948
MYO9B	RHOD	1858475	1849085	9606.ENSP00000380444	9606.ENSP00000308576	0	0	0	0	0.055	0.317	0.900	0.292	0.948
RHOBTB2	MYO9B	1861725	1858475	9606.ENSP00000427926	9606.ENSP00000380444	0	0	0	0	0.055	0.317	0.900	0.292	0.948
MYO9A	RHOD	1853287	1849085	9606.ENSP00000348349	9606.ENSP00000308576	0	0	0	0	0.055	0.317	0.900	0.292	0.948
MYO9B	RHOF	1858475	1845928	9606.ENSP00000380444	9606.ENSP00000267205	0	0	0	0	0.055	0.317	0.900	0.292	0.948
MYO9A	RHOJ	1853287	1849897	9606.ENSP00000348349	9606.ENSP00000316729	0	0	0	0	0.055	0.317	0.900	0.292	0.948
MYO9A	RHOG	1853287	1852220	9606.ENSP00000348349	9606.ENSP00000339467	0	0	0	0	0.055	0.317	0.900	0.292	0.948
MYO9A	RHOBTB1	1853287	1852128	9606.ENSP00000348349	9606.ENSP00000338671	0	0	0	0	0.055	0.317	0.900	0.292	0.948
MYO9A	RAC2	1853287	1843949	9606.ENSP00000348349	9606.ENSP00000249071	0	0	0	0	0.055	0.317	0.900	0.292	0.948
MYO9B	RHOV	1858475	1842786	9606.ENSP00000380444	9606.ENSP00000220507	0	0	0	0	0.055	0.317	0.900	0.292	0.948
RHOBTB2	MYO9A	1861725	1853287	9606.ENSP00000427926	9606.ENSP00000348349	0	0	0	0	0.055	0.317	0.900	0.292	0.948
MYO9B	RHOBTB1	1858475	1852128	9606.ENSP00000380444	9606.ENSP00000338671	0	0	0	0	0.055	0.317	0.900	0.292	0.948
MYO9B	RAC1	1858475	1853302	9606.ENSP00000380444	9606.ENSP00000348461	0	0	0	0	0.055	0.317	0.900	0.292	0.948
MYO9A	RHOV	1853287	1842786	9606.ENSP00000348349	9606.ENSP00000220507	0	0	0	0	0.055	0.317	0.900	0.292	0.948
MYO9A	RHOC	1853287	1846972	9606.ENSP00000348349	9606.ENSP00000285735	0	0	0	0	0.055	0.317	0.900	0.293	0.948
MYO9A	RHOF	1853287	1845928	9606.ENSP00000348349	9606.ENSP00000267205	0	0	0	0	0.055	0.317	0.900	0.292	0.948
ARF1	ARF3	1846224	1844460	9606.ENSP00000272102	9606.ENSP00000256682	0	0	0	0.989	0	0.503	0.900	0.735	0.948
RHOH	MYO9A	1857435	1853287	9606.ENSP00000371219	9606.ENSP00000348349	0	0	0	0	0.055	0.317	0.900	0.292	0.948
MYO9B	RHOQ	1858475	1843499	9606.ENSP00000380444	9606.ENSP00000238738	0	0	0	0	0.055	0.317	0.900	0.292	0.948
MYO9B	RHOJ	1858475	1849897	9606.ENSP00000380444	9606.ENSP00000316729	0	0	0	0	0.055	0.317	0.900	0.292	0.948
RAC1	MYO9A	1853302	1853287	9606.ENSP00000348461	9606.ENSP00000348349	0	0	0	0	0.055	0.317	0.900	0.292	0.948
MYO9A	MYO18B	1853287	1851736	9606.ENSP00000348349	9606.ENSP00000334563	0	0	0	0.611	0.377	0.072	0.900	0.442	0.947
RAC1	RHOB	1853302	1846239	9606.ENSP00000348461	9606.ENSP00000272233	0	0	0.503	0.949	0.118	0.418	0.900	0.558	0.947
MYO1C	RAC1	1853902	1853302	9606.ENSP00000352834	9606.ENSP00000348461	0	0	0	0	0.062	0.292	0.900	0.284	0.946
MYO5A	MYO1C	1858703	1853902	9606.ENSP00000382177	9606.ENSP00000352834	0	0	0	0.796	0.052	0.397	0.900	0.639	0.945
MYO1C	RAC3	1853902	1848620	9606.ENSP00000352834	9606.ENSP00000304283	0	0	0	0	0.062	0.292	0.900	0.281	0.945
RAC3	MYO1A	1848620	1848142	9606.ENSP00000304283	9606.ENSP00000300119	0	0	0	0	0.062	0.292	0.900	0.281	0.945
MYO9B	MYH2	1858475	1843761	9606.ENSP00000380444	9606.ENSP00000245503	0	0	0	0.643	0.377	0.072	0.900	0.418	0.945
RAC1	MYH14	1853302	1845102	9606.ENSP00000348461	9606.ENSP00000262269	0	0	0	0	0.055	0.292	0.900	0.263	0.944
RAC1	RRAS	1853302	1843834	9606.ENSP00000348461	9606.ENSP00000246792	0	0	0.242	0.691	0.055	0.305	0.900	0.566	0.944
MYO1C	RALA	1853902	1842128	9606.ENSP00000352834	9606.ENSP00000005257	0	0	0	0	0.055	0.354	0.900	0.198	0.944
GOPC	RHOQ	1854812	1843499	9606.ENSP00000357484	9606.ENSP00000238738	0	0	0	0	0.053	0.381	0.900	0.151	0.943
HIST2H2AA3	HIST1H2AC	1854966	1850346	9606.ENSP00000358158	9606.ENSP00000321389	0	0	0	0.988	0.444	0	0.900	0.203	0.942
MYH10	RAB11A	1846079	1845020	9606.ENSP00000269243	9606.ENSP00000261890	0	0	0	0	0.055	0.920	0	0.296	0.942
IQCB1	RAB11A	1849434	1845020	9606.ENSP00000311505	9606.ENSP00000261890	0	0	0	0	0.055	0.348	0.900	0.165	0.941
MYO1C	RAB11A	1853902	1845020	9606.ENSP00000352834	9606.ENSP00000261890	0	0	0	0	0.055	0.292	0.900	0.231	0.941
MYO5A	RAB11A	1858703	1845020	9606.ENSP00000382177	9606.ENSP00000261890	0	0	0	0	0.055	0.903	0	0.395	0.940
CDC42	RAC2	1849707	1843949	9606.ENSP00000314458	9606.ENSP00000249071	0	0	0	0.977	0.076	0.382	0.900	0.899	0.939
SPTA1	HRAS	1854747	1849235	9606.ENSP00000357130	9606.ENSP00000309845	0	0	0	0	0.058	0	0.900	0.399	0.938
RAB14	MYO1C	1855997	1853902	9606.ENSP00000362946	9606.ENSP00000352834	0	0	0	0	0.055	0.292	0.900	0.185	0.938
HRAS	RAP1B	1849235	1844015	9606.ENSP00000309845	9606.ENSP00000250559	0	0	0.522	0.955	0.068	0.360	0.900	0.284	0.937
SPTAN1	NRAS	1855744	1855051	9606.ENSP00000361824	9606.ENSP00000358548	0	0	0	0	0.058	0	0.900	0.380	0.936
HRAS	RALA	1849235	1842128	9606.ENSP00000309845	9606.ENSP00000005257	0	0	0.501	0.946	0	0.360	0.900	0.375	0.936
RHOA	SPTAN1	1860210	1855744	9606.ENSP00000400175	9606.ENSP00000361824	0	0	0	0	0.058	0	0.900	0.374	0.935
SPTAN1	KRAS	1855744	1844404	9606.ENSP00000361824	9606.ENSP00000256078	0	0	0	0	0.058	0	0.900	0.368	0.935
MYO10	RAC1	1861521	1853302	9606.ENSP00000421280	9606.ENSP00000348461	0	0	0	0	0.055	0.292	0.900	0.150	0.935
MYO1C	RHOQ	1853902	1843499	9606.ENSP00000352834	9606.ENSP00000238738	0	0	0	0	0.055	0.292	0.900	0.132	0.934
RHOJ	CDC42	1849897	1849707	9606.ENSP00000316729	9606.ENSP00000314458	0	0	0	0.970	0.044	0.360	0.900	0.645	0.934
MYH1	RALA	1843075	1842128	9606.ENSP00000226207	9606.ENSP00000005257	0	0	0	0	0.055	0.292	0.900	0.120	0.933
MYO5A	RALA	1858703	1842128	9606.ENSP00000382177	9606.ENSP00000005257	0	0	0	0	0.055	0.292	0.900	0.120	0.933
MYH6	RALA	1853324	1842128	9606.ENSP00000348634	9606.ENSP00000005257	0	0	0	0	0.055	0.292	0.900	0.120	0.933
MYH2	RALA	1843761	1842128	9606.ENSP00000245503	9606.ENSP00000005257	0	0	0	0	0.055	0.292	0.900	0.120	0.933
MYH15	RALA	1846316	1842128	9606.ENSP00000273353	9606.ENSP00000005257	0	0	0	0	0.055	0.292	0.900	0.120	0.933
H2AFX	HIST2H2AC	1856252	1851443	9606.ENSP00000364310	9606.ENSP00000332194	0	0	0	0.986	0	0.360	0.900	0.706	0.933
MYH7	RALA	1853180	1842128	9606.ENSP00000347507	9606.ENSP00000005257	0	0	0	0	0.055	0.292	0.900	0.120	0.933
MYH7B	RALA	1845230	1842128	9606.ENSP00000262873	9606.ENSP00000005257	0	0	0	0	0.055	0.292	0.900	0.120	0.933
RAC3	MYO3A	1848620	1845826	9606.ENSP00000304283	9606.ENSP00000265944	0	0	0	0	0.055	0.292	0.900	0.120	0.933
MYO6	RAC3	1855148	1848620	9606.ENSP00000358994	9606.ENSP00000304283	0	0	0	0	0.055	0.292	0.900	0.120	0.933
MYH3	RALA	1843076	1842128	9606.ENSP00000226209	9606.ENSP00000005257	0	0	0	0	0.055	0.292	0.900	0.120	0.933
MYH4	RALA	1844373	1842128	9606.ENSP00000255381	9606.ENSP00000005257	0	0	0	0	0.055	0.292	0.900	0.120	0.933
MYO5A	RAB14	1858703	1855997	9606.ENSP00000382177	9606.ENSP00000362946	0	0	0	0	0.055	0.292	0.900	0.120	0.933
MYH8	RALA	1858931	1842128	9606.ENSP00000384330	9606.ENSP00000005257	0	0	0	0	0.055	0.292	0.900	0.120	0.933
SPTAN1	HRAS	1855744	1849235	9606.ENSP00000361824	9606.ENSP00000309845	0	0	0	0	0.058	0	0.900	0.346	0.933
MYH13	RALA	1844108	1842128	9606.ENSP00000252172	9606.ENSP00000005257	0	0	0	0	0.055	0.292	0.900	0.120	0.933
MYH14	MYH9	1845102	1842558	9606.ENSP00000262269	9606.ENSP00000216181	0	0	0	0.974	0	0.347	0.900	0.599	0.932
MYO5A	MYH9	1858703	1842558	9606.ENSP00000382177	9606.ENSP00000216181	0	0	0	0.709	0.135	0.180	0.900	0.357	0.930
RAB11A	MYO5C	1845020	1845003	9606.ENSP00000261890	9606.ENSP00000261839	0	0	0	0	0.055	0.856	0	0.530	0.930
DOCK8	RAC1	1860721	1853302	9606.ENSP00000408464	9606.ENSP00000348461	0	0	0	0	0.052	0.330	0.900	0	0.930
RHOA	RAP1A	1860210	1853349	9606.ENSP00000400175	9606.ENSP00000348786	0	0	0.407	0.787	0.115	0.101	0.900	0.632	0.930
RAC1	ARF1	1853302	1846224	9606.ENSP00000348461	9606.ENSP00000272102	0	0	0	0	0.058	0	0.900	0.321	0.930
CDC42	DOCK10	1849707	1844594	9606.ENSP00000314458	9606.ENSP00000258390	0	0	0	0	0.052	0.173	0.900	0.211	0.929
RAB11B	MYO5B	1851595	1846944	9606.ENSP00000333547	9606.ENSP00000285039	0	0	0	0	0.055	0.903	0	0.287	0.929
RHOA	RAC1	1860210	1853302	9606.ENSP00000400175	9606.ENSP00000348461	0	0	0.504	0.954	0.162	0.172	0.900	0.672	0.928
HIST1H2AE	H2AFZ	1848523	1847723	9606.ENSP00000303373	9606.ENSP00000296417	0	0	0	0.955	0.120	0.919	0	0.681	0.928
MYO6	MYO3A	1855148	1845826	9606.ENSP00000358994	9606.ENSP00000265944	0	0	0	0.702	0.154	0	0.900	0.641	0.928
MYO1C	MYH9	1853902	1842558	9606.ENSP00000352834	9606.ENSP00000216181	0	0	0	0.777	0.053	0.183	0.900	0.507	0.925
RHOA	RAC2	1860210	1843949	9606.ENSP00000400175	9606.ENSP00000249071	0	0	0.513	0.956	0.118	0.172	0.900	0.863	0.925
RAC3	RHOB	1848620	1846239	9606.ENSP00000304283	9606.ENSP00000272233	0	0	0.513	0.954	0.118	0.172	0.900	0.505	0.924
RHOA	HRAS	1860210	1849235	9606.ENSP00000400175	9606.ENSP00000309845	0	0	0.316	0.791	0.060	0.101	0.900	0.626	0.924
RHOB	RAC2	1846239	1843949	9606.ENSP00000272233	9606.ENSP00000249071	0	0	0.512	0.954	0.118	0.172	0.900	0.705	0.924
RHOC	RAC2	1846972	1843949	9606.ENSP00000285735	9606.ENSP00000249071	0	0	0.513	0.956	0.118	0.172	0.900	0.697	0.924
MYO6	MYO18B	1855148	1851736	9606.ENSP00000358994	9606.ENSP00000334563	0	0	0	0.620	0.159	0	0.900	0.403	0.924
CDC42	DOCK6	1849707	1847494	9606.ENSP00000314458	9606.ENSP00000294618	0	0	0	0	0.053	0.102	0.900	0.205	0.923
CDC42	RHOC	1849707	1846972	9606.ENSP00000314458	9606.ENSP00000285735	0	0	0	0.955	0.118	0.170	0.900	0.812	0.923
RHOA	CDC42	1860210	1849707	9606.ENSP00000400175	9606.ENSP00000314458	0	0	0	0.957	0.118	0.170	0.900	0.979	0.923
RHOA	RAC3	1860210	1848620	9606.ENSP00000400175	9606.ENSP00000304283	0	0	0.515	0.957	0.118	0.172	0.900	0.526	0.923
CDC42	RHOB	1849707	1846239	9606.ENSP00000314458	9606.ENSP00000272233	0	0	0	0.951	0.118	0.170	0.900	0.812	0.923
MYO1C	MYH1	1853902	1843075	9606.ENSP00000352834	9606.ENSP00000226207	0	0	0	0.767	0.042	0.097	0.900	0.803	0.923
RHOA	NRAS	1860210	1855051	9606.ENSP00000400175	9606.ENSP00000358548	0	0	0.287	0.734	0.060	0.101	0.900	0.392	0.922
MYH2	MYH1	1843761	1843075	9606.ENSP00000245503	9606.ENSP00000226207	0	0	0	0.990	0.251	0	0.900	0.781	0.922
SPTA1	KRAS	1854747	1844404	9606.ENSP00000357130	9606.ENSP00000256078	0	0	0	0	0.058	0	0.900	0.229	0.921
H2AFV	H2AFZ	1849067	1847723	9606.ENSP00000308405	9606.ENSP00000296417	0	0	0	0.988	0.239	0	0.900	0.382	0.921
MYO6	MYO9A	1855148	1853287	9606.ENSP00000358994	9606.ENSP00000348349	0	0	0	0.718	0.154	0	0.900	0.385	0.920
RAB11A	RALA	1845020	1842128	9606.ENSP00000261890	9606.ENSP00000005257	0	0	0.494	0.806	0.123	0	0.900	0.231	0.920
RAC1	HRAS	1853302	1849235	9606.ENSP00000348461	9606.ENSP00000309845	0	0	0	0.728	0.085	0.101	0.900	0.412	0.919
NRAS	RAC1	1855051	1853302	9606.ENSP00000358548	9606.ENSP00000348461	0	0	0	0.715	0.085	0.101	0.900	0.279	0.916
