node1_external_id,node2_external_id,combined_score
SARS-CoV2 nsp7,9606.ENSP00000265062,972.724229
SARS-CoV2 nsp7,9606.ENSP00000256366,654.1453270000001
SARS-CoV2 nsp7,9606.ENSP00000300935,895.744596
SARS-CoV2 nsp7,9606.ENSP00000262646,979.1957199999999
SARS-CoV2 nsp7,9606.ENSP00000264710,981.4430709999999
SARS-CoV2 nsp7,9606.ENSP00000362946,750.712826
SARS-CoV2 nsp7,9606.ENSP00000400175,829.0293989999999
SARS-CoV2 nsp7,9606.ENSP00000387286,935.2895930000001
SARS-CoV2 nsp7,9606.ENSP00000481878,839.532136
SARS-CoV2 nsp7,9606.ENSP00000359675,817.631566
SARS-CoV2 nsp7,9606.ENSP00000303366,725.7739829999999
SARS-CoV2 nsp7,9606.ENSP00000233616,782.330987
SARS-CoV2 nsp7,9606.ENSP00000435365,745.16805
SARS-CoV2 nsp7,9606.ENSP00000355877,939.721024
SARS-CoV2 nsp7,9606.ENSP00000378887,605.82961
SARS-CoV2 nsp7,9606.ENSP00000389903,686.459543
SARS-CoV2 nsp7,9606.ENSP00000351536,794.325146
SARS-CoV2 nsp7,9606.ENSP00000359581,706.466834
SARS-CoV2 nsp7,9606.ENSP00000296597,981.4448580000001
SARS-CoV2 nsp7,9606.ENSP00000339017,632.4204599999999
SARS-CoV2 nsp7,9606.ENSP00000355467,978.675119
SARS-CoV2 nsp7,9606.ENSP00000423822,668.940697
SARS-CoV2 nsp7,9606.ENSP00000261693,854.406247
SARS-CoV2 nsp7,9606.ENSP00000205194,720.2857459999999
SARS-CoV2 nsp7,9606.ENSP00000308515,862.452335
SARS-CoV2 nsp7,9606.ENSP00000419088,748.773582
SARS-CoV2 nsp7,9606.ENSP00000372005,981.4501260000001
SARS-CoV2 nsp7,9606.ENSP00000381282,701.7644039999999
SARS-CoV2 nsp7,9606.ENSP00000345341,764.538331
SARS-CoV2 nsp7,9606.ENSP00000478479,756.605088
SARS-CoV2 nsp7,9606.ENSP00000370882,690.748962
SARS-CoV2 nsp7,9606.ENSP00000012049,604.811463
SARS-CoV2 nsp7,9606.ENSP00000261263,636.626407
SARS-CoV2 nsp7,9606.ENSP00000354762,602.6935679999999
SARS-CoV2 nsp7,9606.ENSP00000418813,618.551469
SARS-CoV2 nsp8,9606.ENSP00000465759,670.6033219999999
SARS-CoV2 nsp8,9606.ENSP00000244230,728.559172
SARS-CoV2 nsp8,9606.ENSP00000342181,739.540656
SARS-CoV2 nsp8,9606.ENSP00000224652,804.292637
SARS-CoV2 nsp8,9606.ENSP00000372351,864.651959
SARS-CoV2 nsp8,9606.ENSP00000424870,832.502372
SARS-CoV2 nsp8,9606.ENSP00000451818,755.5841479999999
SARS-CoV2 nsp8,9606.ENSP00000253686,826.437119
SARS-CoV2 nsp8,9606.ENSP00000272418,636.37328
SARS-CoV2 nsp8,9606.ENSP00000314348,755.753594
SARS-CoV2 nsp8,9606.ENSP00000361433,672.5876589999999
SARS-CoV2 nsp8,9606.ENSP00000363642,616.523719
SARS-CoV2 nsp8,9606.ENSP00000380982,626.646614
SARS-CoV2 nsp8,9606.ENSP00000422626,812.479682
SARS-CoV2 nsp8,9606.ENSP00000354812,653.655441
SARS-CoV2 nsp8,9606.ENSP00000308546,790.978117
SARS-CoV2 nsp8,9606.ENSP00000386134,714.0789400000001
SARS-CoV2 nsp8,9606.ENSP00000426941,602.806863
SARS-CoV2 nsp8,9606.ENSP00000374354,990.898225
SARS-CoV2 nsp8,9606.ENSP00000281038,781.85035
SARS-CoV2 nsp8,9606.ENSP00000371101,807.819511
SARS-CoV2 nsp8,9606.ENSP00000227520,736.803661
SARS-CoV2 nsp8,9606.ENSP00000361232,628.8964510000001
SARS-CoV2 nsp8,9606.ENSP00000371535,809.559247
SARS-CoV2 nsp8,9606.ENSP00000221233,704.291901
SARS-CoV2 nsp8,9606.ENSP00000323046,774.797319
SARS-CoV2 nsp8,9606.ENSP00000477848,783.703681
SARS-CoV2 nsp8,9606.ENSP00000312066,617.998594
SARS-CoV2 nsp8,9606.ENSP00000382269,885.504785
SARS-CoV2 nsp8,9606.ENSP00000360850,972.057569
SARS-CoV2 nsp9,9606.ENSP00000387051,639.900629
SARS-CoV2 nsp9,9606.ENSP00000299697,685.5187900000001
SARS-CoV2 nsp9,9606.ENSP00000340823,877.4269380000001
SARS-CoV2 nsp9,9606.ENSP00000325527,992.372395
SARS-CoV2 nsp9,9606.ENSP00000424571,991.012329
SARS-CoV2 nsp9,9606.ENSP00000352400,962.233264
SARS-CoV2 nsp9,9606.ENSP00000471191,993.010451
SARS-CoV2 nsp9,9606.ENSP00000350170,660.884268
SARS-CoV2 nsp9,9606.ENSP00000483236,969.234024
SARS-CoV2 nsp9,9606.ENSP00000265753,869.0193899999999
SARS-CoV2 nsp9,9606.ENSP00000264883,991.624822
SARS-CoV2 nsp9,9606.ENSP00000261537,897.82233
SARS-CoV2 nsp9,9606.ENSP00000414147,962.964129
SARS-CoV2 nsp9,9606.ENSP00000238616,991.9728650000001
SARS-CoV2 nsp9,9606.ENSP00000361602,777.581447
SARS-CoV2 nsp9,9606.ENSP00000458954,927.24312
SARS-CoV2 nsp9,9606.ENSP00000371155,979.586223
SARS-CoV2 nsp9,9606.ENSP00000325425,978.282655
SARS-CoV2 nsp9,9606.ENSP00000345008,992.002193
SARS-CoV2 orf10,9606.ENSP00000394863,777.9206810000001
SARS-CoV2 orf10,9606.ENSP00000351777,607.211805
SARS-CoV2 orf10,9606.ENSP00000216225,639.21796
SARS-CoV2 orf10,9606.ENSP00000444856,818.290141
SARS-CoV2 orf10,9606.ENSP00000478121,618.948613
SARS-CoV2 orf10,9606.ENSP00000262306,655.233005
SARS-CoV2 orf10,9606.ENSP00000362244,814.143575
SARS-CoV2 orf10,9606.ENSP00000288014,927.3631009999999
SARS-CoV2 orf10,9606.ENSP00000294353,854.0293399999999
SARS-CoV2 orf10,9606.ENSP00000438455,752.997484
SARS-CoV2 orf3a,9606.ENSP00000216117,993.596312
SARS-CoV2 orf3a,9606.ENSP00000261590,633.130211
SARS-CoV2 orf3a,9606.ENSP00000311219,979.280399
SARS-CoV2 orf3a,9606.ENSP00000315357,865.135022
SARS-CoV2 orf3a,9606.ENSP00000335193,878.755935
SARS-CoV2 orf3a,9606.ENSP00000349456,920.620901
SARS-CoV2 orf3a,9606.ENSP00000481126,967.855711
SARS-CoV2 orf3a,9606.ENSP00000385616,880.019941
SARS-CoV2 orf3a,9606.ENSP00000239891,860.324884
SARS-CoV2 orf3b,9606.ENSP00000348886,929.039041
SARS-CoV2 orf6,9606.ENSP00000316032,903.5663350000001
SARS-CoV2 orf6,9606.ENSP00000379182,963.218346
SARS-CoV2 orf6,9606.ENSP00000383911,612.769013
SARS-CoV2 orf6,9606.ENSP00000362730,851.173737
SARS-CoV2 orf7a,9606.ENSP00000261574,652.9127219999999
SARS-CoV2 orf7a,9606.ENSP00000387641,633.293009
SARS-CoV2 orf7a,9606.ENSP00000478783,616.142733
SARS-CoV2 orf7a,9606.ENSP00000382595,666.5395560000001
SARS-CoV2 orf7a,9606.ENSP00000259335,680.117689
SARS-CoV2 orf7a,9606.ENSP00000313953,635.296145
SARS-CoV2 orf7a,9606.ENSP00000299192,789.988379
SARS-CoV2 orf7a,9606.ENSP00000346453,601.645136
SARS-CoV2 orf7a,9606.ENSP00000336712,663.8577730000001
SARS-CoV2 orf7a,9606.ENSP00000355541,638.159486
SARS-CoV2 orf7a,9606.ENSP00000358400,981.1085790000001
SARS-CoV2 orf7a,9606.ENSP00000252512,652.701197
SARS-CoV2 orf7a,9606.ENSP00000265388,616.847135
SARS-CoV2 orf8,9606.ENSP00000282903,992.4834179999999
SARS-CoV2 orf8,9606.ENSP00000345719,879.789245
SARS-CoV2 orf8,9606.ENSP00000358497,649.66453
SARS-CoV2 orf8,9606.ENSP00000265087,979.920785
SARS-CoV2 orf8,9606.ENSP00000220809,973.718932
SARS-CoV2 orf8,9606.ENSP00000379350,817.711683
SARS-CoV2 orf8,9606.ENSP00000483781,760.326153
SARS-CoV2 orf8,9606.ENSP00000349437,657.146069
SARS-CoV2 orf8,9606.ENSP00000355180,977.300006
SARS-CoV2 orf8,9606.ENSP00000402060,991.8939260000001
SARS-CoV2 orf8,9606.ENSP00000352516,795.844505
SARS-CoV2 orf8,9606.ENSP00000231004,985.3311190000001
SARS-CoV2 orf8,9606.ENSP00000482760,721.7908669999999
SARS-CoV2 orf8,9606.ENSP00000266646,993.645979
SARS-CoV2 orf8,9606.ENSP00000451112,978.204196
SARS-CoV2 orf8,9606.ENSP00000249014,605.673603
SARS-CoV2 orf8,9606.ENSP00000196061,640.003502
SARS-CoV2 orf8,9606.ENSP00000268150,743.312102
SARS-CoV2 orf8,9606.ENSP00000318165,931.530938
SARS-CoV2 orf8,9606.ENSP00000419446,669.5744259999999
SARS-CoV2 orf8,9606.ENSP00000482335,605.162592
SARS-CoV2 orf8,9606.ENSP00000307549,984.056824
SARS-CoV2 orf8,9606.ENSP00000258494,649.685965
SARS-CoV2 orf8,9606.ENSP00000364403,630.592746
SARS-CoV2 orf8,9606.ENSP00000365172,957.9307200000001
SARS-CoV2 orf8,9606.ENSP00000315386,932.470503
SARS-CoV2 orf8,9606.ENSP00000346635,991.893438
SARS-CoV2 orf8,9606.ENSP00000387050,722.5020159999999
SARS-CoV2 orf8,9606.ENSP00000380401,977.3004629999999
SARS-CoV2 orf8,9606.ENSP00000243776,989.068101
SARS-CoV2 orf8,9606.ENSP00000368318,727.51463
SARS-CoV2 orf8,9606.ENSP00000420608,723.777507
SARS-CoV2 orf8,9606.ENSP00000260118,877.1555549999999
SARS-CoV2 orf8,9606.ENSP00000317232,660.192254
SARS-CoV2 orf8,9606.ENSP00000185150,732.7239089999999
SARS-CoV2 orf8,9606.ENSP00000320936,800.84048
SARS-CoV2 orf8,9606.ENSP00000280700,993.2203509999999
SARS-CoV2 orf8,9606.ENSP00000429473,806.104461
SARS-CoV2 orf8,9606.ENSP00000247020,826.107348
SARS-CoV2 orf8,9606.ENSP00000364782,991.5611789999999
SARS-CoV2 orf8,9606.ENSP00000252809,985.884183
SARS-CoV2 orf8,9606.ENSP00000330433,966.748836
SARS-CoV2 orf8,9606.ENSP00000262455,706.328526
SARS-CoV2 orf8,9606.ENSP00000318147,818.34398
SARS-CoV2 orf8,9606.ENSP00000378294,967.517561
SARS-CoV2 orf8,9606.ENSP00000364902,879.6826450000001
SARS-CoV2 orf8,9606.ENSP00000355110,972.857922
SARS-CoV2 orf8,9606.ENSP00000322373,983.24168
SARS-CoV2 orf8,9606.ENSP00000247977,824.465649
SARS-CoV2 orf8,9606.ENSP00000365938,844.600144
SARS-CoV2 orf8,9606.ENSP00000035307,703.620586
SARS-CoV2 orf8,9606.ENSP00000284984,960.66367
SARS-CoV2 orf8,9606.ENSP00000480150,772.35306
SARS-CoV2 orf8,9606.ENSP00000413152,988.1345230000001
SARS-CoV2 orf9b,9606.ENSP00000262613,993.764827
SARS-CoV2 orf9b,9606.ENSP00000469240,948.289085
SARS-CoV2 orf9b,9606.ENSP00000481762,988.959751
SARS-CoV2 orf9b,9606.ENSP00000284320,978.100903
SARS-CoV2 orf9b,9606.ENSP00000377617,620.7149830000001
SARS-CoV2 orf9b,9606.ENSP00000411397,993.959488
SARS-CoV2 orf9b,9606.ENSP00000385751,994.04114
SARS-CoV2 orf9b,9606.ENSP00000359127,956.356188
SARS-CoV2 orf9b,9606.ENSP00000322524,753.716811
SARS-CoV2 orf9b,9606.ENSP00000483424,993.95635
SARS-CoV2 orf9b,9606.ENSP00000359216,991.125633
SARS-CoV2 orf9b,9606.ENSP00000338814,864.649763
SARS-CoV2 protein14,9606.ENSP00000479216,770.5667619999999
SARS-CoV2 protein14,9606.ENSP00000261789,600.007454
SARS-CoV2 protein14,9606.ENSP00000347206,804.405154
SARS-CoV2 protein14,9606.ENSP00000226760,955.124813
SARS-CoV2 protein14,9606.ENSP00000265471,619.1678350000001
SARS-CoV2 protein14,9606.ENSP00000278840,622.002064
SARS-CoV2 protein14,9606.ENSP00000382342,779.99958
SARS-CoV2 protein14,9606.ENSP00000355747,626.95908
SARS-CoV2 protein14,9606.ENSP00000296677,891.878677
SARS-CoV2 protein14,9606.ENSP00000356563,665.817298
SARS-CoV2 protein14,9606.ENSP00000421326,636.592014
SARS-CoV2 protein14,9606.ENSP00000355632,618.408319
SARS-CoV2 protein14,9606.ENSP00000265565,895.648601
SARS-CoV2 protein14,9606.ENSP00000308695,968.853805
SARS-CoV2 protein14,9606.ENSP00000226230,730.637585
SARS-CoV2 protein14,9606.ENSP00000415203,652.149596
SARS-CoV2 protein14,9606.ENSP00000368648,774.357796
SARS-CoV2 protein14,9606.ENSP00000385347,941.527935
SARS-CoV2 protein14,9606.ENSP00000340427,793.920345
SARS-CoV2 protein14,9606.ENSP00000387334,931.9859299999999
SARS-CoV2 protein14,9606.ENSP00000366157,612.32411
SARS-CoV2 protein14,9606.ENSP00000309432,731.626333
SARS-CoV2 protein14,9606.ENSP00000365725,638.512454
SARS-CoV2 protein14,9606.ENSP00000367880,746.326481
SARS-CoV2 protein14,9606.ENSP00000443291,734.768532
SARS-CoV2 protein14,9606.ENSP00000309430,647.089409
SARS-CoV2 protein14,9606.ENSP00000270517,776.412187
SARS-CoV2 protein14,9606.ENSP00000227525,613.856317
SARS-CoV2 protein14,9606.ENSP00000299626,796.6806720000001
SARS-CoV2 protein14,9606.ENSP00000473983,637.7217039999999
SARS-CoV2 protein14,9606.ENSP00000361499,621.618788
SARS-CoV2 protein14,9606.ENSP00000338165,751.831436
SARS-CoV2 protein14,9606.ENSP00000361207,722.254821
SARS-CoV2 protein14,9606.ENSP00000305664,625.331067
SARS-CoV2 protein14,9606.ENSP00000312618,720.456009
SARS-CoV2 protein14,9606.ENSP00000480798,980.637174
SARS-CoV2 protein14,9606.ENSP00000290649,647.187093
SARS-CoV2 protein14,9606.ENSP00000310260,610.231825
SARS-CoV2 protein14,9606.ENSP00000413908,992.3099579999999
SARS-CoV2 protein14,9606.ENSP00000260361,762.046149
SARS-CoV2 protein14,9606.ENSP00000359305,705.393478
SARS-CoV2 protein14,9606.ENSP00000276689,966.177822
