#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EPHB2	SRC	1856154	1853652	9606.ENSP00000363763	9606.ENSP00000350941	0	0	0	0.782	0.091	0.452	0.900	0.615	0.952
SRC	IGF1R	1853652	1845984	9606.ENSP00000350941	9606.ENSP00000268035	0	0	0	0.737	0.054	0.399	0.900	0.853	0.952
LYN	JAK2	1861765	1857411	9606.ENSP00000428924	9606.ENSP00000371067	0	0	0	0.719	0.137	0.360	0.900	0.723	0.952
FYN	EPHB3	1853081	1851430	9606.ENSP00000346671	9606.ENSP00000332118	0	0	0	0.771	0.091	0.452	0.900	0.568	0.952
ACTB	GSK3B	1853523	1850681	9606.ENSP00000349960	9606.ENSP00000324806	0	0	0	0	0.093	0.079	0.900	0.482	0.951
SRC	MET	1853652	1849944	9606.ENSP00000350941	9606.ENSP00000317272	0	0	0	0.714	0.099	0.398	0.900	0.630	0.951
MATK	KIT	1858261	1847112	9606.ENSP00000378485	9606.ENSP00000288135	0	0	0	0.705	0	0.381	0.900	0.790	0.950
JAK2	SRC	1857411	1853652	9606.ENSP00000371067	9606.ENSP00000350941	0	0	0	0.676	0.053	0.364	0.900	0.754	0.950
EPHA6	FGR	1857844	1856028	9606.ENSP00000374323	9606.ENSP00000363115	0	0	0	0.743	0.054	0.518	0.900	0	0.950
SYK	JAK1	1856371	1852670	9606.ENSP00000364898	9606.ENSP00000343204	0	0	0	0.675	0.106	0.414	0.900	0.429	0.950
JAK2	FYN	1857411	1853081	9606.ENSP00000371067	9606.ENSP00000346671	0	0	0	0.682	0.117	0.380	0.900	0.510	0.949
FYN	PDGFRB	1853081	1844996	9606.ENSP00000346671	9606.ENSP00000261799	0	0	0	0.671	0.052	0.407	0.900	0.519	0.949
FYN	BTK	1853081	1849039	9606.ENSP00000346671	9606.ENSP00000308176	0	0	0	0.863	0.064	0.451	0.900	0.608	0.948
LYN	KIT	1861765	1847112	9606.ENSP00000428924	9606.ENSP00000288135	0	0	0	0.695	0.053	0.360	0.900	0.736	0.948
SRC	CSK	1853652	1842776	9606.ENSP00000350941	9606.ENSP00000220003	0	0	0.511	0.885	0.052	0.402	0.900	0.937	0.948
HCK	SYK	1856392	1856371	9606.ENSP00000365012	9606.ENSP00000364898	0	0	0	0.730	0.262	0.170	0.900	0.777	0.947
SRC	BMX	1853652	1849112	9606.ENSP00000350941	9606.ENSP00000308774	0	0	0	0.837	0.064	0.451	0.900	0.403	0.947
SRC	EPHA4	1853652	1846745	9606.ENSP00000350941	9606.ENSP00000281821	0	0	0	0.784	0.091	0.422	0.900	0.366	0.947
FYN	CSK	1853081	1842776	9606.ENSP00000346671	9606.ENSP00000220003	0	0	0.512	0.877	0.052	0.381	0.900	0.889	0.946
PDGFRB	PDGFRA	1844996	1844502	9606.ENSP00000261799	9606.ENSP00000257290	0	0	0	0.923	0.185	0.360	0.900	0.823	0.946
SRC	EPHA3	1853652	1852002	9606.ENSP00000350941	9606.ENSP00000337451	0	0	0	0.780	0.091	0.422	0.900	0.336	0.946
LCK	KIT	1852042	1847112	9606.ENSP00000337825	9606.ENSP00000288135	0	0	0	0.694	0	0.360	0.900	0.660	0.946
JAK2	PDGFRB	1857411	1844996	9606.ENSP00000371067	9606.ENSP00000261799	0	0	0	0.616	0	0.360	0.900	0.541	0.946
IRAK1	MAP3K7	1855149	1855005	9606.ENSP00000358997	9606.ENSP00000358335	0	0	0	0.623	0.046	0.403	0.900	0.349	0.945
SRC	RET	1853652	1853238	9606.ENSP00000350941	9606.ENSP00000347942	0	0	0	0.732	0.056	0.394	0.900	0.453	0.945
TRIM17	PML	1847521	1845989	9606.ENSP00000295033	9606.ENSP00000268058	0	0	0	0	0.055	0	0.900	0.470	0.945
FYN	EPHA3	1853081	1852002	9606.ENSP00000346671	9606.ENSP00000337451	0	0	0	0.779	0.091	0.422	0.900	0.251	0.945
ITK	ZAP70	1860098	1845655	9606.ENSP00000398655	9606.ENSP00000264972	0	0	0	0.691	0.206	0.170	0.900	0.793	0.945
LCK	CSK	1852042	1842776	9606.ENSP00000337825	9606.ENSP00000220003	0	0	0.506	0.887	0.084	0.360	0.900	0.812	0.945
IFNB1	JAK1	1857184	1852670	9606.ENSP00000369581	9606.ENSP00000343204	0	0	0	0	0	0	0.900	0.477	0.945
JAK3	LCK	1859586	1852042	9606.ENSP00000391676	9606.ENSP00000337825	0	0	0	0.704	0.053	0.360	0.900	0.529	0.944
EPHB2	YES1	1856154	1850671	9606.ENSP00000363763	9606.ENSP00000324740	0	0	0	0.782	0.091	0.422	0.900	0.167	0.944
TEC	KIT	1857391	1847112	9606.ENSP00000370912	9606.ENSP00000288135	0	0	0	0.649	0	0.360	0.900	0.468	0.943
KDR	FLT4	1845437	1845029	9606.ENSP00000263923	9606.ENSP00000261937	0	0	0	0.920	0.053	0.407	0.900	0.931	0.943
FYN	KDR	1853081	1845437	9606.ENSP00000346671	9606.ENSP00000263923	0	0	0	0.670	0.052	0.380	0.900	0.375	0.943
JAK2	YES1	1857411	1850671	9606.ENSP00000371067	9606.ENSP00000324740	0	0	0	0.678	0.053	0.407	0.900	0.197	0.942
LYN	CSK	1861765	1842776	9606.ENSP00000428924	9606.ENSP00000220003	0	0	0.496	0.878	0.053	0.360	0.900	0.630	0.942
FYN	KIT	1853081	1847112	9606.ENSP00000346671	9606.ENSP00000288135	0	0	0	0.684	0	0.360	0.900	0.454	0.942
ITK	SRC	1860098	1853652	9606.ENSP00000398655	9606.ENSP00000350941	0	0	0	0.854	0.064	0.387	0.900	0.552	0.942
FLT1	FLT4	1846791	1845029	9606.ENSP00000282397	9606.ENSP00000261937	0	0	0	0.898	0.053	0.380	0.900	0.832	0.941
FYN	EPHA8	1853081	1842296	9606.ENSP00000346671	9606.ENSP00000166244	0	0	0	0.764	0.054	0.410	0.900	0.202	0.941
YES1	PDGFRB	1850671	1844996	9606.ENSP00000324740	9606.ENSP00000261799	0	0	0	0.668	0.052	0.380	0.900	0.279	0.941
JAK3	JAK1	1859586	1852670	9606.ENSP00000391676	9606.ENSP00000343204	0	0	0	0.898	0.078	0.360	0.900	0.886	0.941
SP100	TRIM21	1852651	1844293	9606.ENSP00000343023	9606.ENSP00000254436	0	0	0	0	0.172	0	0.900	0.337	0.940
ABL1	SRC	1855665	1853652	9606.ENSP00000361423	9606.ENSP00000350941	0	0	0	0.896	0.053	0.360	0.900	0.894	0.940
LIMK2	LIMK1	1852270	1851917	9606.ENSP00000339916	9606.ENSP00000336740	0	0	0	0.951	0	0.407	0.900	0.860	0.940
MAP3K7	RIPK1	1855005	1844726	9606.ENSP00000358335	9606.ENSP00000259808	0	0	0	0.637	0.068	0.360	0.900	0.253	0.940
FGR	CSK	1856028	1842776	9606.ENSP00000363115	9606.ENSP00000220003	0	0	0	0.878	0.052	0.375	0.900	0.617	0.940
LYN	BTK	1861765	1849039	9606.ENSP00000428924	9606.ENSP00000308176	0	0	0	0.877	0.054	0.360	0.900	0.830	0.940
EPHB2	ABL1	1856154	1855665	9606.ENSP00000363763	9606.ENSP00000361423	0	0	0	0.665	0.073	0.644	0.800	0.503	0.939
JAK1	TYK2	1852670	1845624	9606.ENSP00000343204	9606.ENSP00000264818	0	0	0	0.936	0.051	0.360	0.900	0.952	0.938
JAK3	TYK2	1859586	1845624	9606.ENSP00000391676	9606.ENSP00000264818	0	0	0	0.875	0.053	0.329	0.900	0.834	0.938
HCK	CSK	1856392	1842776	9606.ENSP00000365012	9606.ENSP00000220003	0	0	0	0.878	0.053	0.360	0.900	0.574	0.938
JAK1	PDGFRA	1852670	1844502	9606.ENSP00000343204	9606.ENSP00000257290	0	0	0	0.619	0	0.360	0.900	0.223	0.938
MAP3K7	RIPK2	1855005	1842798	9606.ENSP00000358335	9606.ENSP00000220751	0	0	0	0.656	0	0.360	0.900	0.204	0.937
EPHB6	EPHB4	1858055	1853646	9606.ENSP00000376684	9606.ENSP00000350896	0	0	0	0.921	0	0.360	0.900	0.842	0.937
JAK2	TEC	1857411	1857391	9606.ENSP00000371067	9606.ENSP00000370912	0	0	0	0.663	0.055	0.360	0.900	0.182	0.937
ACTA1	KDR	1854428	1845437	9606.ENSP00000355645	9606.ENSP00000263923	0	0	0	0	0.054	0.079	0.900	0.364	0.937
HCK	ABL1	1856392	1855665	9606.ENSP00000365012	9606.ENSP00000361423	0	0	0	0.895	0	0.360	0.900	0.500	0.936
ACTG2	ACTA2	1847542	1843003	9606.ENSP00000295137	9606.ENSP00000224784	0	0	0	0.990	0.389	0	0.900	0.528	0.936
ABL2	ABL1	1861715	1855665	9606.ENSP00000427562	9606.ENSP00000361423	0	0	0	0.933	0	0.360	0.900	0.658	0.936
HCK	SRC	1856392	1853652	9606.ENSP00000365012	9606.ENSP00000350941	0	0	0	0.962	0	0.360	0.900	0.736	0.935
LYN	LCK	1861765	1852042	9606.ENSP00000428924	9606.ENSP00000337825	0	0	0.525	0.974	0.055	0.349	0.900	0.786	0.935
SRC	FYN	1853652	1853081	9606.ENSP00000350941	9606.ENSP00000346671	0	0	0.527	0.977	0	0.360	0.900	0.930	0.935
LYN	SRC	1861765	1853652	9606.ENSP00000428924	9606.ENSP00000350941	0	0	0.526	0.961	0	0.349	0.900	0.894	0.935
EPHB1	EPHB6	1858556	1858055	9606.ENSP00000381097	9606.ENSP00000376684	0	0	0	0.948	0	0.360	0.900	0.774	0.935
ACTA1	SRC	1854428	1853652	9606.ENSP00000355645	9606.ENSP00000350941	0	0	0	0	0.054	0.079	0.900	0.337	0.934
LYN	TEC	1861765	1857391	9606.ENSP00000428924	9606.ENSP00000370912	0	0	0	0.871	0.043	0.360	0.900	0.194	0.934
JAK3	JAK2	1859586	1857411	9606.ENSP00000391676	9606.ENSP00000371067	0	0	0	0.951	0.068	0.329	0.900	0.821	0.934
FGR	SRC	1856028	1853652	9606.ENSP00000363115	9606.ENSP00000350941	0	0	0	0.975	0	0.360	0.900	0.703	0.934
MAP3K7	ERC1	1855005	1854082	9606.ENSP00000358335	9606.ENSP00000354158	0	0	0	0	0.063	0.336	0.900	0.066	0.934
SP100	TRIM17	1852651	1847521	9606.ENSP00000343023	9606.ENSP00000295033	0	0	0	0	0.067	0	0.900	0.345	0.933
JAK3	SYK	1859586	1856371	9606.ENSP00000391676	9606.ENSP00000364898	0	0	0	0.683	0.133	0.170	0.900	0.485	0.933
FYN	YES1	1853081	1850671	9606.ENSP00000346671	9606.ENSP00000324740	0	0	0	0.980	0	0.359	0.900	0.551	0.933
ABL1	EPHA3	1855665	1852002	9606.ENSP00000361423	9606.ENSP00000337451	0	0	0	0.662	0.073	0.647	0.800	0.190	0.932
ITK	SYK	1860098	1856371	9606.ENSP00000398655	9606.ENSP00000364898	0	0	0	0.698	0.107	0.170	0.900	0.567	0.932
ITK	BTK	1860098	1849039	9606.ENSP00000398655	9606.ENSP00000308176	0	0	0	0.955	0	0.324	0.900	0.699	0.931
TEC	BTK	1857391	1849039	9606.ENSP00000370912	9606.ENSP00000308176	0	0	0	0.962	0.052	0.324	0.900	0.486	0.931
EPHA7	EPHA2	1854997	1853684	9606.ENSP00000358309	9606.ENSP00000351209	0	0	0	0.954	0	0.324	0.900	0.600	0.931
EPHB1	FYN	1858556	1853081	9606.ENSP00000381097	9606.ENSP00000346671	0	0	0	0.779	0.169	0.179	0.900	0.322	0.930
FYN	JAK1	1853081	1852670	9606.ENSP00000346671	9606.ENSP00000343204	0	0	0	0.690	0.223	0.072	0.900	0.405	0.930
ACTR2	EPHB2	1856793	1856154	9606.ENSP00000367220	9606.ENSP00000363763	0	0	0	0	0.054	0.079	0.900	0.301	0.930
ACTA1	FLT1	1854428	1846791	9606.ENSP00000355645	9606.ENSP00000282397	0	0	0	0	0.054	0.079	0.900	0.282	0.929
EPHA2	SRC	1853684	1853652	9606.ENSP00000351209	9606.ENSP00000350941	0	0	0	0.776	0.073	0.179	0.900	0.690	0.929
ABL1	PDGFRB	1855665	1844996	9606.ENSP00000361423	9606.ENSP00000261799	0	0	0	0.625	0.049	0.069	0.900	0.726	0.929
SRC	ZAP70	1853652	1845655	9606.ENSP00000350941	9606.ENSP00000264972	0	0	0	0.766	0.053	0.170	0.900	0.733	0.928
TEC	SYK	1857391	1856371	9606.ENSP00000370912	9606.ENSP00000364898	0	0	0	0.695	0.072	0.170	0.900	0.494	0.928
SYK	TXK	1856371	1845522	9606.ENSP00000364898	9606.ENSP00000264316	0	0	0	0.711	0.112	0.170	0.900	0.382	0.928
MLKL	RIPK1	1849061	1844726	9606.ENSP00000308351	9606.ENSP00000259808	0	0	0	0.643	0.106	0	0.900	0.671	0.928
FGR	ZAP70	1856028	1845655	9606.ENSP00000363115	9606.ENSP00000264972	0	0	0	0.734	0.098	0.170	0.900	0.425	0.927
LYN	ZAP70	1861765	1845655	9606.ENSP00000428924	9606.ENSP00000264972	0	0	0	0.766	0.055	0.170	0.900	0.668	0.927
IFNB1	ACTB	1857184	1853523	9606.ENSP00000369581	9606.ENSP00000349960	0	0	0	0	0	0	0.900	0.304	0.927
FYN	GSK3B	1853081	1850681	9606.ENSP00000346671	9606.ENSP00000324806	0	0	0	0.622	0.117	0.096	0.900	0.415	0.926
EPHA7	EPHA3	1854997	1852002	9606.ENSP00000358309	9606.ENSP00000337451	0	0	0	0.974	0.046	0.285	0.900	0.553	0.926
SRC	FLT4	1853652	1845029	9606.ENSP00000350941	9606.ENSP00000261937	0	0	0	0.671	0.052	0.071	0.900	0.731	0.926
HCK	ZAP70	1856392	1845655	9606.ENSP00000365012	9606.ENSP00000264972	0	0	0	0.766	0.095	0.170	0.900	0.450	0.926
SRC	EPHA1	1853652	1846459	9606.ENSP00000350941	9606.ENSP00000275815	0	0	0	0.770	0.073	0.179	0.900	0.463	0.925
ITK	TXK	1860098	1845522	9606.ENSP00000398655	9606.ENSP00000264316	0	0	0	0.958	0.264	0	0.900	0.754	0.925
LYN	HCK	1861765	1856392	9606.ENSP00000428924	9606.ENSP00000365012	0	0	0	0.979	0.274	0	0.900	0.823	0.925
FYN	EPHA1	1853081	1846459	9606.ENSP00000346671	9606.ENSP00000275815	0	0	0	0.769	0.073	0.179	0.900	0.385	0.924
EPHB1	SRC	1858556	1853652	9606.ENSP00000381097	9606.ENSP00000350941	0	0	0	0.778	0.091	0.179	0.900	0.338	0.924
EPHB2	FYN	1856154	1853081	9606.ENSP00000363763	9606.ENSP00000346671	0	0	0	0.780	0.091	0.179	0.900	0.281	0.923
EPHA2	FYN	1853684	1853081	9606.ENSP00000351209	9606.ENSP00000346671	0	0	0	0.775	0.073	0.179	0.900	0.325	0.922
EPHB6	FYN	1858055	1853081	9606.ENSP00000376684	9606.ENSP00000346671	0	0	0	0.703	0.054	0.117	0.900	0.515	0.922
EPHB1	FGR	1858556	1856028	9606.ENSP00000381097	9606.ENSP00000363115	0	0	0	0.760	0.121	0.179	0.900	0.090	0.922
ITK	FGR	1860098	1856028	9606.ENSP00000398655	9606.ENSP00000363115	0	0	0	0.855	0.090	0.178	0.900	0.313	0.922
SRC	EPHA5	1853652	1846339	9606.ENSP00000350941	9606.ENSP00000273854	0	0	0	0.780	0.091	0.179	0.900	0.225	0.922
ACTA1	FLT4	1854428	1845029	9606.ENSP00000355645	9606.ENSP00000261937	0	0	0	0	0.054	0.079	0.900	0.201	0.921
FYN	EPHA5	1853081	1846339	9606.ENSP00000346671	9606.ENSP00000273854	0	0	0	0.778	0.091	0.179	0.900	0.204	0.921
SRC	FLT1	1853652	1846791	9606.ENSP00000350941	9606.ENSP00000282397	0	0	0	0.670	0.052	0.071	0.900	0.554	0.921
YES1	KIT	1850671	1847112	9606.ENSP00000324740	9606.ENSP00000288135	0	0	0	0.682	0	0.194	0.900	0.220	0.921
PML	TRIM21	1845989	1844293	9606.ENSP00000268058	9606.ENSP00000254436	0	0	0	0	0.113	0	0.900	0.182	0.921
EPHA7	SRC	1854997	1853652	9606.ENSP00000358309	9606.ENSP00000350941	0	0	0	0.777	0.091	0.179	0.900	0.203	0.921
EPHA7	FYN	1854997	1853081	9606.ENSP00000358309	9606.ENSP00000346671	0	0	0	0.776	0.091	0.179	0.900	0.205	0.921
FGR	EPHA3	1856028	1852002	9606.ENSP00000363115	9606.ENSP00000337451	0	0	0	0.761	0.091	0.179	0.900	0.135	0.920
EPHB2	FGR	1856154	1856028	9606.ENSP00000363763	9606.ENSP00000363115	0	0	0	0.761	0.091	0.179	0.900	0.130	0.920
EPHA3	YES1	1852002	1850671	9606.ENSP00000337451	9606.ENSP00000324740	0	0	0	0.777	0.091	0.179	0.900	0.132	0.920
FGR	EPHA5	1856028	1846339	9606.ENSP00000363115	9606.ENSP00000273854	0	0	0	0.765	0.091	0.179	0.900	0.100	0.920
EPHB3	YES1	1851430	1850671	9606.ENSP00000332118	9606.ENSP00000324740	0	0	0	0.772	0.091	0.179	0.900	0.106	0.920
EPHA2	YES1	1853684	1850671	9606.ENSP00000351209	9606.ENSP00000324740	0	0	0	0.772	0.073	0.179	0.900	0.185	0.920
YES1	EPHA4	1850671	1846745	9606.ENSP00000324740	9606.ENSP00000281821	0	0	0	0.778	0.091	0.179	0.900	0.100	0.919
FYN	BMX	1853081	1849112	9606.ENSP00000346671	9606.ENSP00000308774	0	0	0	0.839	0.064	0.178	0.900	0.288	0.919
FGR	EPHA1	1856028	1846459	9606.ENSP00000363115	9606.ENSP00000275815	0	0	0	0.757	0.073	0.179	0.900	0.166	0.919
LYN	FGR	1861765	1856028	9606.ENSP00000428924	9606.ENSP00000363115	0	0	0	0.959	0.199	0	0.900	0.788	0.919
FGR	EPHA2	1856028	1853684	9606.ENSP00000363115	9606.ENSP00000351209	0	0	0	0.757	0.073	0.179	0.900	0.171	0.919
FGR	EPHA4	1856028	1846745	9606.ENSP00000363115	9606.ENSP00000281821	0	0	0	0.754	0.091	0.179	0.900	0.089	0.919
EPHA7	YES1	1854997	1850671	9606.ENSP00000358309	9606.ENSP00000324740	0	0	0	0.774	0.091	0.179	0.900	0.088	0.919
SYK	YES1	1856371	1850671	9606.ENSP00000364898	9606.ENSP00000324740	0	0	0	0.722	0.053	0.170	0.900	0.252	0.919
YES1	EPHA5	1850671	1846339	9606.ENSP00000324740	9606.ENSP00000273854	0	0	0	0.777	0.091	0.179	0.900	0.097	0.919
FGR	EPHA7	1856028	1854997	9606.ENSP00000363115	9606.ENSP00000358309	0	0	0	0.757	0.091	0.179	0.900	0.085	0.919
EPHB1	YES1	1858556	1850671	9606.ENSP00000381097	9606.ENSP00000324740	0	0	0	0.779	0.091	0.179	0.900	0.085	0.919
SYK	BLK	1856371	1844665	9606.ENSP00000364898	9606.ENSP00000259089	0	0	0	0.729	0	0.170	0.900	0.304	0.919
EPHB2	ACTB	1856154	1853523	9606.ENSP00000363763	9606.ENSP00000349960	0	0	0	0	0.054	0.079	0.900	0.182	0.919
JAK3	FYN	1859586	1853081	9606.ENSP00000391676	9606.ENSP00000346671	0	0	0	0.691	0.079	0.072	0.900	0.423	0.918
LYN	EPHA4	1861765	1846745	9606.ENSP00000428924	9606.ENSP00000281821	0	0	0	0.786	0.054	0.117	0.900	0.492	0.918
YES1	EPHA1	1850671	1846459	9606.ENSP00000324740	9606.ENSP00000275815	0	0	0	0.767	0.073	0.179	0.900	0.115	0.918
EPHB1	EPHA4	1858556	1846745	9606.ENSP00000381097	9606.ENSP00000281821	0	0	0	0.967	0.085	0.162	0.900	0.676	0.918
YES1	ZAP70	1850671	1845655	9606.ENSP00000324740	9606.ENSP00000264972	0	0	0	0.748	0.053	0.170	0.900	0.158	0.917
ACTR2	PDGFRB	1856793	1844996	9606.ENSP00000367220	9606.ENSP00000261799	0	0	0	0	0.054	0.079	0.900	0.166	0.917
ITK	YES1	1860098	1850671	9606.ENSP00000398655	9606.ENSP00000324740	0	0	0	0.857	0.064	0.178	0.900	0.171	0.917
ZAP70	BLK	1845655	1844665	9606.ENSP00000264972	9606.ENSP00000259089	0	0	0	0.764	0	0.170	0.900	0.229	0.917
YES1	BMX	1850671	1849112	9606.ENSP00000324740	9606.ENSP00000308774	0	0	0	0.825	0.064	0.178	0.900	0.137	0.917
LYN	EPHB1	1861765	1858556	9606.ENSP00000428924	9606.ENSP00000381097	0	0	0	0.784	0.127	0.117	0.900	0.114	0.917
EPHB1	ACTR2	1858556	1856793	9606.ENSP00000381097	9606.ENSP00000367220	0	0	0	0	0.084	0.079	0.900	0.124	0.916
EPHB4	ACTB	1853646	1853523	9606.ENSP00000350896	9606.ENSP00000349960	0	0	0	0	0.054	0.079	0.900	0.158	0.916
