NON-WEIGHTED Betweenness Centrality of Human PPI network (selection of links with score > 400)
node,BC
9606.ENSP00000223023,0.0005366541319625405
9606.ENSP00000351926,0.0003443706069674712
9606.ENSP00000381293,0.000559582595147912
9606.ENSP00000354850,0.00017353229161592147
9606.ENSP00000225719,6.15371163218486e-05
9606.ENSP00000391826,0.0004282940857027576
9606.ENSP00000371394,6.173981849816685e-05
9606.ENSP00000217131,0.0002425989689677388
9606.ENSP00000431445,0.00026212443150603986
9606.ENSP00000441543,0.004790332727596456
9606.ENSP00000356236,0.0001740454196304671
9606.ENSP00000347244,0.000168610828440372
9606.ENSP00000393313,6.006804544163947e-05
9606.ENSP00000236671,0.0004904955285905465
9606.ENSP00000484060,0.00018558338890959955
9606.ENSP00000304422,2.8145957729427587e-06
9606.ENSP00000011653,0.00024089781551809824
9606.ENSP00000250244,7.494815451411091e-05
9606.ENSP00000409667,0.0003130450040705649
9606.ENSP00000243298,9.697505111130831e-05
9606.ENSP00000348602,0.0003142268347767355
9606.ENSP00000279281,5.284777033428217e-05
9606.ENSP00000310832,1.4007407128002289e-05
9606.ENSP00000345195,0.0002264000446722926
9606.ENSP00000263904,9.05039867667318e-05
9606.ENSP00000294742,0.0001238508171680937
9606.ENSP00000302728,0.00037622312459852206
9606.ENSP00000303522,0.00024595404033805955
9606.ENSP00000306157,0.00027319124715935835
9606.ENSP00000313391,0.0001300680618770337
9606.ENSP00000349824,8.392541761706241e-05
9606.ENSP00000366746,0.00011607198940132139
9606.ENSP00000384615,9.881785031882441e-05
9606.ENSP00000247461,0.001049630913405759
9606.ENSP00000003084,0.0013925630837496937
9606.ENSP00000317332,7.573379000786284e-05
9606.ENSP00000362480,0.00015688878544672707
9606.ENSP00000324419,9.030587246148854e-05
9606.ENSP00000447730,0.00022422913394447394
9606.ENSP00000316454,3.073011694067998e-05
9606.ENSP00000413625,0.00015734748517141968
9606.ENSP00000218516,0.00021384303002278977
9606.ENSP00000259711,4.586863844731339e-05
9606.ENSP00000363229,0.00024651515062140017
9606.ENSP00000369647,0.0006698713047177934
9606.ENSP00000311300,3.3831614188285315e-05
9606.ENSP00000317955,0.00017451374534344818
9606.ENSP00000005340,0.0004915568356813244
9606.ENSP00000316779,0.00037142874086031324
9606.ENSP00000299138,0.00030041826091120247
9606.ENSP00000324628,0.00011596420220616542
9606.ENSP00000462333,3.5774335045412624e-05
9606.ENSP00000320117,0.00018360971129008707
9606.ENSP00000263816,0.00028498260766306833
9606.ENSP00000264033,0.00040473796141625944
9606.ENSP00000380921,0.0003105246178441018
9606.ENSP00000305372,0.000353595398589288
9606.ENSP00000444957,0.00012559916391028435
9606.ENSP00000261889,8.117849818514877e-05
9606.ENSP00000264914,9.962883554976538e-05
9606.ENSP00000357307,0.00016724071715337665
9606.ENSP00000314499,0.0007559002701303943
9606.ENSP00000302665,0.0009681375105574094
9606.ENSP00000272322,8.591007784335012e-05
9606.ENSP00000392065,6.576565290973405e-05
9606.ENSP00000258145,0.0001136406431607434
9606.ENSP00000341737,6.157491814952374e-05
9606.ENSP00000360183,0.0001538687498324696
9606.ENSP00000312946,2.978902207791489e-05
9606.ENSP00000262139,3.4313662881503006e-05
9606.ENSP00000349437,0.0005029448256563104
9606.ENSP00000473001,0.00010727193627968269
9606.ENSP00000275493,0.0061724390044418705
9606.ENSP00000353224,0.0009020366014447091
9606.ENSP00000349305,9.251731308741179e-05
9606.ENSP00000263270,0.00017073249620477079
9606.ENSP00000479606,0.0007959466853855253
9606.ENSP00000360798,0.00030971318893597394
9606.ENSP00000376024,0.00021780720943768606
9606.ENSP00000376792,0.00010367384343547346
9606.ENSP00000385834,0.00023440363906932556
9606.ENSP00000333769,0.00027564619195990565
9606.ENSP00000258301,0.0001556652830078058
9606.ENSP00000401435,6.520131193236541e-05
9606.ENSP00000377015,0.00025721409904107305
9606.ENSP00000265970,0.00027575274480849866
9606.ENSP00000351805,0.0005749976029218989
9606.ENSP00000454071,0.0005194219861070987
9606.ENSP00000262640,0.0002743654259908971
9606.ENSP00000362656,4.2690319766076336e-05
9606.ENSP00000264634,0.0005038869058127882
9606.ENSP00000247933,2.970560616565694e-05
9606.ENSP00000482826,6.169215480170065e-05
9606.ENSP00000273047,0.0009182578158665051
9606.ENSP00000292807,0.0002860239942958926
9606.ENSP00000217423,4.7393595130280965e-05
9606.ENSP00000362639,3.155302184350858e-05
9606.ENSP00000356705,0.00014846436474690201
9606.ENSP00000369318,8.212592893602964e-05
9606.ENSP00000261205,0.0005230557694306189
9606.ENSP00000360154,0.0003662868598987394
9606.ENSP00000265062,0.0009801003108877886
9606.ENSP00000272190,0.00034455582206008295
9606.ENSP00000305692,0.00021698806595106112
9606.ENSP00000263864,0.0004949379425481614
9606.ENSP00000483552,0.0005049248952873056
9606.ENSP00000480853,0.00015604539456820938
9606.ENSP00000370719,0.0003068930982505729
9606.ENSP00000304697,0.003717695193169
9606.ENSP00000355651,0.0001375422520826981
9606.ENSP00000462729,6.135540098100849e-05
9606.ENSP00000345672,0.0003045843600807167
9606.ENSP00000262942,0.0003227982173845751
9606.ENSP00000242285,0.0002627821487854402
9606.ENSP00000331201,0.000320467475646268
9606.ENSP00000340409,0.00011819612205000668
9606.ENSP00000388107,0.006479652474203576
9606.ENSP00000314606,2.0347890600843822e-05
9606.ENSP00000054666,0.0002353519608002185
9606.ENSP00000373905,0.00029641930474100687
9606.ENSP00000327694,0.00023405852776367856
9606.ENSP00000406209,0.00010912570266890235
9606.ENSP00000445052,2.9259614308496506e-05
9606.ENSP00000386456,8.067911137054384e-05
9606.ENSP00000393559,6.765257630398757e-05
9606.ENSP00000409952,0.00015028971247885983
9606.ENSP00000450857,0.00019165936119331232
9606.ENSP00000377275,0.00035478249017759555
9606.ENSP00000434034,0.0001800963224237852
9606.ENSP00000300692,0.00020063909683366843
9606.ENSP00000399745,0.0003231642787241195
9606.ENSP00000336747,0.0001309664077739617
9606.ENSP00000256997,3.65065641478198e-05
9606.ENSP00000440945,0.00011421402812774887
9606.ENSP00000320543,8.461627069650813e-05
9606.ENSP00000236192,0.00021884265320591594
9606.ENSP00000265171,0.004070522686082993
9606.ENSP00000264382,8.546981439047813e-05
9606.ENSP00000263238,0.00024563363278830085
9606.ENSP00000479762,0.0003780410321805406
9606.ENSP00000367459,0.00026288008972286337
9606.ENSP00000269886,0.00014656412204200634
9606.ENSP00000320866,0.0004769144662604704
9606.ENSP00000299314,3.2529582370399944e-05
9606.ENSP00000367220,0.0006579356789122614
9606.ENSP00000263354,0.00017955579816932756
9606.ENSP00000318165,0.00021848577158605653
9606.ENSP00000345344,0.00010237973407196794
9606.ENSP00000256637,0.0002068676827704785
9606.ENSP00000360076,0.000167420339426204
9606.ENSP00000400459,0.00026069390247222157
9606.ENSP00000320092,0.0001520811768064509
9606.ENSP00000185150,0.0001739141666003334
9606.ENSP00000403701,0.0038380734430803675
9606.ENSP00000377664,0.00020759212110910654
9606.ENSP00000272317,0.005620685185046364
9606.ENSP00000337053,0.00012951955388233348
9606.ENSP00000379680,6.0787611664049006e-05
9606.ENSP00000362469,0.0002398268085101543
9606.ENSP00000394863,0.0002236386341367653
9606.ENSP00000225927,5.009790126233458e-05
9606.ENSP00000378394,0.00024443330087965047
9606.ENSP00000409581,0.004155733059532089
9606.ENSP00000295685,0.00016489430974588336
9606.ENSP00000259253,4.6647164526330266e-05
9606.ENSP00000432083,0.002091748774740406
9606.ENSP00000369081,0.00012777606319614088
9606.ENSP00000362014,0.00046117165372532113
9606.ENSP00000420127,0.000111920772903361
9606.ENSP00000222219,2.8146855559084544e-05
9606.ENSP00000387282,0.0002943909407001075
9606.ENSP00000314214,0.0005071065625698113
9606.ENSP00000221957,2.982629350300881e-05
9606.ENSP00000217971,0.00022488628291409334
9606.ENSP00000393776,0.0001326099614410251
9606.ENSP00000309415,0.0001798575807385937
9606.ENSP00000386443,0.0004397748384476936
9606.ENSP00000388996,0.00020231662552097849
9606.ENSP00000365745,0.0003618939574491094
9606.ENSP00000391942,0.00024666433785800265
9606.ENSP00000263246,0.00011438953717193336
9606.ENSP00000388169,0.00010565821468623417
9606.ENSP00000228825,0.00028833253103693966
9606.ENSP00000408411,0.00021996784281958024
9606.ENSP00000249647,0.00026283021059675794
9606.ENSP00000275300,3.94741491331113e-05
9606.ENSP00000441158,0.00031021883803799297
9606.ENSP00000264896,0.0001302072401290178
9606.ENSP00000360108,0.0004331165789543031
9606.ENSP00000419422,0.00032932549070914974
9606.ENSP00000001008,0.0001394863890640195
9606.ENSP00000350815,0.0001429816701394176
9606.ENSP00000270538,0.00010399445056901059
9606.ENSP00000383063,0.00011703461676916705
9606.ENSP00000431512,6.718628224023255e-05
9606.ENSP00000231509,0.0006029864849529773
9606.ENSP00000242465,9.61721008326491e-05
9606.ENSP00000340820,0.00044872803605801385
9606.ENSP00000362680,0.004441014402952486
9606.ENSP00000292169,5.880318264432614e-05
9606.ENSP00000419425,0.00012641826485563536
9606.ENSP00000254322,7.206268322840688e-05
9606.ENSP00000216479,0.00010967561430474312
9606.ENSP00000319255,3.760072980838528e-05
9606.ENSP00000356354,9.067540646820161e-05
9606.ENSP00000242057,0.0002180398656657128
9606.ENSP00000012443,0.00010262866420224779
9606.ENSP00000225174,0.0002235680577658551
9606.ENSP00000380489,9.89675040321604e-05
9606.ENSP00000405330,0.0027727480812326844
9606.ENSP00000366863,3.8227709280341984e-05
9606.ENSP00000357697,4.6084970712857475e-05
9606.ENSP00000216218,2.6173574056290196e-05
9606.ENSP00000370201,0.00018346173809706383
9606.ENSP00000296464,0.0001825522106125991
9606.ENSP00000359385,0.0001427663605407604
9606.ENSP00000331504,0.00010749856469430228
9606.ENSP00000263918,0.00010225048202583168
9606.ENSP00000406463,7.039365450963565e-05
9606.ENSP00000370343,0.0002869646963541171
9606.ENSP00000368632,0.0006810511538818304
9606.ENSP00000357709,9.148721793785141e-05
9606.ENSP00000262719,6.969494927757999e-05
9606.ENSP00000361458,0.00011129572907658385
9606.ENSP00000296161,0.00014767621860053596
9606.ENSP00000360316,3.2029717342247094e-05
9606.ENSP00000367972,2.820170391571191e-05
9606.ENSP00000444810,0.0001085464251917387
9606.ENSP00000367208,0.00013919456640731453
9606.ENSP00000454207,0.0001548252309115899
9606.ENSP00000306614,9.513188399925732e-05
9606.ENSP00000355231,0.0007211226892286382
9606.ENSP00000369042,4.8078215938178996e-05
9606.ENSP00000356155,6.761279496040764e-05
9606.ENSP00000398523,0.0001375435598716052
9606.ENSP00000217244,0.0005910569459656498
9606.ENSP00000370737,9.829850608267685e-05
9606.ENSP00000369915,4.964334451822964e-05
9606.ENSP00000364802,0.00035733424969192735
9606.ENSP00000400433,0.00011638505033914395
9606.ENSP00000303754,0.00011430579947861758
9606.ENSP00000444986,0.00021655955731212365
9606.ENSP00000284320,0.0001368600210973857
9606.ENSP00000441755,1.900389831723695e-05
9606.ENSP00000221566,4.893604674582997e-05
9606.ENSP00000463027,5.711855046362834e-05
9606.ENSP00000286091,5.689393765579212e-05
9606.ENSP00000479598,4.3619017635666585e-05
9606.ENSP00000479618,0.004996748067009695
9606.ENSP00000387365,0.0002392000280201081
9606.ENSP00000222005,0.0001317415111107791
9606.ENSP00000378199,0.00044389784999583225
9606.ENSP00000369027,7.877783429643644e-05
9606.ENSP00000355028,0.00013943865470871192
9606.ENSP00000258770,3.3241791031144866e-05
9606.ENSP00000267953,6.733229210181727e-05
9606.ENSP00000473172,0.0006386984202026287
9606.ENSP00000303057,1.051880261211191e-05
9606.ENSP00000352603,0.00015036315898331716
9606.ENSP00000358635,0.0002546420767991699
9606.ENSP00000215832,0.003476605327795211
9606.ENSP00000272233,0.000399401959446692
9606.ENSP00000299767,0.0007112843576720163
9606.ENSP00000311857,8.300459293478872e-05
9606.ENSP00000482075,0.000305680295832176
9606.ENSP00000247970,0.00020424196024904954
9606.ENSP00000322396,0.0002817897484757757
9606.ENSP00000430598,4.080198829574006e-05
9606.ENSP00000269305,0.015598413900450485
9606.ENSP00000286175,0.0001441870653663035
9606.ENSP00000356652,0.00011263060406508601
9606.ENSP00000371084,0.0001977017468861553
9606.ENSP00000298248,5.008446837874288e-05
9606.ENSP00000231238,8.909505008225754e-05
9606.ENSP00000261037,9.941773332650343e-05
9606.ENSP00000362803,6.892756039354454e-05
9606.ENSP00000266556,3.268848970788621e-05
9606.ENSP00000452871,0.00017341839713776337
9606.ENSP00000362773,8.105690435741207e-05
9606.ENSP00000352208,7.072263298422387e-05
9606.ENSP00000302961,0.0018799260277079651
9606.ENSP00000335153,0.004228438540306036
9606.ENSP00000318687,7.850391287703173e-05
9606.ENSP00000360609,0.0006073873352699607
9606.ENSP00000361066,0.0003297827765644261
9606.ENSP00000317985,0.00011069071718861176
9606.ENSP00000306512,0.0016074840393075175
9606.ENSP00000261254,0.00017171186455452417
9606.ENSP00000420514,3.461185765851996e-05
9606.ENSP00000286371,0.00011449621899209746
9606.ENSP00000299886,0.00018526307113118543
9606.ENSP00000377970,4.682887453734819e-05
9606.ENSP00000351646,0.00013860110135164485
9606.ENSP00000385824,0.0003497322986751488
9606.ENSP00000371070,0.00010621492416526211
9606.ENSP00000246957,0.00017550910817919576
9606.ENSP00000385385,0.0002038883278009168
9606.ENSP00000369643,9.307969696005718e-05
9606.ENSP00000298832,9.677241924310153e-05
9606.ENSP00000348521,4.78194758475554e-05
9606.ENSP00000383003,0.000248256498392183
9606.ENSP00000220592,0.0003168062041347512
9606.ENSP00000354558,0.0014458190842571805
9606.ENSP00000364016,0.00024929680272676037
9606.ENSP00000380697,0.0002838198350625685
9606.ENSP00000263253,0.0031978111414151674
9606.ENSP00000250448,0.00015132160163770897
9606.ENSP00000364805,0.00012128886799569185
9606.ENSP00000415556,6.539651676054944e-05
9606.ENSP00000343925,0.00021217977707419303
9606.ENSP00000348056,0.0013752292843609774
9606.ENSP00000451828,0.009232504457861331
9606.ENSP00000263038,8.392679758437074e-05
9606.ENSP00000229239,0.007042215563006546
9606.ENSP00000337501,5.616628717207988e-05
9606.ENSP00000284981,0.003901112033398567
9606.ENSP00000430684,0.0001618160254917474
9606.ENSP00000297185,0.0007823853461434399
9606.ENSP00000325120,0.00036733332073490306
9606.ENSP00000262839,3.832345483855511e-05
9606.ENSP00000221855,4.421256505645073e-05
9606.ENSP00000219548,0.0006096514851846844
9606.ENSP00000263025,0.003150703991490412
9606.ENSP00000363822,0.00256701892013881
9606.ENSP00000419313,7.398635789468244e-05
9606.ENSP00000234701,0.00011173383651532398
9606.ENSP00000401645,3.9741249582713e-05
9606.ENSP00000364801,9.195561030910009e-05
9606.ENSP00000360883,3.2254208836030195e-05
9606.ENSP00000331103,3.82617004322883e-05
9606.ENSP00000369071,0.00013581076795772184
9606.ENSP00000363869,6.260083826869223e-05
9606.ENSP00000222254,0.00040156669407937016
9606.ENSP00000317232,0.00015983548417932442
9606.ENSP00000477538,6.247659773147237e-05
9606.ENSP00000371278,2.7708980362130248e-05
9606.ENSP00000229328,9.465386736725716e-05
9606.ENSP00000359799,5.764132899974661e-05
9606.ENSP00000300026,0.0002567780873257897
9606.ENSP00000428056,0.0009297646317390075
9606.ENSP00000369461,0.00020025074417937363
9606.ENSP00000382697,0.00017057283180355157
9606.ENSP00000001146,4.5314007530106984e-05
9606.ENSP00000425497,8.666352845263071e-06
9606.ENSP00000422607,0.00014866511781020696
9606.ENSP00000370023,7.932595051248642e-05
9606.ENSP00000304845,8.496813130300278e-05
9606.ENSP00000389241,1.9948257818709317e-05
9606.ENSP00000478561,0.00012867732888012173
9606.ENSP00000449079,6.803351821361708e-05
9606.ENSP00000250124,5.102501348265184e-05
9606.ENSP00000348380,7.248207299765225e-05
9606.ENSP00000387683,1.3968110842304845e-05
9606.ENSP00000272427,0.0001430473673187381
9606.ENSP00000371711,0.00013518674887227507
9606.ENSP00000337915,0.00024116547185603366
9606.ENSP00000221496,9.42816042264542e-05
9606.ENSP00000293502,7.490453710724738e-06
9606.ENSP00000362525,7.927656982812908e-06
9606.ENSP00000362799,2.517815624685028e-06
9606.ENSP00000303174,7.495593991590601e-05
9606.ENSP00000231572,0.00019755736523002502
9606.ENSP00000348429,0.00012681819042747729
9606.ENSP00000333188,7.858618290830784e-05
9606.ENSP00000337224,6.985058687358309e-05
9606.ENSP00000308032,1.3666430862421234e-05
9606.ENSP00000362513,8.591207930352908e-06
9606.ENSP00000232219,5.662108463196973e-05
9606.ENSP00000341992,5.6868671168796225e-05
9606.ENSP00000482841,3.80278101595349e-05
9606.ENSP00000333813,5.5499236725870845e-05
9606.ENSP00000265896,0.0001979158263433671
9606.ENSP00000362508,1.3424083777588095e-05
9606.ENSP00000224356,8.257281341230054e-05
9606.ENSP00000475028,1.2396179064527743e-05
9606.ENSP00000376658,7.85962947871868e-05
9606.ENSP00000341045,1.1389011634927184e-05
9606.ENSP00000304811,2.0950264975851452e-05
9606.ENSP00000301141,4.973752579755651e-05
9606.ENSP00000222982,4.104217162355068e-05
9606.ENSP00000388510,6.616805860334357e-05
9606.ENSP00000260682,8.201027208434907e-05
9606.ENSP00000324648,0.0002077993344981468
9606.ENSP00000268129,2.6925546572635022e-05
9606.ENSP00000480439,1.7751825156547115e-05
9606.ENSP00000245479,0.0006654327918791649
9606.ENSP00000275764,7.252632791682073e-05
9606.ENSP00000334276,2.7149117010726216e-05
9606.ENSP00000249750,0.00012824019273566275
9606.ENSP00000250863,0.00015563837930997873
9606.ENSP00000265403,3.494388718849694e-05
9606.ENSP00000346768,3.358441334378871e-05
9606.ENSP00000370750,2.090084689570278e-05
9606.ENSP00000342007,7.28396865504086e-05
9606.ENSP00000240285,9.216722407116103e-06
9606.ENSP00000358903,9.67758216865246e-05
9606.ENSP00000332256,5.7667363826425654e-05
9606.ENSP00000363832,0.00016961470533966794
9606.ENSP00000355140,2.334155139835517e-05
9606.ENSP00000305221,1.252302335090455e-05
9606.ENSP00000360644,0.00026106073935372215
9606.ENSP00000418532,9.297668962098016e-06
9606.ENSP00000260970,0.0006143793452470676
9606.ENSP00000369050,0.0002372310471876159
9606.ENSP00000247706,5.374592075566292e-05
9606.ENSP00000480571,1.4790192522274523e-05
9606.ENSP00000297785,0.00025595894698900705
