Nodi,BC
9606.ENSP00000318821,5.978544858657001e-05
9606.ENSP00000349259,0.00035543447407458445
9606.ENSP00000307078,0.0002228127588061079
9606.ENSP00000329419,5.904307662796269e-05
9606.ENSP00000302393,3.197999905515969e-05
9606.ENSP00000374484,4.8104443898077874e-05
9606.ENSP00000221114,4.162678766809796e-05
9606.ENSP00000470383,4.1649270162301697e-05
9606.ENSP00000429900,6.002190018989555e-05
9606.ENSP00000408910,0.00026287240472285846
9606.ENSP00000418447,0.0005190992038820614
9606.ENSP00000260731,0.00045467909598023395
9606.ENSP00000353444,5.450565964776507e-05
9606.ENSP00000338769,5.155685570800329e-06
9606.ENSP00000262225,0.00014840784353861773
9606.ENSP00000354398,0.00013807758710188592
9606.ENSP00000263088,0.00030536532997303104
9606.ENSP00000361298,0.00022542981106139938
9606.ENSP00000264028,0.0001897482042305601
9606.ENSP00000320821,0.00013794526156457249
9606.ENSP00000440984,0.00021442678846811508
9606.ENSP00000341779,0.0005775906990849559
9606.ENSP00000477310,7.802665237661862e-05
9606.ENSP00000263934,0.0001587160671310299
9606.ENSP00000451752,6.594655129816132e-05
9606.ENSP00000336666,7.358790142812653e-05
9606.ENSP00000402346,0.0002317895690917749
9606.ENSP00000301332,0.00010858631022510267
9606.ENSP00000325002,0.0001355811309455033
9606.ENSP00000395083,0.00030984564141795147
9606.ENSP00000369436,3.0237027633090764e-05
9606.ENSP00000385545,0.00012167455203793452
9606.ENSP00000326238,0.0002609008018865381
9606.ENSP00000158762,4.7858035761604935e-05
9606.ENSP00000482620,7.619317285645523e-05
9606.ENSP00000376297,0.00010978201919683415
9606.ENSP00000434442,8.039829857232166e-05
9606.ENSP00000311449,0.00014232902675581202
9606.ENSP00000385000,9.873232294558284e-05
9606.ENSP00000255194,0.00015243238986103975
9606.ENSP00000347464,4.698931218557265e-05
9606.ENSP00000160827,0.00014840709412214422
9606.ENSP00000243440,3.3170671948189455e-05
9606.ENSP00000363232,3.302283991344524e-05
9606.ENSP00000378769,0.0005152961891569193
9606.ENSP00000262215,0.00012656744936934212
9606.ENSP00000463393,0.00015072578869102272
9606.ENSP00000385205,0.00016647837307981112
9606.ENSP00000259708,3.984707342693036e-05
9606.ENSP00000357883,0.00010210282139376947
9606.ENSP00000437783,0.0001729254531176739
9606.ENSP00000263245,0.00017430812651120353
9606.ENSP00000261942,0.0003448505251732583
9606.ENSP00000349467,0.0006396749184681607
9606.ENSP00000452762,0.00032352758809057596
9606.ENSP00000386918,5.289501376300955e-05
9606.ENSP00000357129,0.00017421954548404084
9606.ENSP00000317469,0.0001255168424152017
9606.ENSP00000333298,0.0008980056757830011
9606.ENSP00000291295,0.00037588886744118844
9606.ENSP00000377148,0.00021063219309640867
9606.ENSP00000385808,0.00025386863741951737
9606.ENSP00000347712,9.448681867012647e-05
9606.ENSP00000307634,5.633483537618088e-05
9606.ENSP00000449270,0.0001352996501180725
9606.ENSP00000262812,6.476127420374046e-05
9606.ENSP00000354791,0.000507872966326909
9606.ENSP00000000412,4.440832185098397e-05
9606.ENSP00000416097,8.83089889828476e-05
9606.ENSP00000363458,2.4289187437946292e-05
9606.ENSP00000369981,0.00028938738106234476
9606.ENSP00000466298,5.652188972795596e-05
9606.ENSP00000216124,4.6054939726465456e-05
9606.ENSP00000307939,0.00015419444590355637
9606.ENSP00000347792,6.616450302054212e-05
9606.ENSP00000233242,0.0005646621664873778
9606.ENSP00000418575,2.819754423032345e-05
9606.ENSP00000450731,0.0001584728065437455
9606.ENSP00000253083,9.524933494354033e-05
9606.ENSP00000271234,0.00010652265707047147
9606.ENSP00000223023,0.0005684276748508364
9606.ENSP00000351926,0.00012690718847084407
9606.ENSP00000381293,0.00044494654628726287
9606.ENSP00000354850,0.0002810532103909973
9606.ENSP00000225719,2.7636381174998237e-05
9606.ENSP00000391826,0.0003791753584438907
9606.ENSP00000371394,3.76316484480944e-05
9606.ENSP00000217131,0.00011610904271564902
9606.ENSP00000431445,0.00013337514861423282
9606.ENSP00000441543,0.0008525550677617092
9606.ENSP00000356236,0.00011452942267289466
9606.ENSP00000347244,0.00010613571835689574
9606.ENSP00000393313,4.199884082932091e-05
9606.ENSP00000236671,0.0003577436960192391
9606.ENSP00000484060,0.00014589924683536498
9606.ENSP00000304422,3.863391803969687e-06
9606.ENSP00000011653,0.00014726303493376358
9606.ENSP00000250244,5.4540732338722904e-05
9606.ENSP00000409667,0.00023076706525538909
9606.ENSP00000243298,6.573215823343452e-05
9606.ENSP00000348602,0.00023661044535889245
9606.ENSP00000279281,3.9165404202673145e-05
9606.ENSP00000310832,1.4856432169827566e-05
9606.ENSP00000345195,0.0002236713204894136
9606.ENSP00000263904,2.3036706956565572e-05
9606.ENSP00000294742,5.2385560444352935e-05
9606.ENSP00000302728,0.00024987943357798346
9606.ENSP00000303522,5.839962764385183e-05
9606.ENSP00000306157,5.7309041458403255e-05
9606.ENSP00000313391,7.209776171230301e-05
9606.ENSP00000349824,3.991811810861416e-05
9606.ENSP00000366746,5.150314181756569e-05
9606.ENSP00000384615,1.1464273444368147e-05
9606.ENSP00000247461,0.0016312380508466027
9606.ENSP00000003084,0.0007256649473745788
9606.ENSP00000317332,3.0412969209159418e-05
9606.ENSP00000362480,0.0001674572608774417
9606.ENSP00000324419,3.8203153450753325e-05
9606.ENSP00000447730,0.00016135776019996861
9606.ENSP00000316454,3.9981968392152765e-05
9606.ENSP00000413625,0.0001370685727620223
9606.ENSP00000218516,0.00013708700840726933
9606.ENSP00000259711,6.457242125242909e-05
9606.ENSP00000363229,0.00013249923064005535
9606.ENSP00000369647,0.00020942533280755233
9606.ENSP00000311300,3.2328927365201645e-05
9606.ENSP00000317955,0.0005386495352794709
9606.ENSP00000005340,0.0001828609169561882
9606.ENSP00000316779,0.00027855459591517097
9606.ENSP00000299138,0.0003111410827339707
9606.ENSP00000324628,1.7487783291432618e-05
9606.ENSP00000462333,3.055370962287479e-05
9606.ENSP00000320117,0.00010370859821263739
9606.ENSP00000263816,8.563267287283508e-05
9606.ENSP00000264033,0.00020416218091445822
9606.ENSP00000380921,0.0002821876770485177
9606.ENSP00000305372,0.00016723198628552024
9606.ENSP00000444957,7.182437458278562e-05
9606.ENSP00000261889,0.00017911317510240244
9606.ENSP00000264914,2.6066203779809437e-05
9606.ENSP00000357307,0.0001203240607289651
9606.ENSP00000314499,0.0007373516176516104
9606.ENSP00000302665,0.0008820266734068719
9606.ENSP00000272322,7.072183306703448e-05
9606.ENSP00000392065,1.9952763955930036e-05
9606.ENSP00000258145,3.264458158382207e-05
9606.ENSP00000341737,1.905166558824437e-05
9606.ENSP00000360183,0.0001597374018777171
9606.ENSP00000312946,5.7564178159241076e-05
9606.ENSP00000262139,5.306857861826237e-05
9606.ENSP00000349437,0.00039310317367312716
9606.ENSP00000473001,0.00011301680046286742
9606.ENSP00000275493,0.0053436098187823
9606.ENSP00000353224,0.0006266401721443936
9606.ENSP00000349305,0.000133815805500626
9606.ENSP00000263270,2.05750793954894e-05
9606.ENSP00000479606,0.0009413990775628974
9606.ENSP00000360798,0.00046886554339922064
9606.ENSP00000376024,0.0001278948158271306
9606.ENSP00000376792,8.328325222854484e-05
9606.ENSP00000385834,1.829355588369445e-05
9606.ENSP00000333769,0.00032350555524625634
9606.ENSP00000258301,0.00016628457397977497
9606.ENSP00000401435,6.167217950014739e-05
9606.ENSP00000377015,0.00015997103995748227
9606.ENSP00000265970,0.00010217304385852235
9606.ENSP00000351805,0.000380176279085841
9606.ENSP00000454071,0.0004344081918841813
9606.ENSP00000262640,0.00014795909295431116
9606.ENSP00000362656,4.544701308319649e-05
9606.ENSP00000264634,0.0003082570283775155
9606.ENSP00000247933,3.899094004765217e-05
9606.ENSP00000482826,1.7877180091041294e-05
9606.ENSP00000273047,0.0007629714903917273
9606.ENSP00000292807,0.00017981678724100252
9606.ENSP00000217423,9.027350932636989e-05
9606.ENSP00000362639,3.764738619403701e-05
9606.ENSP00000356705,0.0001140859886631698
9606.ENSP00000369318,0.00017464221637507104
9606.ENSP00000261205,0.0005680882031198171
9606.ENSP00000360154,9.319128742413051e-05
9606.ENSP00000265062,0.0008104505997724526
9606.ENSP00000272190,0.0006702755458446533
9606.ENSP00000305692,0.00012505302855977862
9606.ENSP00000263864,7.253212350031916e-05
9606.ENSP00000483552,0.0006604259908282766
9606.ENSP00000480853,0.0001718836143362729
9606.ENSP00000370719,0.00023172041293960426
9606.ENSP00000304697,0.00022260219472800617
9606.ENSP00000355651,0.0001516111493127657
9606.ENSP00000462729,5.981872267799154e-05
9606.ENSP00000345672,0.0004074619333512612
9606.ENSP00000262942,0.0003504526231489681
9606.ENSP00000242285,8.966288478379648e-05
9606.ENSP00000331201,0.00016561729355180817
9606.ENSP00000340409,0.00023146447222558892
9606.ENSP00000388107,0.0008791207457247469
9606.ENSP00000314606,3.3374812995559365e-05
9606.ENSP00000054666,9.920985112247017e-05
9606.ENSP00000373905,0.00024538371198917905
9606.ENSP00000327694,9.074240422548298e-05
9606.ENSP00000406209,8.607101727411013e-05
9606.ENSP00000445052,2.309581664561208e-05
9606.ENSP00000386456,2.1711794302430198e-05
9606.ENSP00000393559,6.18016786667609e-05
9606.ENSP00000409952,0.00013317412052759884
9606.ENSP00000450857,5.694635921852247e-05
9606.ENSP00000377275,0.0005462274501873288
9606.ENSP00000434034,6.104087106290652e-05
9606.ENSP00000300692,6.437547460320439e-05
9606.ENSP00000399745,0.00011231804454301534
9606.ENSP00000336747,0.00010408603432532968
9606.ENSP00000256997,4.1683443553491374e-05
9606.ENSP00000440945,8.983465103951301e-05
9606.ENSP00000320543,6.440219665345797e-05
9606.ENSP00000236192,7.042866134261778e-05
9606.ENSP00000265171,0.0033063659129921575
9606.ENSP00000264382,9.621068639569201e-05
9606.ENSP00000263238,0.0001963021210808789
9606.ENSP00000479762,0.0005287003121545041
9606.ENSP00000367459,0.00012510473829644719
9606.ENSP00000269886,5.216208445196781e-05
9606.ENSP00000320866,0.0008638279593896785
9606.ENSP00000299314,3.4558291490443934e-05
9606.ENSP00000367220,0.000336745675942789
9606.ENSP00000263354,6.273470217621585e-05
9606.ENSP00000318165,0.00023951439993450326
9606.ENSP00000345344,7.66060413800126e-05
9606.ENSP00000256637,0.00014482548291219464
9606.ENSP00000360076,4.530852091890148e-05
9606.ENSP00000400459,0.00020511678761834872
9606.ENSP00000320092,7.403710166231712e-05
9606.ENSP00000185150,0.00018421404835233408
9606.ENSP00000403701,0.003411508118190015
9606.ENSP00000377664,0.00013684262369527474
9606.ENSP00000272317,0.0005695449050828329
9606.ENSP00000337053,0.00014589654893606058
9606.ENSP00000379680,0.00010569829894966791
9606.ENSP00000362469,5.533391473423065e-05
9606.ENSP00000394863,0.0003117572829351065
9606.ENSP00000225927,0.0001189049656948254
9606.ENSP00000378394,3.681868145768737e-05
9606.ENSP00000409581,0.003405120829949974
9606.ENSP00000295685,7.133875270798496e-05
9606.ENSP00000259253,7.672196112012707e-05
9606.ENSP00000432083,0.0010844529509671998
9606.ENSP00000369081,4.0955010741290395e-05
9606.ENSP00000362014,0.0004336001046656122
9606.ENSP00000420127,0.00012728149338525274
9606.ENSP00000222219,4.573658760854058e-05
9606.ENSP00000387282,0.0002503691023017408
9606.ENSP00000314214,0.00036117947078345366
9606.ENSP00000221957,6.907251729224854e-05
9606.ENSP00000217971,0.00012928333466915323
9606.ENSP00000393776,6.744478471189818e-05
9606.ENSP00000309415,6.076748393338912e-05
9606.ENSP00000386443,7.716081940698394e-05
9606.ENSP00000388996,4.2154676632001645e-05
9606.ENSP00000365745,0.00019668405369241212
9606.ENSP00000391942,7.50501628511374e-05
9606.ENSP00000263246,5.412615514560604e-05
9606.ENSP00000388169,3.9914071259657495e-05
9606.ENSP00000228825,0.00024660176768420775
9606.ENSP00000408411,0.0002817335306656022
9606.ENSP00000249647,8.227783508775379e-05
9606.ENSP00000275300,7.79998660906673e-05
9606.ENSP00000441158,0.00032260214011107255
9606.ENSP00000264896,6.673433789506017e-05
9606.ENSP00000360108,0.00015900159480741725
9606.ENSP00000419422,0.00015187689239425385
9606.ENSP00000001008,0.00023557562111568356
9606.ENSP00000350815,0.00021693178797229515
9606.ENSP00000270538,0.0001525331114350725
9606.ENSP00000383063,0.00011589044863629102
9606.ENSP00000431512,0.00013726147256229036
9606.ENSP00000231509,0.0007132694978034862
9606.ENSP00000242465,7.700254264778965e-05
9606.ENSP00000340820,0.0006069679897161261
9606.ENSP00000362680,0.003570045855211242
9606.ENSP00000292169,8.951180242274737e-05
9606.ENSP00000419425,0.0002008434949800566
9606.ENSP00000254322,9.915094698765637e-05
9606.ENSP00000216479,0.00022706284951038168
9606.ENSP00000319255,4.2392541420677155e-05
9606.ENSP00000356354,0.00026087202429395725
9606.ENSP00000242057,0.0003735722712384362
9606.ENSP00000012443,0.00015997868400551162
9606.ENSP00000225174,0.00034355355504763337
9606.ENSP00000380489,0.00022036884745046422
9606.ENSP00000405330,0.002563972786126074
9606.ENSP00000366863,8.923481809415737e-05
9606.ENSP00000357697,6.0419454923115324e-05
9606.ENSP00000216218,7.254741159637769e-05
9606.ENSP00000370201,0.00010583324121572224
9606.ENSP00000296464,0.00026641261016552547
9606.ENSP00000359385,3.970318546402646e-05
9606.ENSP00000331504,0.00028036967833150597
9606.ENSP00000263918,8.782381675793101e-05
9606.ENSP00000406463,8.762754458353238e-05
9606.ENSP00000370343,0.00024946806841020727
9606.ENSP00000368632,0.0010550846833103707
9606.ENSP00000357709,8.270230457832036e-05
9606.ENSP00000262719,0.0001433294078179013
9606.ENSP00000361458,9.082298148470914e-05
9606.ENSP00000296161,5.904622417715123e-05
9606.ENSP00000360316,4.525816013188511e-05
9606.ENSP00000367972,5.198851959671499e-05
9606.ENSP00000444810,0.00020585915957695592
9606.ENSP00000367208,0.00018882687161809097
9606.ENSP00000454207,0.0001595821827377345
9606.ENSP00000306614,3.547287935465184e-05
9606.ENSP00000355231,0.0007725610021741943
9606.ENSP00000369042,0.00010209695420396337
9606.ENSP00000356155,7.761424635008487e-05
9606.ENSP00000398523,0.0002028014761295504
9606.ENSP00000217244,0.0008028810094816055
9606.ENSP00000370737,0.0001559385797971005
9606.ENSP00000369915,5.0877884383050524e-05
9606.ENSP00000364802,0.0004525581377703547
9606.ENSP00000400433,0.0001222578764089749
9606.ENSP00000303754,0.00021174314948856182
9606.ENSP00000444986,0.0002937180490258448
9606.ENSP00000284320,0.00015481085788784121
9606.ENSP00000441755,3.387932016549116e-05
9606.ENSP00000221566,0.00010883415724120475
9606.ENSP00000463027,7.507039709592075e-05
9606.ENSP00000286091,9.786764621850722e-05
9606.ENSP00000479598,2.5783823652610542e-05
9606.ENSP00000479618,0.00598240875350582
9606.ENSP00000387365,0.00025297860043897974
9606.ENSP00000222005,0.00018337117964463618
9606.ENSP00000378199,0.00017054309201828313
9606.ENSP00000369027,9.934474608769258e-05
9606.ENSP00000355028,4.4853475236217904e-05
9606.ENSP00000258770,3.7139281825032615e-05
9606.ENSP00000267953,0.00015357162280733134
9606.ENSP00000473172,0.0009151946474557566
9606.ENSP00000303057,4.800102442474067e-05
9606.ENSP00000352603,0.00016623286424310632
9606.ENSP00000358635,0.0004590504893760916
9606.ENSP00000215832,0.0022624044926070393
9606.ENSP00000272233,0.00024953545141666636
9606.ENSP00000299767,0.0008383532785971288
9606.ENSP00000311857,0.00011847869760472263
9606.ENSP00000482075,0.00021963103622639544
9606.ENSP00000247970,0.00033161768880484756
9606.ENSP00000322396,0.00027933365930431876
9606.ENSP00000430598,5.262522383256474e-05
9606.ENSP00000269305,0.011328364653552192
9606.ENSP00000286175,7.024610348968348e-05
9606.ENSP00000356652,0.0001504114834220545
9606.ENSP00000371084,0.00015429207721646108
9606.ENSP00000298248,7.218949028865424e-05
9606.ENSP00000231238,0.00011741437632911782
9606.ENSP00000261037,6.902665300407292e-05
9606.ENSP00000362803,4.1700530249086213e-05
9606.ENSP00000266556,3.9523025743807206e-05
9606.ENSP00000452871,0.00019605040707577418
9606.ENSP00000362773,0.000155544746451969
9606.ENSP00000352208,0.00013272090803290417
9606.ENSP00000302961,0.002571128824227072
9606.ENSP00000335153,0.0035542326190873496
9606.ENSP00000318687,0.00013066627785261327
9606.ENSP00000360609,0.0008248113079334175
9606.ENSP00000361066,0.0002591100262582222
9606.ENSP00000317985,0.00015719602569791536
9606.ENSP00000306512,0.0010607607037270213
9606.ENSP00000261254,0.00024111024163212327
9606.ENSP00000420514,4.0111917208650355e-05
9606.ENSP00000286371,9.018582759897533e-05
9606.ENSP00000299886,8.451214536172096e-05
9606.ENSP00000377970,6.922288021348312e-05
9606.ENSP00000351646,0.00024313182435771067
9606.ENSP00000385824,0.00037761410981068574
9606.ENSP00000371070,0.0001284325970884839
9606.ENSP00000246957,0.00028948081830825525
9606.ENSP00000385385,0.00011624123978156698
9606.ENSP00000369643,4.784112892596374e-05
9606.ENSP00000298832,0.00010398738114076368
9606.ENSP00000348521,8.604859901560418e-05
9606.ENSP00000383003,0.0002066784088186006
9606.ENSP00000220592,0.00024123734266602088
9606.ENSP00000354558,0.002032546988205724
9606.ENSP00000364016,0.00013972681294669502
9606.ENSP00000380697,0.00014703011629381286
9606.ENSP00000263253,0.0020141660093694605
9606.ENSP00000250448,0.0002703457876315036
9606.ENSP00000364805,0.00011107320343797678
9606.ENSP00000415556,5.952132015693831e-05
9606.ENSP00000343925,0.00029334528927194687
9606.ENSP00000348056,0.000951120054453741
9606.ENSP00000451828,0.010197844395540211
9606.ENSP00000263038,7.884340927319142e-05
9606.ENSP00000229239,0.011952000992041557
9606.ENSP00000337501,8.379540344650592e-05
9606.ENSP00000284981,0.0018385042291465265
9606.ENSP00000430684,0.00013192457808820792
9606.ENSP00000297185,0.0005262315544309803
9606.ENSP00000325120,0.0005296115597624301
9606.ENSP00000262839,3.140804440261669e-05
9606.ENSP00000221855,3.4342459546088084e-05
9606.ENSP00000219548,0.0005793694947556459
9606.ENSP00000263025,0.0034094515341375423
9606.ENSP00000363822,0.002659175289418782
9606.ENSP00000419313,7.346829455896264e-05
9606.ENSP00000234701,0.00013289177498885255
9606.ENSP00000401645,8.370232592050247e-05
9606.ENSP00000364801,0.00010182975077105354
9606.ENSP00000360883,2.3221718613152992e-05
9606.ENSP00000331103,1.9887115072855136e-05
9606.ENSP00000369071,0.0002937670608632089
9606.ENSP00000363869,9.403303200711832e-05
9606.ENSP00000222254,5.130289345347791e-05
9606.ENSP00000317232,0.0003486367120921324
9606.ENSP00000477538,0.00020681106838154215
9606.ENSP00000371278,2.9214652268100384e-05
9606.ENSP00000229328,5.3453478919030306e-05
9606.ENSP00000359799,8.347804055832599e-05
9606.ENSP00000300026,0.00020353626827582613
9606.ENSP00000428056,0.000227455843509063
9606.ENSP00000369461,0.00031783151328909474
9606.ENSP00000382697,0.00028009584155210443
9606.ENSP00000001146,4.830228984707074e-05
9606.ENSP00000425497,1.2868594268031112e-06
9606.ENSP00000422607,0.00019765475786215247
9606.ENSP00000370023,0.00013952905692767896
9606.ENSP00000304845,7.10698363830292e-05
9606.ENSP00000389241,9.82979611575667e-06
9606.ENSP00000478561,0.00011887034265375166
9606.ENSP00000449079,6.276392941868073e-05
9606.ENSP00000250124,8.696858267842097e-05
9606.ENSP00000348380,0.00012734444436902315
9606.ENSP00000387683,3.932278166209928e-06
9606.ENSP00000272427,0.0003148781229205153
9606.ENSP00000371711,0.00023513406492952239
9606.ENSP00000337915,0.00011154104954333433
9606.ENSP00000221496,0.00016926800096061042
9606.ENSP00000293502,1.0759222426139044e-05
9606.ENSP00000362525,1.0966575258395198e-06
9606.ENSP00000362799,7.695982590880258e-06
9606.ENSP00000303174,6.642893569379664e-05
9606.ENSP00000231572,0.00032884649656929533
9606.ENSP00000348429,0.00011178511950041008
9606.ENSP00000333188,9.245880776297283e-05
9606.ENSP00000337224,3.753677232255463e-05
9606.ENSP00000308032,9.131489845788687e-06
9606.ENSP00000362513,3.0020938745944016e-06
9606.ENSP00000232219,3.553493103865414e-05
9606.ENSP00000341992,0.00016356823903007972
9606.ENSP00000482841,4.5351687307772646e-05
9606.ENSP00000333813,6.52293597330622e-05
9606.ENSP00000265896,0.00019492232544660742
9606.ENSP00000362508,1.5230001293516812e-05
9606.ENSP00000224356,5.623928477581501e-05
9606.ENSP00000475028,5.533352932004429e-06
9606.ENSP00000376658,5.362074867590609e-05
9606.ENSP00000341045,4.098468763363931e-06
9606.ENSP00000304811,5.705067799162778e-06
9606.ENSP00000301141,2.6916042060710598e-05
9606.ENSP00000222982,3.7020574255636906e-05
9606.ENSP00000388510,2.7702030058073143e-05
9606.ENSP00000260682,3.889291637292389e-05
9606.ENSP00000324648,0.00015656629103526882
9606.ENSP00000268129,4.2582743321640744e-05
9606.ENSP00000480439,1.858313040903855e-05
9606.ENSP00000245479,0.0008923768942984572
9606.ENSP00000275764,0.00010259481544978438
9606.ENSP00000334276,1.7838291799638608e-05
9606.ENSP00000249750,8.255571871611201e-05
9606.ENSP00000250863,0.00028271207159046496
9606.ENSP00000265403,1.5831902628339187e-05
9606.ENSP00000346768,1.787139887824605e-06
9606.ENSP00000370750,2.7041944028251513e-05
9606.ENSP00000342007,7.79486060038828e-05
9606.ENSP00000240285,5.36881961585173e-06
9606.ENSP00000358903,0.0001554745411167354
9606.ENSP00000332256,3.471566894987007e-05
9606.ENSP00000363832,0.00010221971751648926
9606.ENSP00000355140,9.674666905750905e-06
9606.ENSP00000305221,6.797357297557001e-06
9606.ENSP00000360644,0.00021616306653048106
9606.ENSP00000418532,1.5110548590027485e-06
9606.ENSP00000260970,0.0007382229103261378
9606.ENSP00000369050,0.00018187123756133975
9606.ENSP00000247706,5.732136722184075e-05
9606.ENSP00000480571,1.1555102720951235e-05
