#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MYO1C	MYO18B	1853902	1851736	9606.ENSP00000352834	9606.ENSP00000334563	0	0	0	0.625	0	0	0.900	0.189	0.905
MYO1C	MYO1A	1853902	1848142	9606.ENSP00000352834	9606.ENSP00000300119	0	0	0	0.919	0	0	0.900	0.670	0.905
SPTAN1	SPTBN4	1855744	1845343	9606.ENSP00000361824	9606.ENSP00000263373	0	0	0	0.624	0.053	0	0.900	0.117	0.904
MYH8	MYH14	1858931	1845102	9606.ENSP00000384330	9606.ENSP00000262269	0	0	0	0.879	0	0	0.900	0.394	0.904
SPTBN5	SPTBN4	1849983	1845343	9606.ENSP00000317790	9606.ENSP00000263373	0	0	0	0.642	0	0	0.900	0.169	0.904
MYH8	MYH6	1858931	1853324	9606.ENSP00000384330	9606.ENSP00000348634	0	0	0	0.985	0.066	0	0.900	0.413	0.903
MYH11	MYH14	1858384	1845102	9606.ENSP00000379616	9606.ENSP00000262269	0	0	0	0.971	0.053	0	0.900	0.706	0.903
SPTB	SPTBN1	1857851	1853414	9606.ENSP00000374372	9606.ENSP00000349259	0	0	0	0.971	0.054	0	0.900	0.758	0.903
MYH6	MYH2	1853324	1843761	9606.ENSP00000348634	9606.ENSP00000245503	0	0	0	0.985	0.066	0	0.900	0.672	0.903
MYH10	MYH2	1846079	1843761	9606.ENSP00000269243	9606.ENSP00000245503	0	0	0	0.895	0	0	0.900	0.316	0.903
SPTB	SPTBN2	1857851	1849428	9606.ENSP00000374372	9606.ENSP00000311489	0	0	0	0.958	0.054	0	0.900	0.526	0.903
MYH7	MYH1	1853180	1843075	9606.ENSP00000347507	9606.ENSP00000226207	0	0	0	0.986	0.066	0	0.900	0.502	0.903
MYH6	MYH1	1853324	1843075	9606.ENSP00000348634	9606.ENSP00000226207	0	0	0	0.986	0.066	0	0.900	0.585	0.903
MYO1F	MYO18B	1852870	1851736	9606.ENSP00000344871	9606.ENSP00000334563	0	0	0	0.630	0	0	0.900	0.126	0.903
SPTBN5	SPTBN2	1849983	1849428	9606.ENSP00000317790	9606.ENSP00000311489	0	0	0	0.736	0	0	0.900	0.170	0.903
SPTB	SPTBN5	1857851	1849983	9606.ENSP00000374372	9606.ENSP00000317790	0	0	0	0.736	0.054	0	0.900	0.081	0.902
MYH8	MYH7	1858931	1853180	9606.ENSP00000384330	9606.ENSP00000347507	0	0	0	0.986	0.066	0	0.900	0.275	0.902
MYH10	MYH1	1846079	1843075	9606.ENSP00000269243	9606.ENSP00000226207	0	0	0	0.892	0	0	0.900	0.248	0.902
MYH2	MYH9	1843761	1842558	9606.ENSP00000245503	9606.ENSP00000216181	0	0	0	0.895	0	0	0.900	0.312	0.902
MYH8	MYH3	1858931	1843076	9606.ENSP00000384330	9606.ENSP00000226209	0	0	0	0.987	0.054	0	0.900	0.758	0.902
MYH7	MYH9	1853180	1842558	9606.ENSP00000347507	9606.ENSP00000216181	0	0	0	0.892	0	0	0.900	0.273	0.902
MYH6	MYH10	1853324	1846079	9606.ENSP00000348634	9606.ENSP00000269243	0	0	0	0.896	0	0	0.900	0.230	0.902
SPTBN2	SPTBN4	1849428	1845343	9606.ENSP00000311489	9606.ENSP00000263373	0	0	0	0.923	0.054	0	0.900	0.248	0.902
MYH6	MYH9	1853324	1842558	9606.ENSP00000348634	9606.ENSP00000216181	0	0	0	0.888	0	0	0.900	0.286	0.902
SPTAN1	SPTA1	1855744	1854747	9606.ENSP00000361824	9606.ENSP00000357130	0	0	0	0.964	0	0	0.900	0.699	0.902
MYH6	MYH3	1853324	1843076	9606.ENSP00000348634	9606.ENSP00000226209	0	0	0	0.985	0.056	0	0.900	0.499	0.902
SPTBN1	SPTBN2	1853414	1849428	9606.ENSP00000349259	9606.ENSP00000311489	0	0	0	0.973	0.053	0	0.900	0.527	0.902
SPTB	SPTBN4	1857851	1845343	9606.ENSP00000374372	9606.ENSP00000263373	0	0	0	0.929	0.054	0	0.900	0	0.901
MYH7	MYH10	1853180	1846079	9606.ENSP00000347507	9606.ENSP00000269243	0	0	0	0.899	0	0	0.900	0.205	0.901
MYH10	MYH14	1846079	1845102	9606.ENSP00000269243	9606.ENSP00000262269	0	0	0	0.976	0	0	0.900	0.527	0.901
MYH13	MYH2	1844108	1843761	9606.ENSP00000252172	9606.ENSP00000245503	0	0	0	0.986	0	0	0.900	0.731	0.901
MYO1C	MYH13	1853902	1844108	9606.ENSP00000352834	9606.ENSP00000252172	0	0	0	0.767	0	0	0.900	0.110	0.901
MYH10	MYH13	1846079	1844108	9606.ENSP00000269243	9606.ENSP00000252172	0	0	0	0.883	0	0	0.900	0.191	0.901
PDE6B	PDE6A	1861473	1844368	9606.ENSP00000420295	9606.ENSP00000255266	0	0	0	0.981	0	0	0.900	0.731	0.901
MYO1C	MYH15	1853902	1846316	9606.ENSP00000352834	9606.ENSP00000273353	0	0	0	0.772	0	0	0.900	0.114	0.901
SPTBN1	SPTBN5	1853414	1849983	9606.ENSP00000349259	9606.ENSP00000317790	0	0	0	0.751	0	0	0.900	0.097	0.901
SPTBN1	SPTBN4	1853414	1845343	9606.ENSP00000349259	9606.ENSP00000263373	0	0	0	0.943	0.052	0	0.900	0	0.901
MYH6	MYH13	1853324	1844108	9606.ENSP00000348634	9606.ENSP00000252172	0	0	0	0.984	0	0	0.900	0.659	0.901
MYH1	MYH9	1843075	1842558	9606.ENSP00000226207	9606.ENSP00000216181	0	0	0	0.893	0	0	0.900	0.173	0.901
MYH8	MYH9	1858931	1842558	9606.ENSP00000384330	9606.ENSP00000216181	0	0	0	0.896	0	0	0.900	0.093	0.900
MYH13	MYH1	1844108	1843075	9606.ENSP00000252172	9606.ENSP00000226207	0	0	0	0.986	0	0	0.900	0.630	0.900
HLA-DPB1	SPTBN2	1860705	1849428	9606.ENSP00000408146	9606.ENSP00000311489	0	0	0	0	0	0	0.900	0.047	0.900
MYH13	MYH9	1844108	1842558	9606.ENSP00000252172	9606.ENSP00000216181	0	0	0	0.882	0	0	0.900	0.114	0.900
MYH11	MYH9	1858384	1842558	9606.ENSP00000379616	9606.ENSP00000216181	0	0	0	0.982	0	0	0.900	0.423	0.900
MYH11	MYH10	1858384	1846079	9606.ENSP00000379616	9606.ENSP00000269243	0	0	0	0.982	0	0	0.900	0.398	0.900
MYH7	MYH13	1853180	1844108	9606.ENSP00000347507	9606.ENSP00000252172	0	0	0	0.984	0	0	0.900	0.398	0.900
MYH8	MYH1	1858931	1843075	9606.ENSP00000384330	9606.ENSP00000226207	0	0	0	0.989	0	0	0.900	0.527	0.900
MYH8	MYH2	1858931	1843761	9606.ENSP00000384330	9606.ENSP00000245503	0	0	0	0.989	0	0	0.900	0.627	0.900
MYH8	MYH10	1858931	1846079	9606.ENSP00000384330	9606.ENSP00000269243	0	0	0	0.894	0	0	0.900	0.117	0.900
ACTN2	MYH4	1854402	1844373	9606.ENSP00000355537	9606.ENSP00000255381	0	0	0	0	0.169	0.804	0	0.363	0.888
ACTN2	MYH2	1854402	1843761	9606.ENSP00000355537	9606.ENSP00000245503	0	0	0	0	0.169	0.804	0	0.365	0.888
ACTN2	MYH1	1854402	1843075	9606.ENSP00000355537	9606.ENSP00000226207	0	0	0	0	0.169	0.804	0	0.347	0.885
ACTN1	MYH2	1858193	1843761	9606.ENSP00000377941	9606.ENSP00000245503	0	0	0	0	0.169	0.804	0	0.309	0.878
MYH7B	ACTN4	1845230	1844152	9606.ENSP00000262873	9606.ENSP00000252699	0	0	0	0	0.169	0.804	0	0.293	0.875
MYO5C	ACTN4	1845003	1844152	9606.ENSP00000261839	9606.ENSP00000252699	0	0	0	0	0.115	0.804	0	0.298	0.868
MYO5A	MYO5C	1858703	1845003	9606.ENSP00000382177	9606.ENSP00000261839	0	0	0	0.957	0.178	0.774	0	0.730	0.813
MYO1B	MYO5C	1848837	1845003	9606.ENSP00000306382	9606.ENSP00000261839	0	0	0	0.799	0.052	0.787	0	0.564	0.813
MYO1E	MYO5C	1847120	1845003	9606.ENSP00000288235	9606.ENSP00000261839	0	0	0	0.789	0.052	0.787	0	0.529	0.813
MYO1C	MYH10	1853902	1846079	9606.ENSP00000352834	9606.ENSP00000269243	0	0	0	0.779	0.042	0.787	0	0.486	0.810
PHKA2	PHKA1	1857119	1855934	9606.ENSP00000369274	9606.ENSP00000362643	0	0	0.527	0.978	0	0	0.800	0.812	0.805
ACTN4	MYH9	1844152	1842558	9606.ENSP00000252699	9606.ENSP00000216181	0	0	0	0	0.290	0.244	0	0.646	0.793
SPTAN1	MYO5C	1855744	1845003	9606.ENSP00000361824	9606.ENSP00000261839	0	0	0	0	0.115	0.650	0	0.293	0.762
MYH14	MYH4	1845102	1844373	9606.ENSP00000262269	9606.ENSP00000255381	0	0	0	0.872	0	0	0.720	0.630	0.742
MYH14	MYH3	1845102	1843076	9606.ENSP00000262269	9606.ENSP00000226209	0	0	0	0.879	0	0	0.720	0.597	0.739
SFXN1	DOCK11	1849915	1846480	9606.ENSP00000316905	9606.ENSP00000276202	0	0	0	0	0	0	0	0.735	0.735
PDE5A	PDE2A	1853125	1851777	9606.ENSP00000347046	9606.ENSP00000334910	0	0	0	0.724	0	0.667	0	0.743	0.734
MYO5A	MYO9A	1858703	1853287	9606.ENSP00000382177	9606.ENSP00000348349	0	0	0	0.660	0.629	0.072	0	0.739	0.730
MYH11	MYH1	1858384	1843075	9606.ENSP00000379616	9606.ENSP00000226207	0	0	0	0.896	0	0	0.720	0.341	0.729
SPTAN1	MYH9	1855744	1842558	9606.ENSP00000361824	9606.ENSP00000216181	0	0	0	0	0.170	0.569	0	0.298	0.728
MYH11	MYH2	1858384	1843761	9606.ENSP00000379616	9606.ENSP00000245503	0	0	0	0.898	0	0	0.720	0.281	0.727
MYO6	MYO5C	1855148	1845003	9606.ENSP00000358994	9606.ENSP00000261839	0	0	0	0.752	0.224	0.599	0	0.654	0.727
MYH7	MYH3	1853180	1843076	9606.ENSP00000347507	9606.ENSP00000226209	0	0	0	0.985	0.056	0	0.720	0.457	0.726
MYH2	MYH3	1843761	1843076	9606.ENSP00000245503	9606.ENSP00000226209	0	0	0	0.987	0.054	0	0.720	0.717	0.726
MYH11	MYH7	1858384	1853180	9606.ENSP00000379616	9606.ENSP00000347507	0	0	0	0.902	0	0	0.720	0.267	0.726
MYH11	MYH6	1858384	1853324	9606.ENSP00000379616	9606.ENSP00000348634	0	0	0	0.899	0	0	0.720	0.277	0.726
MYH3	MYH1	1843076	1843075	9606.ENSP00000226209	9606.ENSP00000226207	0	0	0	0.987	0.054	0	0.720	0.703	0.726
MYH10	MYH4	1846079	1844373	9606.ENSP00000269243	9606.ENSP00000255381	0	0	0	0.889	0	0	0.720	0.200	0.725
MYH11	MYH3	1858384	1843076	9606.ENSP00000379616	9606.ENSP00000226209	0	0	0	0.894	0	0	0.720	0.172	0.724
MYH3	MYH9	1843076	1842558	9606.ENSP00000226209	9606.ENSP00000216181	0	0	0	0.888	0	0	0.720	0.169	0.724
MYH10	MYH3	1846079	1843076	9606.ENSP00000269243	9606.ENSP00000226209	0	0	0	0.890	0	0	0.720	0.174	0.724
MYH4	MYH13	1844373	1844108	9606.ENSP00000255381	9606.ENSP00000252172	0	0	0	0.985	0	0	0.720	0.812	0.723
MYH13	MYH3	1844108	1843076	9606.ENSP00000252172	9606.ENSP00000226209	0	0	0	0.985	0	0	0.720	0.735	0.723
MYH4	MYH3	1844373	1843076	9606.ENSP00000255381	9606.ENSP00000226209	0	0	0	0.986	0	0	0.720	0.783	0.723
MYH11	MYH13	1858384	1844108	9606.ENSP00000379616	9606.ENSP00000252172	0	0	0	0.888	0	0	0.720	0.140	0.723
MYH6	MYH4	1853324	1844373	9606.ENSP00000348634	9606.ENSP00000255381	0	0	0	0.985	0	0	0.720	0.781	0.723
MYH4	MYH1	1844373	1843075	9606.ENSP00000255381	9606.ENSP00000226207	0	0	0	0.989	0	0	0.720	0.728	0.722
MYH8	MYH4	1858931	1844373	9606.ENSP00000384330	9606.ENSP00000255381	0	0	0	0.989	0	0	0.720	0.758	0.722
MYH11	MYH4	1858384	1844373	9606.ENSP00000379616	9606.ENSP00000255381	0	0	0	0.894	0	0	0.720	0.125	0.722
MYH4	MYH2	1844373	1843761	9606.ENSP00000255381	9606.ENSP00000245503	0	0	0	0.989	0	0	0.720	0.760	0.722
MYH7	MYH4	1853180	1844373	9606.ENSP00000347507	9606.ENSP00000255381	0	0	0	0.985	0	0	0.720	0.395	0.721
MYH4	MYH9	1844373	1842558	9606.ENSP00000255381	9606.ENSP00000216181	0	0	0	0.891	0	0	0.720	0.074	0.721
MYH8	MYH11	1858931	1858384	9606.ENSP00000384330	9606.ENSP00000379616	0	0	0	0.898	0	0	0.720	0.093	0.721
MYO9A	MYO5B	1853287	1846944	9606.ENSP00000348349	9606.ENSP00000285039	0	0	0	0.661	0.608	0.072	0	0.701	0.709
MYO5B	ACTN4	1846944	1844152	9606.ENSP00000285039	9606.ENSP00000252699	0	0	0	0	0.115	0.170	0	0.634	0.708
SPTBN1	MYO5C	1853414	1845003	9606.ENSP00000349259	9606.ENSP00000261839	0	0	0	0	0.115	0.569	0	0.293	0.707
MYO9A	MYO5C	1853287	1845003	9606.ENSP00000348349	9606.ENSP00000261839	0	0	0	0.667	0.608	0.072	0	0.696	0.707
MYO9B	MYO5C	1858475	1845003	9606.ENSP00000380444	9606.ENSP00000261839	0	0	0	0.660	0.608	0.072	0	0.686	0.707
MYO9B	MYO5B	1858475	1846944	9606.ENSP00000380444	9606.ENSP00000285039	0	0	0	0.662	0.608	0.072	0	0.682	0.706
SPTAN1	GOPC	1855744	1854812	9606.ENSP00000361824	9606.ENSP00000357484	0	0	0	0	0.053	0	0	0.693	0.697
SPTAN1	LEPR	1855744	1851253	9606.ENSP00000361824	9606.ENSP00000330393	0	0	0	0	0	0	0	0.697	0.697
ACTN1	MYH9	1858193	1842558	9606.ENSP00000377941	9606.ENSP00000216181	0	0	0	0	0.239	0.244	0	0.512	0.695
ACTN4	MYH2	1844152	1843761	9606.ENSP00000252699	9606.ENSP00000245503	0	0	0	0	0.169	0.495	0	0.305	0.683
MYH8	PDE11A	1858931	1846991	9606.ENSP00000384330	9606.ENSP00000286063	0	0	0	0	0.155	0	0	0.601	0.649
GOPC	ATP7A	1854812	1852967	9606.ENSP00000357484	9606.ENSP00000345728	0	0	0	0	0	0	0	0.623	0.623
MYO7A	MYO18B	1859150	1851736	9606.ENSP00000386331	9606.ENSP00000334563	0	0	0	0.614	0.359	0	0.360	0.315	0.619
ACTN1	MYO6	1858193	1855148	9606.ENSP00000377941	9606.ENSP00000358994	0	0	0	0	0.055	0.121	0	0.572	0.614
DOCK8	DOCK7	1860721	1852363	9606.ENSP00000408464	9606.ENSP00000340742	0	0	0	0.965	0	0.596	0	0.814	0.608
L	MYO5A	10004757	1858703	11620.L_LASSJ	9606.ENSP00000382177	0	0	0	0	0	0	0	0.603	0.603
DOCK8	DOCK6	1860721	1847494	9606.ENSP00000408464	9606.ENSP00000294618	0	0	0	0.957	0	0.596	0	0.399	0.603
L	MYO5C	10004757	1845003	11620.L_LASSJ	9606.ENSP00000261839	0	0	0	0	0	0	0	0.603	0.603
L	MYO5B	10004757	1846944	11620.L_LASSJ	9606.ENSP00000285039	0	0	0	0	0	0	0	0.603	0.603
DOCK7	DOCK6	1852363	1847494	9606.ENSP00000340742	9606.ENSP00000294618	0	0	0	0.978	0	0.596	0	0.410	0.600
PDE2A	PDE11A	1851777	1846991	9606.ENSP00000334910	9606.ENSP00000286063	0	0	0	0.765	0	0.539	0	0.554	0.596
MYH7B	MYH3	1845230	1843076	9606.ENSP00000262873	9606.ENSP00000226209	0	0	0	0.976	0	0.143	0.540	0.183	0.590
L	DOCK6	10004757	1847494	11620.L_LASSJ	9606.ENSP00000294618	0	0	0	0	0	0	0	0.589	0.589
L	DOCK7	10004757	1852363	11620.L_LASSJ	9606.ENSP00000340742	0	0	0	0	0	0	0	0.589	0.589
MYH11	MYO1E	1858384	1847120	9606.ENSP00000379616	9606.ENSP00000288235	0	0	0	0.775	0.054	0.532	0	0.440	0.582
L	GUSB	10004757	1848445	11620.L_LASSJ	9606.ENSP00000302728	0	0	0	0	0	0	0	0.579	0.579
L	MANBA	10004757	1843095	11620.L_LASSJ	9606.ENSP00000226578	0	0	0	0	0	0	0	0.579	0.579
MYH7B	MYH14	1845230	1845102	9606.ENSP00000262873	9606.ENSP00000262269	0	0	0	0.865	0	0	0.540	0.658	0.579
L	PDE6B	10004757	1861473	11620.L_LASSJ	9606.ENSP00000420295	0	0	0	0	0	0	0	0.579	0.579
L	SFXN1	10004757	1849915	11620.L_LASSJ	9606.ENSP00000316905	0	0	0	0	0	0	0	0.578	0.578
L	SFXN4	10004757	1853234	11620.L_LASSJ	9606.ENSP00000347924	0	0	0	0	0	0	0	0.578	0.578
L	SFXN2	10004757	1855130	11620.L_LASSJ	9606.ENSP00000358909	0	0	0	0	0	0	0	0.578	0.578
L	SFXN5	10004757	1846259	11620.L_LASSJ	9606.ENSP00000272433	0	0	0	0	0	0	0	0.578	0.578
L	SFXN3	10004757	1843004	11620.L_LASSJ	9606.ENSP00000224807	0	0	0	0	0	0	0	0.578	0.578
MYH7B	MYH2	1845230	1843761	9606.ENSP00000262873	9606.ENSP00000245503	0	0	0	0.978	0	0.114	0.540	0.161	0.576
MYH7B	MYH1	1845230	1843075	9606.ENSP00000262873	9606.ENSP00000226207	0	0	0	0.978	0	0.114	0.540	0.170	0.576
MYH15	MYH14	1846316	1845102	9606.ENSP00000273353	9606.ENSP00000262269	0	0	0	0.845	0	0	0.540	0.527	0.576
MYH8	MYH7B	1858931	1845230	9606.ENSP00000384330	9606.ENSP00000262873	0	0	0	0.977	0	0.114	0.540	0.100	0.575
MYO5A	MYO3A	1858703	1845826	9606.ENSP00000382177	9606.ENSP00000265944	0	0	0	0.680	0.464	0	0	0.663	0.575
L	PHKB	10004757	1849630	11620.L_LASSJ	9606.ENSP00000313504	0	0	0	0	0	0	0	0.573	0.573
