#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RPS16	RPL6	1844060	1842405	9606.ENSP00000251453	9606.ENSP00000202773	0.061	0	0	0	0.969	0.884	0.900	0.440	0.999
RPL37A	RPL31	1861343	1859193	9606.ENSP00000418082	9606.ENSP00000386717	0	0	0	0	0.963	0.886	0.900	0.419	0.999
RPSA	RPS9	1853012	1848467	9606.ENSP00000346067	9606.ENSP00000302896	0.309	0	0	0	0.952	0.997	0.924	0.318	0.999
RPS7	RPS23	1852173	1847772	9606.ENSP00000339095	9606.ENSP00000296674	0	0	0	0	0.964	0.988	0.900	0.257	0.999
RPS19	RPS6	1864285	1857216	9606.ENSP00000470004	9606.ENSP00000369757	0	0	0	0	0.971	0.997	0.900	0.533	0.999
RPS9	RPL35	1848467	1844699	9606.ENSP00000302896	9606.ENSP00000259469	0.309	0	0	0	0.952	0.775	0.924	0.355	0.999
RPS17	RPS12	1853007	1843234	9606.ENSP00000346045	9606.ENSP00000230050	0	0	0	0	0.989	0.999	0	0.531	0.999
RPS28	RPL23	1864786	1858184	9606.ENSP00000472469	9606.ENSP00000377865	0	0	0	0	0.966	0.774	0.900	0.346	0.999
RPS10	RPL6	1853151	1842405	9606.ENSP00000347271	9606.ENSP00000202773	0	0	0	0	0.958	0.774	0.900	0.397	0.999
RPS6	RPL7A	1857216	1855599	9606.ENSP00000369757	9606.ENSP00000361076	0.157	0	0	0	0.971	0.935	0.900	0.513	0.999
RPL26L1	RPL35	1845691	1844699	9606.ENSP00000265100	9606.ENSP00000259469	0.309	0	0	0	0.954	0.948	0.924	0.447	0.999
RPL36A	RPS6	1860470	1857216	9606.ENSP00000404375	9606.ENSP00000369757	0	0	0	0	0.960	0.513	0.900	0.597	0.999
RPS13	RPL15	1862013	1849166	9606.ENSP00000435777	9606.ENSP00000309334	0	0	0	0	0.970	0.857	0.900	0.513	0.999
RPS15	RPS9	1863987	1848467	9606.ENSP00000467676	9606.ENSP00000302896	0.309	0	0	0	0.952	0.997	0.924	0.493	0.999
RPL7	RPLP0	1852251	1852166	9606.ENSP00000339795	9606.ENSP00000339027	0.087	0	0	0	0.957	0.949	0.924	0.459	0.999
RPL37A	RPS21	1861343	1852991	9606.ENSP00000418082	9606.ENSP00000345957	0	0	0	0	0.970	0.774	0.900	0.409	0.999
RPS6	RPL36AL	1857216	1853000	9606.ENSP00000369757	9606.ENSP00000346012	0	0	0	0	0.971	0.390	0.900	0.597	0.999
RPL21	RPL26	1853004	1847444	9606.ENSP00000346027	9606.ENSP00000293842	0	0	0	0	0.986	0.923	0.900	0.670	0.999
TTC12	HSP90AA1	1861948	1851814	9606.ENSP00000433757	9606.ENSP00000335153	0	0	0	0	0.952	0.954	0	0.660	0.999
RPL18	RPS21	1862361	1852991	9606.ENSP00000447001	9606.ENSP00000345957	0	0	0	0	0.960	0.774	0.900	0.193	0.999
RPL23A	RPL15	1859401	1849166	9606.ENSP00000389103	9606.ENSP00000309334	0	0	0	0	0.958	0.954	0.900	0.225	0.999
RPS6	RPS3A	1857216	1853009	9606.ENSP00000369757	9606.ENSP00000346050	0	0	0	0	0.966	0.997	0.900	0.539	0.999
RPL34	RPS15A	1858216	1850066	9606.ENSP00000378160	9606.ENSP00000318646	0.309	0	0	0	0.969	0.774	0.900	0.386	0.999
RPS2	RPL26	1852518	1847444	9606.ENSP00000341885	9606.ENSP00000293842	0.309	0	0.326	0	0.959	0	0.924	0.494	0.999
RPS27	RPL6	1854822	1842405	9606.ENSP00000357555	9606.ENSP00000202773	0	0	0	0	0.964	0.774	0.900	0.372	0.999
RPS19	RPLP2	1864285	1850446	9606.ENSP00000470004	9606.ENSP00000322419	0.073	0	0	0	0.966	0.777	0.900	0.260	0.999
RPL23	RPS23	1858184	1847772	9606.ENSP00000377865	9606.ENSP00000296674	0.309	0	0	0	0.959	0.774	0.924	0.327	0.999
RPS2	RPLP0	1852518	1852166	9606.ENSP00000341885	9606.ENSP00000339027	0.309	0	0	0	0.988	0.949	0.924	0.450	0.999
RPL23A	RPLP1	1859401	1853006	9606.ENSP00000389103	9606.ENSP00000346037	0	0	0	0	0.945	0.850	0.900	0	0.999
RPS9	RPS16	1848467	1844060	9606.ENSP00000302896	9606.ENSP00000251453	0.309	0	0	0	0.952	0.998	0.924	0.365	0.999
RPS24	RPL14	1861076	1852902	9606.ENSP00000414321	9606.ENSP00000345156	0	0	0	0	0.962	0.800	0.900	0.473	0.999
RPL9	RPS15A	1853003	1850066	9606.ENSP00000346022	9606.ENSP00000318646	0.309	0	0	0	0.971	0.884	0.924	0.457	0.999
RPSA	RPS21	1853012	1852991	9606.ENSP00000346067	9606.ENSP00000345957	0	0	0	0	0.959	0.997	0.900	0.147	0.999
RPS24	RPL19	1861076	1843024	9606.ENSP00000414321	9606.ENSP00000225430	0	0	0	0	0.964	0.920	0.900	0.439	0.999
RPS14	RPS23	1849373	1847772	9606.ENSP00000311028	9606.ENSP00000296674	0.309	0	0	0	0.969	0.983	0.924	0.415	0.999
RPL24	RPL35	1858158	1844699	9606.ENSP00000377640	9606.ENSP00000259469	0	0	0	0	0.968	0.935	0.900	0.489	0.999
FAU	RPS6	1861888	1857216	9606.ENSP00000431822	9606.ENSP00000369757	0	0	0	0	0.977	0.999	0	0.450	0.999
RPL11	RPL4	1856140	1849420	9606.ENSP00000363676	9606.ENSP00000311430	0.309	0	0	0	0.977	0.962	0.924	0.788	0.999
RPL3	RPS2	1852999	1852518	9606.ENSP00000346001	9606.ENSP00000341885	0.309	0	0	0	0.986	0.879	0.924	0.570	0.999
RPL18	RPS5	1862361	1842374	9606.ENSP00000447001	9606.ENSP00000196551	0	0	0	0	0.986	0.905	0.900	0.505	0.999
RPS8	RPS9	1858412	1848467	9606.ENSP00000379888	9606.ENSP00000302896	0	0	0	0	0.952	0.989	0.900	0.518	0.999
RPS20	RPS6	1861789	1857216	9606.ENSP00000429374	9606.ENSP00000369757	0	0	0	0	0.986	0.988	0.900	0.546	0.999
RPL17	RPS18	1863674	1859702	9606.ENSP00000462023	9606.ENSP00000393241	0.309	0	0	0	0.954	0.926	0.924	0.255	0.999
RPS28	RPL19	1864786	1843024	9606.ENSP00000472469	9606.ENSP00000225430	0	0	0	0	0.970	0.951	0.900	0.376	0.999
RPL37A	RPL14	1861343	1852902	9606.ENSP00000418082	9606.ENSP00000345156	0	0	0	0	0.967	0.774	0.900	0.334	0.999
RPS24	RPS5	1861076	1842374	9606.ENSP00000414321	9606.ENSP00000196551	0	0	0	0	0.851	0.997	0.900	0.386	0.999
RPL31	RPL15	1859193	1849166	9606.ENSP00000386717	9606.ENSP00000309334	0	0	0	0	0.958	0.956	0.900	0.437	0.999
RPL12	RPL8	1854209	1845175	9606.ENSP00000354739	9606.ENSP00000262584	0.309	0	0	0	0.981	0.946	0.924	0.457	0.999
RPL23	RPS21	1858184	1852991	9606.ENSP00000377865	9606.ENSP00000345957	0	0	0	0	0.965	0.774	0.900	0.100	0.999
RPL7	RPS12	1852251	1843234	9606.ENSP00000339795	9606.ENSP00000230050	0	0.485	0	0	0.866	0.889	0.900	0.459	0.999
RPL37A	RPSA	1861343	1853012	9606.ENSP00000418082	9606.ENSP00000346067	0	0	0	0	0.960	0.774	0.900	0.317	0.999
RPL34	RPS26	1858216	1853363	9606.ENSP00000378160	9606.ENSP00000348849	0	0	0	0	0.952	0.774	0.900	0.392	0.999
RPS15	RPL8	1863987	1845175	9606.ENSP00000467676	9606.ENSP00000262584	0.309	0	0	0	0.982	0.905	0.924	0.366	0.999
RPL18	RPS2	1862361	1852518	9606.ENSP00000447001	9606.ENSP00000341885	0.048	0	0	0	0.970	0.774	0.900	0.458	0.999
RPS8	RPS23	1858412	1847772	9606.ENSP00000379888	9606.ENSP00000296674	0	0	0	0	0.971	0.988	0.900	0.524	0.999
RPL12	RPS23	1854209	1847772	9606.ENSP00000354739	9606.ENSP00000296674	0.309	0	0	0	0.964	0.774	0.924	0.407	0.999
RPS18	RPL34	1859702	1858216	9606.ENSP00000393241	9606.ENSP00000378160	0.064	0	0	0	0.955	0.774	0.900	0.243	0.999
RPL3	RPL15	1852999	1849166	9606.ENSP00000346001	9606.ENSP00000309334	0	0	0.429	0	0.974	0.922	0.900	0.549	0.999
RPL14	RPL15	1852902	1849166	9606.ENSP00000345156	9606.ENSP00000309334	0	0	0	0	0.961	0.830	0.900	0.661	0.999
RPS8	RPS11	1858412	1846167	9606.ENSP00000379888	9606.ENSP00000270625	0	0	0	0	0.989	0.989	0.900	0.670	0.999
RPS15	RPL3	1863987	1852999	9606.ENSP00000467676	9606.ENSP00000346001	0.309	0	0	0	0.971	0.879	0.924	0.474	0.999
RPS2	RPL4	1852518	1849420	9606.ENSP00000341885	9606.ENSP00000311430	0.309	0	0.294	0	0.978	0.780	0.924	0.567	0.999
RPS28	RPS17	1864786	1853007	9606.ENSP00000472469	9606.ENSP00000346045	0	0	0	0	0.988	0.997	0	0.432	0.999
RPS18	RPL19	1859702	1843024	9606.ENSP00000393241	9606.ENSP00000225430	0.062	0	0	0	0.952	0.790	0.900	0.380	0.999
RPS28	RPL7A	1864786	1855599	9606.ENSP00000472469	9606.ENSP00000361076	0.309	0	0	0	0.830	0.935	0.900	0.388	0.999
RPL3	EEF2	1852999	1849021	9606.ENSP00000346001	9606.ENSP00000307940	0.309	0	0	0	0.979	0.097	0.900	0.487	0.999
RPS15	RPL17	1863987	1863674	9606.ENSP00000467676	9606.ENSP00000462023	0.309	0	0	0	0.964	0.925	0.924	0.355	0.999
RPL32	RPL14	1858438	1852902	9606.ENSP00000380156	9606.ENSP00000345156	0.096	0	0	0	0.970	0.905	0.900	0.478	0.999
RPL24	RPL10A	1858158	1856010	9606.ENSP00000377640	9606.ENSP00000363018	0	0	0	0	0.965	0.796	0.900	0.502	0.999
RPL12	RPL7	1854209	1852251	9606.ENSP00000354739	9606.ENSP00000339795	0.063	0	0	0	0.959	0.949	0.924	0.639	0.999
NDUFS8	NDUFS7	1849818	1843359	9606.ENSP00000315774	9606.ENSP00000233627	0.309	0	0.479	0	0.872	0.974	0.941	0.882	0.999
RPS20	RPL8	1861789	1845175	9606.ENSP00000429374	9606.ENSP00000262584	0.309	0	0	0	0.968	0.774	0.924	0.350	0.999
RPL23	RPL14	1858184	1852902	9606.ENSP00000377865	9606.ENSP00000345156	0.088	0	0	0	0.970	0.776	0.900	0.270	0.999
RPSA	RPS3A	1853012	1853009	9606.ENSP00000346067	9606.ENSP00000346050	0.091	0	0	0	0.963	0.995	0.900	0.410	0.999
RPS11	RPL6	1846167	1842405	9606.ENSP00000270625	9606.ENSP00000202773	0.079	0	0	0	0.957	0.851	0.900	0.375	0.999
RPS10	RPL7	1853151	1852251	9606.ENSP00000347271	9606.ENSP00000339795	0	0	0	0	0.961	0.779	0.900	0.340	0.999
RPS27	RPL4	1854822	1849420	9606.ENSP00000357555	9606.ENSP00000311430	0.043	0	0	0	0.961	0.774	0.900	0.177	0.999
RPL9	RPL6	1853003	1842405	9606.ENSP00000346022	9606.ENSP00000202773	0.098	0	0	0	0.972	0.874	0.900	0.503	0.999
RPL27A	RPS2	1853001	1852518	9606.ENSP00000346015	9606.ENSP00000341885	0.309	0	0	0	0.960	0.931	0.924	0.320	0.999
RPS20	RPS7	1861789	1852173	9606.ENSP00000429374	9606.ENSP00000339095	0	0	0	0	0.965	0.988	0.900	0.316	0.999
RPL28	RPL27A	1860280	1853001	9606.ENSP00000401450	9606.ENSP00000346015	0	0	0	0	0.953	0	0.900	0.872	0.999
RPL17	RPL4	1863674	1849420	9606.ENSP00000462023	9606.ENSP00000311430	0.309	0	0	0	0.985	0.935	0.924	0.533	0.999
RPL17	RPL19	1863674	1843024	9606.ENSP00000462023	9606.ENSP00000225430	0.309	0	0	0	0.970	0.934	0.900	0.394	0.999
RPS3A	RPS23	1853009	1847772	9606.ENSP00000346050	9606.ENSP00000296674	0	0	0	0	0.969	0.988	0.900	0.148	0.999
RPLP1	RPS5	1853006	1842374	9606.ENSP00000346037	9606.ENSP00000196551	0	0	0	0	0.963	0.833	0.900	0.241	0.999
RPS10	RPL35	1853151	1844699	9606.ENSP00000347271	9606.ENSP00000259469	0	0	0	0	0.986	0.774	0.900	0.389	0.999
RPL18	RPL14	1862361	1852902	9606.ENSP00000447001	9606.ENSP00000345156	0.058	0	0	0	0.965	0.830	0.900	0.492	0.999
RPS25	RPS2	1861989	1852518	9606.ENSP00000435096	9606.ENSP00000341885	0	0	0	0	0.965	0.997	0.900	0.309	0.999
EDC3	DDX6	1850252	1845458	9606.ENSP00000320503	9606.ENSP00000264018	0	0	0	0	0.097	0.998	0.900	0.922	0.999
RPS3	RPS17	1861952	1853007	9606.ENSP00000433821	9606.ENSP00000346045	0	0	0	0	0.984	0.992	0	0.579	0.999
RPS20	RPS21	1861789	1852991	9606.ENSP00000429374	9606.ENSP00000345957	0	0	0	0	0.976	0.980	0.900	0.406	0.999
RPLP1	RPS15A	1853006	1850066	9606.ENSP00000346037	9606.ENSP00000318646	0	0	0	0	0.962	0.833	0.900	0.161	0.999
RPS27	RPS7	1854822	1852173	9606.ENSP00000357555	9606.ENSP00000339095	0	0	0	0	0.961	0.997	0.900	0.267	0.999
RPL31	RPL14	1859193	1852902	9606.ENSP00000386717	9606.ENSP00000345156	0	0	0	0	0.960	0.884	0.900	0.397	0.999
POLR2B	POLR2I	1849572	1842866	9606.ENSP00000312735	9606.ENSP00000221859	0	0	0	0	0.083	0.998	0.900	0.902	0.999
RPS3A	RPL9	1853009	1853003	9606.ENSP00000346050	9606.ENSP00000346022	0	0	0	0	0.975	0.884	0.900	0.422	0.999
RPS10	RPL3	1853151	1852999	9606.ENSP00000347271	9606.ENSP00000346001	0	0	0	0	0.982	0.774	0.900	0.576	0.999
RPS25	RPS23	1861989	1847772	9606.ENSP00000435096	9606.ENSP00000296674	0	0	0	0	0.972	0.988	0.900	0.460	0.999
RPL23A	RPS15A	1859401	1850066	9606.ENSP00000389103	9606.ENSP00000318646	0.309	0	0	0	0.962	0.857	0.924	0.437	0.999
RPL22	RPL26	1853014	1847444	9606.ENSP00000346088	9606.ENSP00000293842	0	0	0	0	0.967	0.774	0.900	0.659	0.999
RPSA	RPL7	1853012	1852251	9606.ENSP00000346067	9606.ENSP00000339795	0.055	0	0	0	0.955	0.875	0.924	0.333	0.999
RPL13A	RPS27	1857955	1854822	9606.ENSP00000375730	9606.ENSP00000357555	0	0	0	0	0.968	0.774	0.900	0.367	0.999
RPL36AL	RPL26	1853000	1847444	9606.ENSP00000346012	9606.ENSP00000293842	0	0	0	0	0.964	0.569	0.900	0.569	0.999
RTF1	LEO1	1857841	1848083	9606.ENSP00000374280	9606.ENSP00000299601	0	0	0	0	0.406	0.931	0.900	0.885	0.999
RPL21	RPL36AL	1853004	1853000	9606.ENSP00000346027	9606.ENSP00000346012	0.056	0	0	0	0.964	0.685	0.900	0.602	0.999
RPSA	RPLP0	1853012	1852166	9606.ENSP00000346067	9606.ENSP00000339027	0	0	0	0	0.967	0.937	0.924	0.463	0.999
RPS26	RPL8	1853363	1845175	9606.ENSP00000348849	9606.ENSP00000262584	0	0	0	0	0.952	0.774	0.900	0.349	0.999
RPS18	RPLP1	1859702	1853006	9606.ENSP00000393241	9606.ENSP00000346037	0	0	0	0	0.953	0.774	0.900	0.361	0.999
RPS21	RPL19	1852991	1843024	9606.ENSP00000345957	9606.ENSP00000225430	0	0	0	0	0.971	0.957	0.900	0.203	0.999
RPL18	RPS3	1862361	1861952	9606.ENSP00000447001	9606.ENSP00000433821	0	0	0	0	0.967	0.905	0.900	0.541	0.999
RPS3	RPS20	1861952	1861789	9606.ENSP00000433821	9606.ENSP00000429374	0.309	0	0	0	0.967	0.988	0.924	0.616	0.999
RPL19	RPS5	1843024	1842374	9606.ENSP00000225430	9606.ENSP00000196551	0	0	0	0	0.964	0.992	0.900	0.320	0.999
RPL18	RPS14	1862361	1849373	9606.ENSP00000447001	9606.ENSP00000311028	0.309	0	0	0	0.968	0.884	0.900	0.447	0.999
RPS18	RPS23	1859702	1847772	9606.ENSP00000393241	9606.ENSP00000296674	0.309	0	0	0	0.960	0.988	0.924	0.460	0.999
RPS19	RPL19	1864285	1843024	9606.ENSP00000470004	9606.ENSP00000225430	0	0	0	0	0.971	0.970	0.900	0.446	0.999
RPS13	RPS3A	1862013	1853009	9606.ENSP00000435777	9606.ENSP00000346050	0.309	0	0	0	0.970	0.998	0.900	0.403	0.999
RPL23	RPS12	1858184	1843234	9606.ENSP00000377865	9606.ENSP00000230050	0.065	0	0	0	0.965	0.901	0.900	0.287	0.999
RPS11	RPL8	1846167	1845175	9606.ENSP00000270625	9606.ENSP00000262584	0.309	0	0.445	0	0.974	0.884	0.924	0.433	0.999
RPS6	RPL6	1857216	1842405	9606.ENSP00000369757	9606.ENSP00000202773	0	0	0	0	0.971	0.884	0.900	0.392	0.999
RPS3A	RPS5	1853009	1842374	9606.ENSP00000346050	9606.ENSP00000196551	0	0	0	0	0.967	0.998	0.900	0.447	0.999
RPL17	RPS4X	1863674	1855955	9606.ENSP00000462023	9606.ENSP00000362744	0.309	0	0.205	0	0.961	0.830	0.900	0.321	0.999
RPL23	RPS7	1858184	1852173	9606.ENSP00000377865	9606.ENSP00000339095	0	0	0	0	0.966	0.851	0.900	0.317	0.999
RPSA	RPL15	1853012	1849166	9606.ENSP00000346067	9606.ENSP00000309334	0.051	0	0	0	0.963	0.774	0.900	0.338	0.999
RPL36A	RPL4	1860470	1849420	9606.ENSP00000404375	9606.ENSP00000311430	0.048	0	0	0	0.959	0.668	0.900	0.430	0.999
RPL5	RPS11	1855221	1846167	9606.ENSP00000359345	9606.ENSP00000270625	0.309	0	0	0	0.960	0.857	0.924	0.540	0.999
RPS29	RPL21	1858354	1853004	9606.ENSP00000379339	9606.ENSP00000346027	0	0	0	0	0.968	0	0.900	0.877	0.999
RPL18	RPL26L1	1862361	1845691	9606.ENSP00000447001	9606.ENSP00000265100	0	0	0	0	0.952	0.923	0.900	0.322	0.999
RPL5	RPL12	1855221	1854209	9606.ENSP00000359345	9606.ENSP00000354739	0.309	0	0	0	0.970	0.950	0.924	0.560	0.999
RPL37A	RPL10A	1861343	1856010	9606.ENSP00000418082	9606.ENSP00000363018	0	0	0	0	0.970	0.774	0.900	0.403	0.999
RPSA	RPL4	1853012	1849420	9606.ENSP00000346067	9606.ENSP00000311430	0.073	0	0	0	0.968	0.774	0.924	0.333	0.999
RPS25	RPL38	1861989	1849232	9606.ENSP00000435096	9606.ENSP00000309830	0	0	0	0	0.967	0.774	0.900	0.341	0.999
RPL38	RPL35	1849232	1844699	9606.ENSP00000309830	9606.ENSP00000259469	0	0	0	0	0.969	0.774	0.900	0.408	0.999
RPS19	RPL5	1864285	1855221	9606.ENSP00000470004	9606.ENSP00000359345	0	0	0	0	0.968	0.737	0.900	0.826	0.999
RPS25	RPL6	1861989	1842405	9606.ENSP00000435096	9606.ENSP00000202773	0	0	0	0	0.966	0.774	0.900	0.342	0.999
RPS26	RPL38	1853363	1849232	9606.ENSP00000348849	9606.ENSP00000309830	0	0	0	0	0.954	0.774	0.900	0.399	0.999
RPS3A	RPS15A	1853009	1850066	9606.ENSP00000346050	9606.ENSP00000318646	0	0	0	0	0.969	0.988	0.900	0.410	0.999
RPS3	RPL3	1861952	1852999	9606.ENSP00000433821	9606.ENSP00000346001	0.309	0	0	0	0.986	0.879	0.924	0.565	0.999
RPS3A	RPS12	1853009	1843234	9606.ENSP00000346050	9606.ENSP00000230050	0	0	0	0	0.965	0.980	0.900	0.260	0.999
RPL17	RPL21	1863674	1853004	9606.ENSP00000462023	9606.ENSP00000346027	0	0	0	0	0.970	0.924	0.900	0.387	0.999
RPS26	RPL3	1853363	1852999	9606.ENSP00000348849	9606.ENSP00000346001	0	0	0	0	0.952	0.774	0.900	0.496	0.999
RPS13	RPS7	1862013	1852173	9606.ENSP00000435777	9606.ENSP00000339095	0	0	0	0	0.974	0.997	0.900	0.333	0.999
RPS27	RPL12	1854822	1854209	9606.ENSP00000357555	9606.ENSP00000354739	0	0	0	0	0.951	0.774	0.900	0.365	0.999
RPS23	RPS12	1847772	1843234	9606.ENSP00000296674	9606.ENSP00000230050	0.309	0	0	0	0.967	0.959	0.900	0.309	0.999
RPL23A	RPS5	1859401	1842374	9606.ENSP00000389103	9606.ENSP00000196551	0.309	0	0	0	0.970	0.886	0.924	0.320	0.999
RPL18	RPS23	1862361	1847772	9606.ENSP00000447001	9606.ENSP00000296674	0.085	0	0	0	0.958	0.774	0.900	0.215	0.999
RPL35	RPS16	1844699	1844060	9606.ENSP00000259469	9606.ENSP00000251453	0.101	0	0	0	0.981	0.935	0.924	0.433	0.999
RPS3	RPL31	1861952	1859193	9606.ENSP00000433821	9606.ENSP00000386717	0	0	0	0	0.968	0.774	0.900	0.459	0.999
RPL17	RPSA	1863674	1853012	9606.ENSP00000462023	9606.ENSP00000346067	0.072	0	0	0	0.970	0.912	0.924	0.280	0.999
RPL21	RPL38	1853004	1849232	9606.ENSP00000346027	9606.ENSP00000309830	0	0	0	0	0.956	0.774	0.900	0.361	0.999
RPS19	RPS17	1864285	1853007	9606.ENSP00000470004	9606.ENSP00000346045	0.063	0	0	0	0.981	0.982	0	0.761	0.999
RPS8	RPL11	1858412	1856140	9606.ENSP00000379888	9606.ENSP00000363676	0	0	0	0	0.979	0.838	0.900	0.566	0.999
RPL37A	RPL7A	1861343	1855599	9606.ENSP00000418082	9606.ENSP00000361076	0	0	0	0	0.971	0.852	0.900	0.437	0.999
RPS15	RPS8	1863987	1858412	9606.ENSP00000467676	9606.ENSP00000379888	0	0	0	0	0.962	0.987	0.900	0.680	0.999
RPL12	RPL3	1854209	1852999	9606.ENSP00000354739	9606.ENSP00000346001	0.309	0	0	0	0.984	0.936	0.924	0.705	0.999
RPLP2	RPL15	1850446	1849166	9606.ENSP00000322419	9606.ENSP00000309334	0	0	0	0	0.952	0.884	0.900	0.349	0.999
RPL32	RPS15A	1858438	1850066	9606.ENSP00000380156	9606.ENSP00000318646	0.309	0	0	0	0.967	0.774	0.900	0.368	0.999
RPS28	RPS7	1864786	1852173	9606.ENSP00000472469	9606.ENSP00000339095	0	0	0	0	0.954	0.993	0.900	0.305	0.999
RPL37A	RPL15	1861343	1849166	9606.ENSP00000418082	9606.ENSP00000309334	0.309	0	0	0	0.958	0.886	0.900	0.331	0.999
RPS17	RPS5	1853007	1842374	9606.ENSP00000346045	9606.ENSP00000196551	0	0	0	0	0.987	0.991	0	0.538	0.999
RPS28	RPL15	1864786	1849166	9606.ENSP00000472469	9606.ENSP00000309334	0	0	0	0	0.953	0.774	0.900	0.305	0.999
RPS19	RPS8	1864285	1858412	9606.ENSP00000470004	9606.ENSP00000379888	0	0	0	0	0.968	0.989	0.900	0.558	0.999
RPL7A	RPS3A	1855599	1853009	9606.ENSP00000361076	9606.ENSP00000346050	0	0	0	0	0.972	0.930	0.900	0.775	0.999
RPS29	RPS15A	1858354	1850066	9606.ENSP00000379339	9606.ENSP00000318646	0.309	0	0	0	0.986	0.964	0.924	0.372	0.999
RPLP1	RPS21	1853006	1852991	9606.ENSP00000346037	9606.ENSP00000345957	0	0	0	0	0.964	0.776	0.900	0.475	0.999
RPL24	RPL38	1858158	1849232	9606.ENSP00000377640	9606.ENSP00000309830	0	0	0	0	0.969	0.774	0.900	0.452	0.999
RPS28	RPS8	1864786	1858412	9606.ENSP00000472469	9606.ENSP00000379888	0	0	0	0	0.965	0.989	0.900	0.435	0.999
RPS25	RPS5	1861989	1842374	9606.ENSP00000435096	9606.ENSP00000196551	0	0	0	0	0.973	0.998	0.900	0.414	0.999
RPL5	EEF2	1855221	1849021	9606.ENSP00000359345	9606.ENSP00000307940	0.309	0	0	0	0.955	0.865	0.900	0.433	0.999
RPL34	RPL9	1858216	1853003	9606.ENSP00000378160	9606.ENSP00000346022	0.309	0	0	0	0.970	0.774	0.900	0.498	0.999
RPL32	RPL12	1858438	1854209	9606.ENSP00000380156	9606.ENSP00000354739	0	0	0	0	0.982	0.874	0.900	0.444	0.999
RPS18	RPSA	1859702	1853012	9606.ENSP00000393241	9606.ENSP00000346067	0.309	0	0	0	0.956	0.979	0.924	0.301	0.999
