#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AKT2	AKT1	1857974	1846136	9606.ENSP00000375892	9606.ENSP00000270202	0	0	0.527	0.986	0.061	0.378	0.900	0.900	0.937
SPTA1	SPTBN2	1854747	1849428	9606.ENSP00000357130	9606.ENSP00000311489	0	0	0	0.630	0.058	0.360	0.900	0.127	0.936
SPTA1	SPTBN1	1854747	1853414	9606.ENSP00000357130	9606.ENSP00000349259	0	0	0	0.636	0.058	0.285	0.900	0.385	0.936
ALB	ACTN4	1847637	1844152	9606.ENSP00000295897	9606.ENSP00000252699	0	0	0	0	0	0	0.900	0.384	0.935
LUM	OGN	1845897	1845170	9606.ENSP00000266718	9606.ENSP00000262551	0	0	0	0.675	0.180	0	0.900	0.734	0.934
PLK1	PSMB7	1848135	1844696	9606.ENSP00000300093	9606.ENSP00000259457	0	0	0	0	0.054	0.359	0.900	0	0.934
GSTP1	HPGDS	1858630	1847557	9606.ENSP00000381607	9606.ENSP00000295256	0	0	0.407	0.714	0	0	0.900	0.920	0.934
TLR7	TLR3	1857265	1847791	9606.ENSP00000370034	9606.ENSP00000296795	0	0	0	0.645	0.054	0	0.900	0.944	0.934
TLR4	TLR3	1856025	1847791	9606.ENSP00000363089	9606.ENSP00000296795	0	0	0	0.637	0	0	0.900	0.952	0.934
TLR3	TLR8	1847791	1842687	9606.ENSP00000296795	9606.ENSP00000218032	0	0	0	0.642	0.054	0	0.900	0.907	0.933
GSTA4	HPGDS	1855379	1847557	9606.ENSP00000359998	9606.ENSP00000295256	0	0	0.416	0.701	0	0.065	0.900	0.733	0.932
MYH14	MYH9	1845102	1842558	9606.ENSP00000262269	9606.ENSP00000216181	0	0	0	0.974	0	0.347	0.900	0.599	0.932
TLR7	TLR8	1857265	1842687	9606.ENSP00000370034	9606.ENSP00000218032	0	0	0	0.914	0.299	0	0.900	0.922	0.932
RPS6KB2	AKT1	1849068	1846136	9606.ENSP00000308413	9606.ENSP00000270202	0	0	0.462	0.872	0.106	0.170	0.900	0.788	0.931
F2	GP9	1849080	1848586	9606.ENSP00000308541	9606.ENSP00000303942	0	0	0	0	0	0.104	0.900	0.294	0.931
FMOD	PRELP	1853122	1852755	9606.ENSP00000347041	9606.ENSP00000343924	0	0	0.517	0.880	0.220	0	0.900	0.867	0.931
MYO5A	MYH9	1858703	1842558	9606.ENSP00000382177	9606.ENSP00000216181	0	0	0	0.709	0.135	0.180	0.900	0.357	0.930
GSTA5	GSTA3	1846914	1842464	9606.ENSP00000284562	9606.ENSP00000211122	0	0	0.526	0.985	0.322	0	0.900	0.910	0.930
TLR6	TLR1	1857458	1854260	9606.ENSP00000371376	9606.ENSP00000354932	0	0	0	0.978	0.310	0	0.900	0.884	0.929
F2	ALB	1849080	1847637	9606.ENSP00000308541	9606.ENSP00000295897	0	0	0	0	0.475	0.046	0	0.871	0.929
GSTA1	HPGDS	1851878	1847557	9606.ENSP00000335620	9606.ENSP00000295256	0	0	0.475	0.733	0	0	0.900	0.740	0.929
HPGDS	GSTA5	1847557	1846914	9606.ENSP00000295256	9606.ENSP00000284562	0	0	0.480	0.729	0	0	0.900	0.734	0.929
GSTA2	HPGDS	1861460	1847557	9606.ENSP00000420168	9606.ENSP00000295256	0	0	0.491	0.738	0	0	0.900	0.738	0.929
MYO6	MYO3A	1855148	1845826	9606.ENSP00000358994	9606.ENSP00000265944	0	0	0	0.702	0.154	0	0.900	0.641	0.928
AKT2	RPS6KB2	1857974	1849068	9606.ENSP00000375892	9606.ENSP00000308413	0	0	0.492	0.882	0.106	0.170	0.900	0.563	0.928
CEP97	IQCB1	1852600	1849434	9606.ENSP00000342510	9606.ENSP00000311505	0	0	0	0	0.054	0.102	0.900	0.255	0.928
RPS6KB2	AKT3	1849068	1845421	9606.ENSP00000308413	9606.ENSP00000263826	0	0	0.481	0.875	0.106	0.170	0.900	0.526	0.928
HPGDS	GSTA3	1847557	1842464	9606.ENSP00000295256	9606.ENSP00000211122	0	0	0.483	0.733	0	0	0.900	0.704	0.928
MBOAT4	INS	1849691	1844030	9606.ENSP00000314196	9606.ENSP00000250971	0	0	0	0	0	0	0	0.927	0.927
KERA	OGN	1845898	1845170	9606.ENSP00000266719	9606.ENSP00000262551	0	0	0	0.654	0	0	0.900	0.779	0.926
GSTP1	GSTA1	1858630	1851878	9606.ENSP00000381607	9606.ENSP00000335620	0	0	0.419	0.767	0.053	0	0.900	0.788	0.926
IGFALS	F2	1861240	1849080	9606.ENSP00000416683	9606.ENSP00000308541	0	0	0	0	0.234	0.104	0.900	0.055	0.926
SPTA1	INS	1854747	1844030	9606.ENSP00000357130	9606.ENSP00000250971	0	0	0	0	0	0	0.900	0.297	0.926
EDNRB	F2	1856642	1849080	9606.ENSP00000366416	9606.ENSP00000308541	0	0	0	0	0	0	0.900	0.284	0.925
MYO1C	MYH9	1853902	1842558	9606.ENSP00000352834	9606.ENSP00000216181	0	0	0	0.777	0.053	0.183	0.900	0.507	0.925
SOCS3	SOCS1	1851244	1851146	9606.ENSP00000330341	9606.ENSP00000329418	0	0	0	0.765	0.094	0	0.900	0.899	0.925
SPTA1	SPTBN5	1854747	1849983	9606.ENSP00000357130	9606.ENSP00000317790	0	0	0	0.641	0	0	0.900	0.694	0.924
LINGO1	OMG	1853173	1843866	9606.ENSP00000347451	9606.ENSP00000247271	0	0	0	0.619	0.054	0	0.900	0.630	0.924
MYO6	MYO18B	1855148	1851736	9606.ENSP00000358994	9606.ENSP00000334563	0	0	0	0.620	0.159	0	0.900	0.403	0.924
GSTA2	GSTP1	1861460	1858630	9606.ENSP00000420168	9606.ENSP00000381607	0	0	0.421	0.762	0.053	0	0.900	0.626	0.923
MYO1C	MYH1	1853902	1843075	9606.ENSP00000352834	9606.ENSP00000226207	0	0	0	0.767	0.042	0.097	0.900	0.803	0.923
PRELP	OGN	1852755	1845170	9606.ENSP00000343924	9606.ENSP00000262551	0	0	0	0.660	0.126	0	0.900	0.469	0.922
RPS6KA1	RPS6KA3	1862001	1857057	9606.ENSP00000435412	9606.ENSP00000368884	0	0	0	0.984	0	0.245	0.900	0.734	0.922
RPS6KA3	RPS6KA5	1857057	1845037	9606.ENSP00000368884	9606.ENSP00000261991	0	0	0	0.914	0.225	0	0.900	0.504	0.922
RPS6KA1	RPS6KA2	1862001	1861695	9606.ENSP00000435412	9606.ENSP00000427015	0	0	0	0.983	0	0.245	0.900	0.656	0.922
FMOD	OGN	1853122	1845170	9606.ENSP00000347041	9606.ENSP00000262551	0	0	0	0.671	0.128	0	0.900	0.456	0.922
MYH2	MYH1	1843761	1843075	9606.ENSP00000245503	9606.ENSP00000226207	0	0	0	0.990	0.251	0	0.900	0.781	0.922
TLR4	TLR5	1856025	1852287	9606.ENSP00000363089	9606.ENSP00000340089	0	0	0	0.636	0.167	0.360	0.800	0.878	0.921
SPTAN1	INS	1855744	1844030	9606.ENSP00000361824	9606.ENSP00000250971	0	0	0	0	0	0	0.900	0.246	0.921
FMOD	LUM	1853122	1845897	9606.ENSP00000347041	9606.ENSP00000266718	0	0	0.520	0.931	0.158	0	0.900	0.910	0.920
MYO6	MYO9A	1855148	1853287	9606.ENSP00000358994	9606.ENSP00000348349	0	0	0	0.718	0.154	0	0.900	0.385	0.920
PRDM10	INS	1853754	1844030	9606.ENSP00000351686	9606.ENSP00000250971	0	0	0	0	0	0	0	0.920	0.920
MYO5A	INS	1858703	1844030	9606.ENSP00000382177	9606.ENSP00000250971	0	0	0	0	0	0	0.900	0.236	0.920
SPTAN1	ACTN4	1855744	1844152	9606.ENSP00000361824	9606.ENSP00000252699	0	0	0	0.713	0.145	0.113	0.900	0.104	0.919
SPTBN1	INS	1853414	1844030	9606.ENSP00000349259	9606.ENSP00000250971	0	0	0	0	0	0	0.900	0.218	0.918
ACTN2	MYH7	1854402	1853180	9606.ENSP00000355537	9606.ENSP00000347507	0	0	0	0	0.237	0.804	0	0.486	0.917
SPTBN4	INS	1845343	1844030	9606.ENSP00000263373	9606.ENSP00000250971	0	0	0	0	0	0	0.900	0.210	0.917
GSTP1	GSTA4	1858630	1855379	9606.ENSP00000381607	9606.ENSP00000359998	0	0	0.346	0.760	0	0	0.900	0.458	0.917
ACTN2	ALB	1854402	1847637	9606.ENSP00000355537	9606.ENSP00000295897	0	0	0	0	0	0	0.900	0.210	0.917
GSTP1	GSTA3	1858630	1842464	9606.ENSP00000381607	9606.ENSP00000211122	0	0	0.476	0.767	0.053	0	0.900	0.303	0.917
GSTP1	GSTA5	1858630	1846914	9606.ENSP00000381607	9606.ENSP00000284562	0	0	0.452	0.757	0.053	0	0.900	0.274	0.916
PRKCA	RPS6KB1	1860737	1843035	9606.ENSP00000408695	9606.ENSP00000225577	0	0	0	0.838	0.073	0.105	0.900	0.400	0.915
PRELP	LUM	1852755	1845897	9606.ENSP00000343924	9606.ENSP00000266718	0	0	0.521	0.884	0.054	0	0.900	0.814	0.915
MYO1C	MYH2	1853902	1843761	9606.ENSP00000352834	9606.ENSP00000245503	0	0	0	0.771	0.042	0.097	0.900	0.473	0.915
SPTB	INS	1857851	1844030	9606.ENSP00000374372	9606.ENSP00000250971	0	0	0	0	0	0	0.900	0.182	0.914
ACTN1	ALB	1858193	1847637	9606.ENSP00000377941	9606.ENSP00000295897	0	0	0	0	0	0	0.900	0.177	0.914
MYO1C	MYH6	1853902	1853324	9606.ENSP00000352834	9606.ENSP00000348634	0	0	0	0.782	0.042	0.097	0.900	0.418	0.914
MYO1C	MYH7B	1853902	1845230	9606.ENSP00000352834	9606.ENSP00000262873	0	0	0	0.771	0.042	0.097	0.900	0.426	0.914
MYO5A	MYH2	1858703	1843761	9606.ENSP00000382177	9606.ENSP00000245503	0	0	0	0.713	0.103	0	0.900	0.339	0.914
IQCB1	PLK4	1849434	1846179	9606.ENSP00000311505	9606.ENSP00000270861	0	0	0	0	0.093	0.112	0.900	0.068	0.914
MYO1C	MYH7	1853902	1853180	9606.ENSP00000352834	9606.ENSP00000347507	0	0	0	0.783	0.042	0.097	0.900	0.402	0.913
MYH8	MYO1C	1858931	1853902	9606.ENSP00000384330	9606.ENSP00000352834	0	0	0	0.768	0.042	0.097	0.900	0.377	0.913
MYO1C	MYH3	1853902	1843076	9606.ENSP00000352834	9606.ENSP00000226209	0	0	0	0.775	0.042	0.097	0.900	0.377	0.913
ACTN1	SPTAN1	1858193	1855744	9606.ENSP00000377941	9606.ENSP00000361824	0	0	0	0.710	0.053	0.143	0.900	0.091	0.913
MYO1C	MYH4	1853902	1844373	9606.ENSP00000352834	9606.ENSP00000255381	0	0	0	0.771	0.042	0.097	0.900	0.397	0.913
MYO9B	MYO1C	1858475	1853902	9606.ENSP00000380444	9606.ENSP00000352834	0	0	0	0.724	0.053	0	0.900	0.483	0.913
KERA	LUM	1845898	1845897	9606.ENSP00000266719	9606.ENSP00000266718	0	0	0	0.891	0.084	0	0.900	0.876	0.913
RPS6KA3	RPS6KA6	1857057	1845209	9606.ENSP00000368884	9606.ENSP00000262752	0	0	0	0.983	0.162	0	0.900	0.486	0.913
PRKCB	RPS6KB1	1848723	1843035	9606.ENSP00000305355	9606.ENSP00000225577	0	0	0	0.825	0.073	0.105	0.900	0.234	0.912
MYO9A	MYO1F	1853287	1852870	9606.ENSP00000348349	9606.ENSP00000344871	0	0	0	0.742	0.053	0	0.900	0.454	0.912
MYO6	MYO1A	1855148	1848142	9606.ENSP00000358994	9606.ENSP00000300119	0	0	0	0.767	0	0	0.900	0.547	0.912
TLR4	CD180	1856025	1844437	9606.ENSP00000363089	9606.ENSP00000256447	0	0	0	0.705	0	0	0.900	0.442	0.912
IQCB1	PLK1	1849434	1848135	9606.ENSP00000311505	9606.ENSP00000300093	0	0	0	0	0.072	0.112	0.900	0.068	0.912
MYO1A	MYO3A	1848142	1845826	9606.ENSP00000300119	9606.ENSP00000265944	0	0	0	0.752	0.053	0	0.900	0.427	0.911
ACTN2	ISLR	1854402	1843978	9606.ENSP00000355537	9606.ENSP00000249842	0	0	0	0	0.053	0.107	0.900	0.076	0.911
ACTN4	ISLR	1844152	1843978	9606.ENSP00000252699	9606.ENSP00000249842	0	0	0	0	0.053	0.107	0.900	0.076	0.911
MYO6	MYO1C	1855148	1853902	9606.ENSP00000358994	9606.ENSP00000352834	0	0	0	0.778	0	0	0.900	0.548	0.911
MYO1C	MYO9A	1853902	1853287	9606.ENSP00000352834	9606.ENSP00000348349	0	0	0	0.729	0.053	0	0.900	0.392	0.911
ACTN1	ISLR	1858193	1843978	9606.ENSP00000377941	9606.ENSP00000249842	0	0	0	0	0.053	0.107	0.900	0.076	0.911
OMD	FMOD	1856328	1853122	9606.ENSP00000364700	9606.ENSP00000347041	0	0	0	0.841	0.094	0	0.900	0.408	0.911
SPTAN1	ACTN2	1855744	1854402	9606.ENSP00000361824	9606.ENSP00000355537	0	0	0	0.712	0.053	0.113	0.900	0.091	0.910
MYH6	MYH14	1853324	1845102	9606.ENSP00000348634	9606.ENSP00000262269	0	0	0	0.879	0	0	0.900	0.842	0.910
GSTA4	GSTA3	1855379	1842464	9606.ENSP00000359998	9606.ENSP00000211122	0	0	0.515	0.963	0.093	0	0.900	0.889	0.910
MYO6	MYO1F	1855148	1852870	9606.ENSP00000358994	9606.ENSP00000344871	0	0	0	0.767	0	0	0.900	0.443	0.909
ACTN1	SPTBN1	1858193	1853414	9606.ENSP00000377941	9606.ENSP00000349259	0	0	0	0.818	0.053	0.098	0.900	0.149	0.909
FMOD	KERA	1853122	1845898	9606.ENSP00000347041	9606.ENSP00000266719	0	0	0	0.887	0.073	0	0.900	0.557	0.909
MYO1C	MYO3A	1853902	1845826	9606.ENSP00000352834	9606.ENSP00000265944	0	0	0	0.768	0.053	0	0.900	0.393	0.909
MYH7	MYH2	1853180	1843761	9606.ENSP00000347507	9606.ENSP00000245503	0	0	0	0.986	0.129	0	0.900	0.538	0.909
MYO5A	AKT2	1858703	1857974	9606.ENSP00000382177	9606.ENSP00000375892	0	0	0	0	0.053	0.094	0.900	0.070	0.909
GP1BB	F2	1858831	1849080	9606.ENSP00000383382	9606.ENSP00000308541	0	0	0	0	0	0.104	0.900	0.066	0.909
SPTA1	SPTBN4	1854747	1845343	9606.ENSP00000357130	9606.ENSP00000263373	0	0	0	0.617	0.049	0	0.900	0.249	0.909
MYH14	MYH2	1845102	1843761	9606.ENSP00000262269	9606.ENSP00000245503	0	0	0	0.880	0	0	0.900	0.685	0.908
MYH6	MYH7	1853324	1853180	9606.ENSP00000348634	9606.ENSP00000347507	0	0	0	0.989	0.118	0	0.900	0.780	0.908
MYH14	MYH1	1845102	1843075	9606.ENSP00000262269	9606.ENSP00000226207	0	0	0	0.877	0	0	0.900	0.700	0.908
MYO1C	MYO1F	1853902	1852870	9606.ENSP00000352834	9606.ENSP00000344871	0	0	0	0.866	0.057	0	0.900	0.505	0.908
MYH7	MYH14	1853180	1845102	9606.ENSP00000347507	9606.ENSP00000262269	0	0	0	0.881	0	0	0.900	0.758	0.908
PRKCA	PRKCD	1860737	1851365	9606.ENSP00000408695	9606.ENSP00000331602	0	0	0	0.851	0	0	0.900	0.529	0.907
SPTBN1	ACTN4	1853414	1844152	9606.ENSP00000349259	9606.ENSP00000252699	0	0	0	0.821	0.053	0.098	0.900	0.091	0.907
ACTN2	SPTBN1	1854402	1853414	9606.ENSP00000355537	9606.ENSP00000349259	0	0	0	0.819	0.053	0.098	0.900	0.091	0.907
STAT1	SOCS2	1854113	1852217	9606.ENSP00000354394	9606.ENSP00000339428	0	0	0	0	0	0.138	0.800	0.508	0.907
CNOT6L	CNOT6	1845640	1845032	9606.ENSP00000264903	9606.ENSP00000261951	0	0	0	0.984	0.093	0	0.900	0.687	0.906
RPS6KB1	CD79A	1843035	1842872	9606.ENSP00000225577	9606.ENSP00000221972	0	0	0	0	0	0	0.900	0.101	0.906
BGN	DCN	1850913	1842218	9606.ENSP00000327336	9606.ENSP00000052754	0	0	0	0.960	0.072	0	0.900	0.922	0.906
MYO1C	MYO18B	1853902	1851736	9606.ENSP00000352834	9606.ENSP00000334563	0	0	0	0.625	0	0	0.900	0.189	0.905
MYO1C	MYO1A	1853902	1848142	9606.ENSP00000352834	9606.ENSP00000300119	0	0	0	0.919	0	0	0.900	0.670	0.905
RPS6KA1	RPS6KA5	1862001	1845037	9606.ENSP00000435412	9606.ENSP00000261991	0	0	0	0.914	0.051	0	0.900	0.532	0.905
RXFP1	RXFP2	1848513	1847959	9606.ENSP00000303248	9606.ENSP00000298386	0	0	0	0.957	0.054	0	0.900	0.867	0.905
MYH14	MYH13	1845102	1844108	9606.ENSP00000262269	9606.ENSP00000252172	0	0	0	0.866	0	0	0.900	0.417	0.905
